#Classification	SRR5091533_bracken_P.kreport
k__Bacteria	671875
k__Bacteria|p__Firmicutes	413097
k__Bacteria|p__Actinobacteria	15386
k__Bacteria|p__Bacteroidetes	232401
k__Bacteria|p__Proteobacteria	10933
k__Bacteria|p__Verrucomicrobia	28
k__Bacteria|p__Fusobacteria	19
k__Bacteria|p__Spirochaetes	5
k__Bacteria|p__Candidatus_Saccharibacteria	2
k__Eukaryota	75
k__Eukaryota|k__Viridiplantae	69
k__Eukaryota|k__Viridiplantae|p__Streptophyta	69
k__Eukaryota|k__Fungi	6
k__Eukaryota|k__Fungi|p__Ascomycota	6
k__Archaea	4
k__Archaea|p__Euryarchaeota	4
k__Viruses	5566
k__Viruses|k__Heunggongvirae	5566
k__Viruses|k__Heunggongvirae|p__Uroviricota	5566
