#Classification	S-20-POLJUN-B_bracken_O.kreport
k__Bacteria	970090
k__Bacteria|p__Proteobacteria	482825
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	306735
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	173705
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	101457
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	24594
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	6070
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	871
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	29
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	127150
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	124904
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	1452
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	128
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	664
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	44916
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	6344
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	4662
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	32119
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	194
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	211
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	356
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	890
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	48
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	57
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	5
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	17
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Acidiferrobacterales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	3884
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	3497
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	72
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	49
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Bradymonadales	3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Syntrophales	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	144
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfarculales	116
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	1
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	131
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia|o__Hydrogenophilales	131
k__Bacteria|p__Proteobacteria|c__Oligoflexia	5
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	5
k__Bacteria|p__Actinobacteria	231601
k__Bacteria|p__Actinobacteria|c__Actinomycetia	219209
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	50842
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	31423
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	18508
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	39436
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	14040
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	15924
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	7217
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	18645
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	3444
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	1989
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	1873
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	3598
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	11069
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	140
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales	822
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	78
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	69
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales	22
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	7776
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	7489
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	286
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	4341
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	4341
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	233
