#Classification	GQ38_bracken_P.kreport
k__Bacteria	26579701
k__Bacteria|p__Bacteroidetes	13493756
k__Bacteria|p__Fibrobacteres	1
k__Bacteria|p__Firmicutes	10532712
k__Bacteria|p__Actinobacteria	2063788
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Chloroflexi	4
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Tenericutes	1
k__Bacteria|p__Proteobacteria	485837
k__Bacteria|p__Spirochaetes	2736
k__Bacteria|p__Candidatus_Saccharibacteria	486
k__Bacteria|p__Verrucomicrobia	267
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Synergistetes	83
k__Bacteria|p__Fusobacteria	16
k__Eukaryota	298
k__Eukaryota|k__Viridiplantae	254
k__Eukaryota|k__Viridiplantae|p__Streptophyta	254
k__Eukaryota|k__Fungi	31
k__Eukaryota|k__Fungi|p__Ascomycota	31
k__Eukaryota|k__Metazoa	12
k__Eukaryota|k__Metazoa|p__Chordata	12
k__Archaea	8
k__Archaea|p__Euryarchaeota	8
k__Viruses	16842
k__Viruses|k__Heunggongvirae	16842
k__Viruses|k__Heunggongvirae|p__Uroviricota	16842
