#Classification	SRR5091598_bracken_P.kreport
k__Bacteria	3535119
k__Bacteria|p__Bacteroidetes	2686589
k__Bacteria|p__Firmicutes	815224
k__Bacteria|p__Actinobacteria	20719
k__Bacteria|p__Tenericutes	76
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	12092
k__Bacteria|p__Fusobacteria	218
k__Bacteria|p__Verrucomicrobia	161
k__Bacteria|p__Synergistetes	15
k__Bacteria|p__Candidatus_Saccharibacteria	14
k__Bacteria|p__Spirochaetes	6
k__Eukaryota	152
k__Eukaryota|k__Viridiplantae	127
k__Eukaryota|k__Viridiplantae|p__Streptophyta	127
k__Eukaryota|k__Fungi	20
k__Eukaryota|k__Fungi|p__Ascomycota	20
k__Eukaryota|k__Metazoa	4
k__Eukaryota|k__Metazoa|p__Chordata	4
k__Archaea	6
k__Archaea|p__Candidatus_Thermoplasmatota	3
k__Archaea|p__Euryarchaeota	3
k__Viruses	3529
k__Viruses|k__Heunggongvirae	3529
k__Viruses|k__Heunggongvirae|p__Uroviricota	3529
