#Classification	S-7-POLJUN-G_bracken_O.kreport
k__Bacteria	508
k__Bacteria|p__Proteobacteria	507
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	489
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	379
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	109
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	18
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	18
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Cyanobacteria|o__Nostocales	1
k__Eukaryota	2
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	2
