# git tag version 3.1.0 |  motus version 3.1.0 | map_tax 3.1.0 | gene database: nr3.1.0 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75 | calc_motu 3.1.0 -k mOTU -C no_CAMI -g 3 -c -p | taxonomy: ref_mOTU_3.1.0 meta_mOTU_3.1.0
# call: python /nfs3_ib/nfs-ip34/home/def-ilafores/programs/motu-profiler_env/bin/motus profile -f /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ19/GQ19_paired_1.fastq -r /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ19/GQ19_paired_2.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ19/GQ19_unmatched_1.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Saliva/preproc/GQ19/GQ19_unmatched_2.fastq -n GQ19 -t 24 -c -p -k mOTU -q
#mOTU	consensus_taxonomy	NCBI_tax_id	GQ19
ref_mOTU_v31_00800	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium acnes [Propionibacterium sp. CC003-HC2/Propionibacterium sp. KPL1847/Propionibacterium sp. KPL1849/Propionibacterium sp. KPL1854/Propionibacterium sp. KPL2003/Propionibacterium sp. KPL2008/Propionibacterium sp. KPL2009/Propionibacterium sp. MB3007/Propionibacterium sp. HMSC068C01/Propionibacterium sp. HMSC078F01/Propionibacterium sp. HMSC069G10/Propionibacterium sp. HMSC065F07/Propionibacterium sp. HMSC078F10/Propionibacterium sp. HMSC067A02/Propionibacterium sp. HMSC075A12/Propionibacterium sp. HMSC067A01/Propionibacterium sp. HMSC062D02/Propionibacterium sp. HMSC062D05/Cutibacterium acnes/Propionibacterium sp. CG1_02_60_36/Propionibacterium sp. 5_U_42AFAA/Propionibacterium sp. 409-HC1/Propionibacterium sp. 434-HC2]	2|201174|1760|85009|31957|1912216|1747	2
ref_mOTU_v31_00892	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga ochracea [Capnocytophaga ochracea/Capnocytophaga sp. oral taxon 323/Capnocytophaga sp. oral taxon 324/Capnocytophaga sp. oral taxon 335/Capnocytophaga sp. oral taxon 336/Capnocytophaga sp. oral taxon 380/Capnocytophaga sp. oral taxon 412]	2|976|117743|200644|49546|1016|1018	1
ref_mOTU_v31_00938	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus influenzae	2|1224|1236|135625|712|724|727	3
ref_mOTU_v31_00939	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus sp. [Haemophilus quentini/Haemophilus sp. CCUG 66565/Haemophilus haemolyticus/Haemophilus influenzae/Haemophilus sp. oral taxon 851]	2|1224|1236|135625|712|724|NA	10
ref_mOTU_v31_00940	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus sp. C1	2|1224|1236|135625|712|724|1661745	6
ref_mOTU_v31_00999	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium periodonticum	2|32066|203490|203491|203492|848|860	42
ref_mOTU_v31_01000	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium sp. oral taxon 370	2|32066|203490|203491|203492|848|712288	4
ref_mOTU_v31_01001	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum subsp. animalis [Fusobacterium sp. CAG:649/Fusobacterium sp. HMSC065F01/Fusobacterium nucleatum/Fusobacterium sp. CM1]	2|32066|203490|203491|203492|848|851	2
ref_mOTU_v31_01002	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum subsp. vincentii [Fusobacterium sp. HMSC064B12/Fusobacterium nucleatum]	2|32066|203490|203491|203492|848|851	4
ref_mOTU_v31_01003	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium nucleatum subsp. nucleatum	2|32066|203490|203491|203492|848|851	1
ref_mOTU_v31_01004	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium hwasookii/nucleatum [Fusobacterium sp. OBRC1/Fusobacterium hwasookii/Fusobacterium sp. HMSC064B11/Fusobacterium nucleatum/Fusobacterium sp. CM22]	2|32066|203490|203491|203492|848|NA	4
ref_mOTU_v31_01006	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae [Prevotella sp. MSX73/Prevotella buccae]	2|976|200643|171549|171552|838|28126	1
ref_mOTU_v31_01068	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus parainfluenzae	2|1224|1236|135625|712|724|729	109
ref_mOTU_v31_01073	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga sp. oral taxon 326	2|976|117743|200644|49546|1016|712212	1
ref_mOTU_v31_01074	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga sputigena	2|976|117743|200644|49546|1016|1019	3
ref_mOTU_v31_01078	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Prevotella sp. oral taxon 473	2|976|200643|171549|171552|1283313|712469	11
ref_mOTU_v31_01079	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae gen. incertae sedis|s__Prevotellaceae bacterium Marseille-P2826	2|976|200643|171549|171552|NA|1852368	11
ref_mOTU_v31_01100	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus sputorum	2|1224|1236|135625|712|724|1078480	17
ref_mOTU_v31_01350	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus salivarius	2|1239|91061|186826|1300|1301|1304	10
ref_mOTU_v31_01494	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Morococcus|s__Morococcus cerebrosus [Morococcus cerebrosus/Neisseria sp. HMSC03D10/Neisseria sp. HMSC071C03/Neisseria sp. HMSC073B07/Neisseria sp. HMSC071B12]	2|1224|28216|206351|481|212742|1056807	1
ref_mOTU_v31_01495	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria sicca/macacae [Neisseria sp. HMSC06F02/Neisseria sp. HMSC70E02/Neisseria sp. HMSC077D05/Neisseria sp. HMSC074B07/Neisseria sp. HMSC055H02/Neisseria sp. HMSC067H09/Neisseria sp. HMSC065D04/Neisseria sicca/Neisseria macacae/Neisseria sp. GT4A_CT1]	2|1224|28216|206351|481|482|NA	1
ref_mOTU_v31_01500	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria sp. oral taxon 014	2|1224|28216|206351|481|482|641148	5
ref_mOTU_v31_01538	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria gonorrhoeae	2|1224|28216|206351|481|482|485	2
ref_mOTU_v31_01539	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria meningitidis [Neisseria sp. HMSC070F02/Neisseria meningitidis]	2|1224|28216|206351|481|482|487	11
ref_mOTU_v31_01582	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter showae	2|1224|29547|213849|72294|194|204	3
ref_mOTU_v31_01583	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter rectus	2|1224|29547|213849|72294|194|203	2
ref_mOTU_v31_01589	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella nigrescens	2|976|200643|171549|171552|838|28133	7
ref_mOTU_v31_01591	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sanguinis	2|1239|91061|186826|1300|1301|1305	18
ref_mOTU_v31_01716	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella pleuritidis	2|976|200643|171549|171552|838|407975	4
ref_mOTU_v31_01841	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. oral taxon 306	2|976|200643|171549|171552|838|712461	1
ref_mOTU_v31_01911	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria order [Actinomycetales/Micrococcales]|f__Actinobacteria fam. [Sanguibacteraceae/Actinomycetaceae/Promicromonosporaceae]|g__Actinobacteria gen. [Xylanimonas/Schaalia/Sanguibacter]|s__Actinobacteria sp. [Schaalia odontolytica/Actinomyces sp. HMSC035G02/Xylanimonas cellulosilytica/Sanguibacter keddieii/Actinomyces sp. ICM54]	2|201174|1760|NA|NA|NA|NA	2
ref_mOTU_v31_01912	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. ICM39	2|201174|1760|2037|2049|1654|1105029	2
ref_mOTU_v31_01914	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces sp. ICM47	2|201174|1760|2037|2049|1654|936548	22
ref_mOTU_v31_01938	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella parvula [Veillonella parvula/Veillonella sp. 6_1_27/Veillonella sp. 3_1_44]	2|1239|909932|1843489|31977|29465|29466	14
ref_mOTU_v31_01939	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella rogosae [Veillonella rogosae/Veillonella sp. oral taxon 158]	2|1239|909932|1843489|31977|29465|423477	106
ref_mOTU_v31_01940	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella dispar	2|1239|909932|1843489|31977|29465|39778	9
ref_mOTU_v31_01941	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella atypica [Veillonella sp. HPA0037/Veillonella atypica/Veillonella sp. ACP1/Veillonella sp. ICM51a]	2|1239|909932|1843489|31977|29465|39777	8
ref_mOTU_v31_01942	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella tobetsuensis	2|1239|909932|1843489|31977|29465|1110546	34
ref_mOTU_v31_02018	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces naeslundii	2|201174|1760|2037|2049|1654|1655	1
ref_mOTU_v31_02019	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces oris	2|201174|1760|2037|2049|1654|544580	10
ref_mOTU_v31_02041	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinobacteria order [Actinomycetales/Streptomycetales]|f__Actinobacteria fam. [Actinomycetaceae/Streptomycetaceae]|g__Actinobacteria gen. [Trueperella/Streptomyces]|s__Actinobacteria sp. [Actinomyces sp. ph3/Trueperella pyogenes/Streptomyces cattleya/Actinomyces sp. oral taxon 181]	2|201174|1760|NA|NA|NA|NA	1
ref_mOTU_v31_02297	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia massiliensis [Leptotrichia massiliensis/Leptotrichia sp. oral taxon 225]	2|32066|203490|203491|1129771|32067|1852388	1
ref_mOTU_v31_02298	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia hofstadii	2|32066|203490|203491|1129771|32067|157688	3
ref_mOTU_v31_02299	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia buccalis	2|32066|203490|203491|1129771|32067|40542	2
ref_mOTU_v31_02300	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia sp. oral taxon 879	2|32066|203490|203491|1129771|32067|1227267	3
ref_mOTU_v31_02301	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia trevisanii	2|32066|203490|203491|1129771|32067|109328	1
ref_mOTU_v31_02302	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia wadei	2|32066|203490|203491|1129771|32067|157687	1
ref_mOTU_v31_02392	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella intermedia	2|976|200643|171549|171552|838|28131	20
ref_mOTU_v31_02394	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella loescheii [Prevotella sp. oral taxon 472/Prevotella loescheii]	2|976|200643|171549|171552|838|840	1
ref_mOTU_v31_02395	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella conceptionensis [Prevotella sp. HMSC073D09/Prevotella conceptionensis/Prevotella sp. oral taxon 317]	2|976|200643|171549|171552|838|340486	12
ref_mOTU_v31_02397	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella micans	2|976|200643|171549|171552|838|189723	1
ref_mOTU_v31_02398	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella nanceiensis [Prevotella nanceiensis/Prevotella sp. oral taxon 299]	2|976|200643|171549|171552|838|425941	5
ref_mOTU_v31_02399	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris [Prevotella sp. HMSC077E09/Prevotella sp. HMSC069G02/Prevotella sp. HMSC077E08/Prevotella oris]	2|976|200643|171549|171552|838|28135	1
ref_mOTU_v31_02518	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema sp. OMZ 838	2|203691|203692|136|137|157|1539298	1
ref_mOTU_v31_02522	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces massiliensis	2|201174|1760|2037|2049|1654|461393	1
ref_mOTU_v31_02523	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas somerae [Porphyromonadaceae bacterium KA00676/Porphyromonas somerae/Porphyromonas sp. oral taxon 279/Porphyromonas sp. KLE 1280]	2|976|200643|171549|171551|836|322095	34
ref_mOTU_v31_02524	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia aeria/dentocariosa	2|201174|1760|85006|1268|32207|NA	10
ref_mOTU_v31_02534	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas sp. oral taxon 126	2|1239|909932|909929|1843491|970|712528	2
ref_mOTU_v31_02535	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas catoniae	2|976|200643|171549|171551|836|41976	2
ref_mOTU_v31_02793	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella fusca	2|976|200643|171549|171552|838|589436	9
ref_mOTU_v31_02795	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella melaninogenica [Prevotella sp. ICM33/Prevotella melaninogenica]	2|976|200643|171549|171552|838|28132	62
ref_mOTU_v31_02796	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella sp. F0091	2|976|200643|171549|171552|838|1227276	2
ref_mOTU_v31_03281	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus stomatis	2|1239|186801|186802|186804|1257|341694	3
ref_mOTU_v31_03518	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter concisus [Campylobacter concisus/Campylobacter sp. 10_1_50]	2|1224|29547|213849|72294|194|199	5
ref_mOTU_v31_03691	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister invisus [Dialister invisus CAG:218/Dialister invisus]	2|1239|909932|1843489|31977|39948|218538	2
ref_mOTU_v31_03966	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus cristatus	2|1239|91061|186826|1300|1301|45634	1
ref_mOTU_v31_03967	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus cristatus	2|1239|91061|186826|1300|1301|45634	2
ref_mOTU_v31_03970	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus gordonii	2|1239|91061|186826|1300|1301|1302	2
ref_mOTU_v31_04048	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter aphrophilus	2|1224|1236|135625|712|416916|732	3
ref_mOTU_v31_04049	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter segnis	2|1224|1236|135625|712|416916|739	3
ref_mOTU_v31_04050	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter sp. oral taxon 458	2|1224|1236|135625|712|416916|712148	1
