#Classification	SRR20002399_bracken_P.kreport
k__Bacteria	121819
k__Bacteria|p__Proteobacteria	114483
k__Bacteria|p__Actinobacteria	5103
k__Bacteria|p__Firmicutes	2107
k__Bacteria|p__Deinococcus-Thermus	42
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Bacteroidetes	59
k__Bacteria|p__Verrucomicrobia	12
k__Bacteria|p__Chlamydiae	9
k__Eukaryota	2868
k__Eukaryota|k__Metazoa	2117
k__Eukaryota|k__Metazoa|p__Chordata	2117
k__Eukaryota|k__Fungi	103
k__Eukaryota|k__Fungi|p__Basidiomycota	98
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|k__Viridiplantae	602
k__Eukaryota|k__Viridiplantae|p__Streptophyta	602
k__Eukaryota|p__Apicomplexa	44
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
