#Classification	SRR20002397_bracken_P.kreport
k__Bacteria	1438417
k__Bacteria|p__Proteobacteria	1363229
k__Bacteria|p__Actinobacteria	49749
k__Bacteria|p__Firmicutes	24884
k__Bacteria|p__Deinococcus-Thermus	25
k__Bacteria|p__Tenericutes	42
k__Bacteria|p__Bacteroidetes	329
k__Bacteria|p__Fusobacteria	118
k__Bacteria|p__Verrucomicrobia	18
k__Bacteria|p__Chlamydiae	5
k__Bacteria|p__Spirochaetes	14
k__Eukaryota	433
k__Eukaryota|k__Fungi	234
k__Eukaryota|k__Fungi|p__Basidiomycota	208
k__Eukaryota|k__Fungi|p__Ascomycota	25
k__Eukaryota|k__Metazoa	77
k__Eukaryota|k__Metazoa|p__Chordata	77
k__Eukaryota|k__Viridiplantae	121
k__Eukaryota|k__Viridiplantae|p__Streptophyta	121
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
