name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gilliamella apicola	133069	S	5414	1725	7139	0.07024
Gilliamella sp946481345	133105	S	3137	6078	9215	0.09067
Gilliamella apicola_N	133081	S	2473	1434	3907	0.03844
Gilliamella sp946482005	133106	S	1758	3484	5242	0.05158
Gilliamella apis	133085	S	1750	1199	2949	0.02902
Gilliamella apis_A	133086	S	1373	1589	2962	0.02914
Gilliamella apicola_R	133084	S	1371	1635	3006	0.02958
Gilliamella apicola_Q	133083	S	1022	667	1689	0.01662
Gilliamella sp946480175	133104	S	406	158	564	0.00555
Gilliamella sp002142215	133091	S	272	198	470	0.00462
Gilliamella bombicola	133088	S	79	36	115	0.00113
Gilliamella sp945271295	133099	S	48	1	49	0.00048
Gilliamella mensalis	133090	S	8	104	112	0.00110
Gilliamella sp009795885	133094	S	7	4	11	0.00011
Gilliamella sp009795805	133092	S	5	0	5	0.00005
Gilliamella bombi	133087	S	4	49	53	0.00052
Gilliamella apicola_G	133074	S	4	1	5	0.00005
Gilliamella apicola_M	133080	S	3	5	8	0.00008
Gilliamella apicola_P	133082	S	3	2	5	0.00005
Gilliamella apicola_J	133077	S	3	0	3	0.00003
Gilliamella sp009795845	133093	S	3	2	5	0.00005
Gilliamella apicola_L	133079	S	2	0	2	0.00002
Gilliamella apicola_C	133071	S	2	0	2	0.00002
Gilliamella intestini	133089	S	1	1	2	0.00002
Frischella perrara	133059	S	11174	793	11967	0.11775
CALYPF01 sp945271245	132863	S	10	1	11	0.00011
Pantoea agglomerans	133241	S	5	3	8	0.00008
Enterobacter cancerogenus	132957	S	3	5	8	0.00008
Serratia ureilytica	133460	S	1	5	6	0.00006
Providencia rettgeri	133376	S	2	0	2	0.00002
Providencia rettgeri_A	133377	S	2	1	3	0.00003
Serratia_A fonticola	133461	S	2	2	4	0.00004
Rahnella variigena	133415	S	2	0	2	0.00002
Citrobacter freundii	132888	S	2	1	3	0.00003
Schmidhempelia bombi	133448	S	2	0	2	0.00002
Orbus hercynius	133239	S	1	0	1	0.00001
Lelliottia nimipressuralis	133196	S	1	0	1	0.00001
Snodgrassella alvi	130431	S	2948	394	3342	0.03288
Snodgrassella sp946481965	130443	S	625	291	916	0.00901
Snodgrassella alvi_G	130436	S	578	266	844	0.00830
Snodgrassella communis	130437	S	2	0	2	0.00002
Snodgrassella alvi_B	130432	S	1	0	1	0.00001
Snodgrassella alvi_C	130433	S	1	0	1	0.00001
Limnobacter parvus	127534	S	162	8	170	0.00167
Comamonas acidovorans	126832	S	1	2	3	0.00003
Variovorax sp022701965	129493	S	1	0	1	0.00001
Duganella zoogloeoides	127028	S	1	0	1	0.00001
Vogesella mureinivorans	129842	S	90	19	109	0.00107
Azonexus fungiphilus	130661	S	1	2	3	0.00003
Entomomonas sp945283395	138084	S	24	0	24	0.00024
Entomomonas moraniae	138082	S	2	0	2	0.00002
Pseudomonas_E bharatica	138214	S	4	3	7	0.00007
Pseudomonas_E monteilii	138453	S	2	0	2	0.00002
Stutzerimonas stutzeri	139027	S	1	0	1	0.00001
Acinetobacter junii	137104	S	2	28	30	0.00030
Stenotrophomonas maltophilia	141133	S	1	3	4	0.00004
Bartonella_A apis	119303	S	74	21	95	0.00093
Bartonella_A sp946479275	119312	S	16	19	35	0.00034
Bartonella_A sp946481695	119314	S	14	44	58	0.00057
Bartonella_A sp945285915	119309	S	11	7	18	0.00018
Bartonella_A sp946478665	119311	S	11	6	17	0.00017
Bartonella_A apihabitans	119302	S	6	3	9	0.00009
Bartonella_A sp016100455	119305	S	5	2	7	0.00007
Bartonella_A sp946478235	119310	S	4	1	5	0.00005
Agrobacterium pusense	119063	S	2	0	2	0.00002
Mesorhizobium sp004017275	119587	S	2	0	2	0.00002
Commensalibacter melissae	113763	S	223	14	237	0.00233
Bombella pluederhausensis	113698	S	4	0	4	0.00004
Bombella saccharophila	113700	S	3	3	6	0.00006
Rhabdonatronobacter sediminivivens	122150	S	2	4	6	0.00006
Brevundimonas diminuta	114351	S	1	1	2	0.00002
Lactobacillus panisapium	55405	S	7970	3274	11244	0.11063
Lactobacillus apis	55371	S	3253	1496	4749	0.04673
Lactobacillus melliventris	55401	S	1608	1119	2727	0.02683
Lactobacillus helsingborgensis	55384	S	1606	1184	2790	0.02745
Lactobacillus apis_A	55372	S	1148	2238	3386	0.03332
Lactobacillus sp946482465	55445	S	687	1289	1976	0.01944
Lactobacillus sp946479925	55443	S	457	1041	1498	0.01474
Lactobacillus kullabergensis	55399	S	391	680	1071	0.01054
Lactobacillus sp945290125	55440	S	383	91	474	0.00466
Lactobacillus kimbladii	55396	S	378	750	1128	0.01110
Lactobacillus sp946477855	55442	S	224	441	665	0.00654
Lactobacillus huangpiensis	55387	S	191	197	388	0.00382
Lactobacillus kimbladii_B	55397	S	177	348	525	0.00517
Lactobacillus sp016100975	55419	S	157	172	329	0.00324
Lactobacillus laiwuensis	55400	S	134	134	268	0.00264
Lactobacillus sp946482425	55444	S	105	285	390	0.00384
Lactobacillus sp945281075	55439	S	82	9	91	0.00090
Lactobacillus bombicola	55373	S	9	1	10	0.00010
Lactobacillus sp003692965	55413	S	7	1	8	0.00008
Lactobacillus gasseri	55381	S	4	1	5	0.00005
Lactobacillus sp029433515	55430	S	3	1	4	0.00004
Lactobacillus sp029395455	55427	S	1	0	1	0.00001
Lactobacillus kefiranofaciens	55395	S	1	0	1	0.00001
Lactobacillus sp030530865	55432	S	1	0	1	0.00001
Bombilactobacillus mellis	55231	S	2687	1721	4408	0.04337
Bombilactobacillus mellis_A	55232	S	836	735	1571	0.01546
Bombilactobacillus mellifer	55230	S	749	97	846	0.00832
Bombilactobacillus bombi_A	55228	S	1	0	1	0.00001
Apilactobacillus kunkeei	55210	S	19	31	50	0.00049
Apilactobacillus kunkeei_F	55213	S	12	18	30	0.00030
Apilactobacillus waqarii	55221	S	11	15	26	0.00026
Apilactobacillus kunkeei_C	55211	S	2	3	5	0.00005
Apilactobacillus kunkeei_E	55212	S	1	0	1	0.00001
Limosilactobacillus timonensis	55646	S	5	1	6	0.00006
Limosilactobacillus antri	55587	S	3	1	4	0.00004
Limosilactobacillus fermentum	55598	S	3	2	5	0.00005
Limosilactobacillus sp946579075	55642	S	1	2	3	0.00003
Lentilactobacillus parafarraginis	55487	S	4	2	6	0.00006
Leuconostoc pseudomesenteroides	55512	S	2	0	2	0.00002
Paralactobacillus selangorensis	55683	S	1	0	1	0.00001
Streptococcus parauberis	56140	S	4	3	7	0.00007
Bifidobacterium indicum	42787	S	391	34	425	0.00418
Bifidobacterium choladohabitans	42770	S	257	597	854	0.00840
Bifidobacterium polysaccharolyticum	42812	S	229	195	424	0.00417
Bifidobacterium apousia	42747	S	115	194	309	0.00304
Bifidobacterium asteroides_H	42753	S	106	284	390	0.00384
Bifidobacterium asteroides_F	42751	S	52	64	116	0.00114
Bifidobacterium mellis	42799	S	50	152	202	0.00199
Bifidobacterium asteroides	42750	S	29	26	55	0.00054
Bifidobacterium asteroides_J	42755	S	18	32	50	0.00049
Bifidobacterium sp000499285	42832	S	16	23	39	0.00038
Bifidobacterium asteroides_I	42754	S	11	22	33	0.00032
Bifidobacterium mizhiense	42804	S	10	16	26	0.00026
Bifidobacterium asteroides_G	42752	S	8	2	10	0.00010
Bifidobacterium sp026537325	42849	S	3	8	11	0.00011
UBA1383 sp002305415	42673	S	6	2	8	0.00008
Protofrankia sp917627385	45450	S	8	1	9	0.00009
Protofrankia californiensis	45447	S	6	1	7	0.00007
Corynebacterium glyciniphilum	46056	S	11	2	13	0.00013
Mycobacterium sp001667075	46635	S	1	0	1	0.00001
Geodermatophilus sp019799925	45525	S	1	2	3	0.00003
Brooklawnia sp012517115	48406	S	23	4	27	0.00027
Streptomyces ruber	49385	S	2	0	2	0.00002
JADJBW01 sp016703525	41691	S	1	0	1	0.00001
Spiroplasma melliferum	74595	S	163	169	332	0.00327
Spiroplasma phoeniceum	74597	S	1	0	1	0.00001
Spiroplasma poulsonii	74599	S	1	0	1	0.00001
Spiroplasma_A apis	74603	S	17	0	17	0.00017
UBA1361 sp002306335	76379	S	2	0	2	0.00002
Apibacter sp945280365	89010	S	169	20	189	0.00186
Chryseobacterium sp900156935	89196	S	2	2	4	0.00004
Moheibacter sp028698395	89367	S	2	9	11	0.00011
UBA1402 sp002305085	81668	S	9	1	10	0.00010
UBA1413 sp002304925	80944	S	10	27	37	0.00036
LD21 sp012519515	82704	S	4	14	18	0.00018
SR-FBR-E99 sp009881065	82754	S	4	12	16	0.00016
DMER64 sp002305545	82496	S	6	0	6	0.00006
Prevotella caecicola	77346	S	2	0	2	0.00002
Bacteroides_I graminisolvens	77112	S	2	0	2	0.00002
Proteiniphilum sp012799155	78671	S	2	0	2	0.00002
Macellibacteroides fermentans	81423	S	2	25	27	0.00027
Paludibacter sp002070265	80420	S	1	2	3	0.00003
Pedobacter sp016429005	90112	S	1	1	2	0.00002
CAMLLW01 sp946481295	63976	S	10	0	10	0.00010
JAAYXU01 sp012515725	59483	S	2	0	2	0.00002
Acetobacterium sp030156895	59922	S	2	0	2	0.00002
Miniphocaeibacter sp012841535	71494	S	2	2	4	0.00004
JG1575 sp024579835	59797	S	1	2	3	0.00003
Mesotoga sp002305955	143345	S	10	0	10	0.00010
Mesotoga prima	143343	S	4	3	7	0.00007
MWEM01 sp012744415	143325	S	1	0	1	0.00001
JAAYZQ01 sp012514775	94546	S	4	0	4	0.00004
T78 sp028699715	93895	S	2	1	3	0.00003
T78 sp029556265	93896	S	1	1	2	0.00002
Syntrophosphaera sp012516855	96329	S	4	25	29	0.00029
Syntrophosphaera sp002379855	96328	S	2	0	2	0.00002
JAGOCT01 sp029553545	96428	S	2	5	7	0.00007
Aminiphilus circumscriptus	143090	S	2	0	2	0.00002
Aminiphilus sp002425685	143091	S	2	0	2	0.00002
58-81 sp012729145	143274	S	1	0	1	0.00001
UBA1062 sp001896555	100151	S	2	0	2	0.00002
UBA1062 sp002316295	100152	S	2	2	4	0.00004
Syntrophotalea acetylenica	100676	S	1	0	1	0.00001
Sphaerochaeta sp001604325	142219	S	2	37	39	0.00038
JAAYDK01 sp012523305	142133	S	1	0	1	0.00001
