#Classification	S-22-POLPIL-B_bracken_O.kreport
k__Bacteria	475272
k__Bacteria|p__Proteobacteria	278333
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	99665
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	96155
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	3406
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	103
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	95737
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	77986
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	9595
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	1437
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	4494
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	2167
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	55
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	81602
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	24088
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	56974
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	243
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	32
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	221
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales	30
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales	10
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1318
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1318
k__Bacteria|p__Proteobacteria|c__Oligoflexia	8
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	7
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	1
k__Bacteria|p__Cyanobacteria	104358
k__Bacteria|p__Cyanobacteria|o__Nostocales	100798
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	2943
k__Bacteria|p__Cyanobacteria|o__Chroococcales	18
k__Bacteria|p__Cyanobacteria|o__Synechococcales	14
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	571
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	6
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	3
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	3
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	2
k__Bacteria|p__Actinobacteria	67233
k__Bacteria|p__Actinobacteria|c__Actinomycetia	64491
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	51649
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2015
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	2343
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3338
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1140
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1910
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	80
