#Classification	SRR5091548_bracken_P.kreport
k__Bacteria	2395634
k__Bacteria|p__Bacteroidetes	1402941
k__Bacteria|p__Proteobacteria	658199
k__Bacteria|p__Firmicutes	327311
k__Bacteria|p__Actinobacteria	6967
k__Bacteria|p__Verrucomicrobia	144
k__Bacteria|p__Fusobacteria	61
k__Bacteria|p__Synergistetes	8
k__Eukaryota	18
k__Eukaryota|k__Fungi	11
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Viridiplantae	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta	7
k__Archaea	3
k__Archaea|p__Euryarchaeota	2
k__Archaea|p__Candidatus_Thermoplasmatota	1
k__Viruses	4909
k__Viruses|k__Heunggongvirae	4909
k__Viruses|k__Heunggongvirae|p__Uroviricota	4909
