#Classification	SRR20002485_bracken_P.kreport
k__Bacteria	310091
k__Bacteria|p__Proteobacteria	309312
k__Bacteria|p__Firmicutes	678
k__Bacteria|p__Actinobacteria	91
k__Bacteria|p__Deinococcus-Thermus	6
k__Bacteria|p__Bacteroidetes	3
k__Eukaryota	1186
k__Eukaryota|k__Metazoa	1167
k__Eukaryota|k__Metazoa|p__Chordata	1167
k__Eukaryota|k__Fungi	15
k__Eukaryota|k__Fungi|p__Basidiomycota	14
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Viridiplantae	4
k__Eukaryota|k__Viridiplantae|p__Streptophyta	4
