#Classification	GQ13_bracken_P.kreport
k__Bacteria	572289
k__Bacteria|p__Firmicutes	71461
k__Bacteria|p__Actinobacteria	77352
k__Bacteria|p__Proteobacteria	378006
k__Bacteria|p__Bacteroidetes	43330
k__Bacteria|p__Fusobacteria	1759
k__Bacteria|p__Candidatus_Saccharibacteria	251
k__Bacteria|p__Spirochaetes	123
k__Bacteria|p__Synergistetes	4
k__Eukaryota	1718
k__Eukaryota|k__Metazoa	1716
k__Eukaryota|k__Metazoa|p__Chordata	1716
k__Eukaryota|k__Viridiplantae	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2
