feature	X1XD42.69	AF33.28	Acetatifactor	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alangreenwoodia	Alistipes	Amedibacillus	Anaerobutyricum	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotardibacter	Anaerotignum	Anaerotruncus	Angelakisella	Avimicrobium	Avimonas	Bacteroides	Bariatricus	Barnesiella	Bianquea	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Bulleidia	Butyribacter	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.103	CAG.170	CAG.177	CAG.194	CAG.217	CAG.238	CAG.245	CAG.269	CAG.273	CAG.274	CAG.302	CAG.317	CAG.41	CAG.417	CAG.95	CAJFUH01	CAJFUR01	CAKTFW01	CAKTXU01	COE1	Campylobacter	Catenibacillus	Catenibacterium	Choladocola	Choladousia	Christensenella	Clostridium	Clostridium.AP	Clostridium.AQ	Collinsella	Coprobacillus	Coprococcus	Copromonas	Desulfovibrio	Dialister	Dielma	Diplocloster	Dorea	Dysosmobacter	ER4	Egerieenecus	Egerieimonas	Egerieisoma	Eggerthella	Eisenbergiella	Emergencia	Enterenecus	Enterocloster	Escherichia	Eubacterium	Evtepia	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalimonas	Faecalitalea	Faecivicinus	Faecousia	Fenollaria	Fimadaptatus	Fimenecus	Fimisoma	Flavonifractor	Flemingibacterium	Fournierella	Frisingicoccus	Fusicatenibacter	Geddesella	Gemella	Gemmiger	Gordonibacter	Guopingia	HGM11616	HGM13006	HGM13222	Haemophilus	Heritagella	Holdemanella	Holdemania	Hominisplanchenecus	Hungatella	Hydrogeniiclostridium	Instestinimonas	Intestinibacter	Intestinimonas	JAGTTR01	JAGZHZ01	JAGZMM01	JAHZGC01	JAHZIE01	JANFXS01	KLE1615	Klebsiella	Lachnoclostridium	Lachnospira	Lactobacillus	Lactococcus	Lactonifactor	Lawsonibacter	Lentihominibacter	Ligaoa	Ligilactobacillus	Limiplasma	Limivivens	Limosilactobacillus	Longibaculum	Longicatena	Luoshenia	Marvinbryantia	Massiliimalia	Massilimicrobiota	Massilioclostridium	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Merdimonas	Merdisoma	Merdivicinus	Mesorhizobium	Metalachnospira	Monoglobus	Muricomes	NSJ.51	Nanosynbacter	Negativibacillus	Neoanaerotignum	Neobittarella	Odoribacter	Oliverpabstia	Onthomonas	Oxalobacter	Parabacteroides	Paralachnospira	Paraprevotella	Pararuminococcus	Parasutterella	Paratractidigestivibacter	Pauljensenia	PeH17	Peptoniphilus	Phascolarctobacterium	Phil1	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudobutyricicoccus	Pseudoflavonifractor	Pseudolachnospira	Pseudomonas	Pseudoruminococcus	Pseudoscilispira	Pullichristensenella	QALW01	QAMM01	QANA01	QAND01	RUG115	RUG472	Ralstonia	Raoultibacter	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	SFEL01	Sarcina	Scatomonas	Scatomorpha	Scatosoma	Schaedlerella	Sellimonas	Senegalimassilia	Slackia	Staphylococcus	Streptococcus	Sutterella	Terrisporobacter	Thomasclavelia	Turicibacter	UBA11524	UBA11774	UBA1417	UBA3402	UBA3818	UBA4285	UBA644	UBA737	UBA738	UMGS1071	UMGS1264	UMGS1312	UMGS1590	UMGS1623	UMGS1696	UMGS1766	UMGS1783	UMGS1975	UMGS856	UMGS911	Veillonella	Ventricola	Ventrimonas	Ventrisoma	Vescimonas	Wujia	Yeguia	Zhenpiania
NS4	0	0	5665	0	0	0	0	142798	2435	0	0	5142	0	1827	0	0	0	35732	0	521	0	0	78	0	126658	0	0	0	38822	130	0	26764	0	0	3574	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	2971	0	0	0	0	0	0	0	0	0	0	4564	0	0	82	157	250	3106	0	1480	12774	0	2602	0	0	3337	3831	0	0	0	0	188	951	0	0	4243	8499	2119	0	0	763	149108	0	0	0	0	0	0	0	0	962	0	0	0	8711	0	0	15043	0	0	0	0	0	1934	0	0	203	613	0	0	0	402	0	0	0	0	0	0	0	3394	0	0	150234	0	0	0	2791	0	0	0	0	0	0	66	62	0	0	0	0	0	0	3721	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	1617	1927	0	0	5013	0	0	0	0	0	0	0	0	0	0	174698	0	0	207	0	0	0	0	0	43	0	0	0	0	0	703	757	0	0	0	7297	0	0	13640	0	0	0	0	0	0	91	163	0	0	0	2273	18057	0	178	90	0	0	0	164	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	502	0	2244	0	187	0	0	0
NS40	0	0	4864	0	0	0	38	58526	3076	0	697	30306	0	14109	0	0	2185	11075	0	0	409	0	69	0	14945	9389	4867	0	49499	0	198	53867	0	0	79	108	0	0	0	5426	143250	0	0	41	0	0	0	0	0	0	10979	0	89	386	0	0	203	0	0	0	0	137	2241	121	11651	827	623	10682	0	6900	658	0	35	290	422	28818	3683	17044	0	0	0	0	16072	0	0	3020	468	33603	1562	0	857	101074	181	0	86	1144	212	0	0	0	3967	395	0	0	12830	0	0	80255	471	156	0	35	0	0	0	4190	357	4904	393	291	0	303	0	88	0	0	71	418	0	1447	48	145	3120	0	0	0	1230	2902	0	8601	0	3150	0	0	0	0	0	0	0	824	0	5091	2795	6315	0	0	220	0	0	0	18562	485	0	0	0	0	0	556	6269	456	0	10961	43	1419	0	0	4101	0	0	36	998	0	26009	68	108	18054	0	228	0	0	0	688	0	0	0	0	0	106	3849	0	0	262	19942	0	298	20826	5674	0	0	43	0	0	111	0	0	1329	0	378	473	0	267	0	0	1965	33471	220	0	2025	0	0	1725	0	0	0	3293	0	0	0	0	514	0	0	0	1134	29	0	12547	0	141	70
NS41	34	150	1994	0	0	58	0	84712	1438	1933	146	33823	0	570	0	0	31	1028	0	1405	0	0	17	0	87743	2435	9169	487	4096	53	43	3119	0	360	111	46	438	0	14675	2857	10615	855	21889	599	0	0	0	0	0	0	1471	0	77	248	0	0	60	0	30	0	11455	1140	61	0	6145	0	344	1109	0	31933	1598	0	53	0	64	5167	4741	12528	35	0	0	0	9885	0	292	4026	0	5030	249	0	0	117772	0	0	0	4670	41	0	0	0	531	233	0	0	2078	0	0	7943	32	110	59	0	0	0	0	1779	151	755	58	29	0	59	385	377	0	0	0	191	0	428	0	0	5202	0	0	0	395	164	55	1564	529	107	0	0	0	0	0	0	0	0	0	2045	2105	1014	0	0	346	0	0	165	796	30	0	0	110	43	0	2114	1649	121	0	25275	31	2989	0	32	176	0	210	0	1399	0	41856	0	0	327566	0	49	0	0	0	452	0	0	0	109	0	364	1779	0	0	210	31299	0	313	3475	1134	0	0	0	0	29	0	0	182	78	0	271	2802	0	0	0	59	52	5750	405	561	590	0	135	0	0	0	0	177	0	0	0	0	252	309	614	0	533	488	0	14146	1317	116	0
NS46	0	0	5198	0	34	237	6328	75908	529	1730	1166	7952	0	6345	0	0	1318	19764	1504	435	582	927	0	1200	67921	7090	0	3010	29566	730	321	69948	0	0	252	0	1001	539	7597	3653	51884	0	0	1257	7374	18270	0	87	0	36	113	0	3590	158	1342	0	48	0	35	176	0	291	1213	765	1598	36	617	0	5645	48162	1522	0	5277	74	0	22444	3182	4969	0	0	1556	2100	481	0	0	437	1597	61919	4382	0	1973	35024	0	0	81	5321	224	1075	17108	0	1629	0	0	0	14944	0	0	122103	622	364	325	56	37	0	0	0	330	1642	383	193	0	445	0	345	0	45	0	0	0	263	0	749	1758	217	0	0	726	512	204	0	181	3206	0	39	324	458	66	211	0	0	0	26837	0	0	58	0	159	334	0	87	1397	177	0	0	112	0	0	1451	12976	187	212	3531	243	0	98	127	0	0	0	94	0	0	37878	0	358	3830	309	47	0	0	48	80	58	108	0	0	57	399	4418	0	0	3607	2280	0	1471	48878	23085	0	0	222	611	0	0	0	0	0	776	0	0	512	1184	3033	4935	3197	2577	0	52	0	0	591	0	2524	107	803	0	630	0	0	0	592	124	288	0	899	0	175	14992	0	190	41
NS51	0	0	1979	0	0	0	0	69631	3941	0	0	141	0	31482	58	88	0	41688	89	39	0	0	0	0	5643	0	222	0	88910	0	61	163031	150	0	0	46	0	0	701	0	62	0	156	0	0	0	0	0	0	1037	10510	0	0	50	48	44	0	0	0	0	0	751	1785	0	7794	53	1056	18152	0	5064	969	30	173	0	0	7675	135	0	0	124	0	40	8963	0	39	6861	5691	10687	1498	313	0	93418	102	0	0	0	629	0	8051	0	599	0	0	0	66037	0	0	76048	0	0	0	0	0	0	0	0	494	0	1217	0	0	3836	0	0	0	0	0	0	0	5770	0	0	1070	1251	0	0	369	490	0	0	0	630	80	0	0	0	0	0	0	0	0	33704	0	0	0	0	1120	0	1203	137	681	0	0	0	0	0	27	0	21563	796	0	902	58	116	0	0	0	33	0	1199	266	0	15260	0	1659	304	0	0	0	864	0	231	0	0	0	0	0	599	1645	1368	0	14938	35239	0	68	52195	158	0	18786	116	0	0	1017	271	0	2615	0	5738	91	1225	1833	141	0	0	8293	664	0	0	0	0	0	515	0	0	2914	0	0	0	0	0	0	0	160	1672	1077	0	348	0	0	0
NS55	505	0	6661	0	0	0	406	283354	2785	171	101	425	66	15533	0	0	0	16021	0	120	0	0	0	0	20631	3176	0	0	11501	0	0	134673	0	0	85	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7754	0	0	370	0	43	0	0	0	99	0	115	958	54	5743	181	109	4442	0	2962	1727	0	460	60	0	15507	47	1022	0	0	0	1510	10304	0	0	3242	923	22130	1300	0	53564	68901	88	0	0	0	0	0	0	0	395	0	68	0	35328	0	0	40092	353	0	0	0	0	0	0	0	969	7637	197	31	0	874	0	978	0	0	0	0	0	2777	0	0	13435	0	104	0	0	166	0	0	0	8794	0	72	0	0	0	0	0	0	0	23456	0	0	0	0	0	0	0	0	429	0	0	0	0	0	128	1141	15525	0	0	83	0	0	0	0	0	0	0	0	0	0	22727	0	0	0	0	0	0	0	0	107	0	0	0	0	0	2457	1048	0	0	5453	69882	0	0	37476	708	0	0	0	0	0	126	57	0	0	0	1478	0	168	2259	81	551	0	7144	463	0	0	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0	400	0	104	0	0	0
NS58	1455	0	242	0	235	0	0	136929	657	0	0	1479	0	12148	0	0	0	76307	0	0	0	0	0	0	338	15655	0	0	23755	0	0	341704	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	0	279	2822	0	1960	64	185	8228	0	288	0	0	0	0	0	27929	0	0	0	0	0	60	1646	0	0	204	0	1832	0	0	24661	10339	56	0	0	0	0	0	0	0	102	0	0	0	104798	0	164	25259	0	0	0	0	0	98	0	0	509	0	0	0	0	557	0	0	0	0	0	0	0	34596	0	1266	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13075	0	0	0	0	44	0	61	0	0	0	0	29	0	0	0	0	0	328	0	91	0	0	0	0	0	628	0	0	47	0	472	0	0	3618	0	0	0	0	0	0	0	0	0	0	0	0	760	980	0	13268	79005	0	0	972	353	0	0	0	0	0	937	0	0	1011	0	8810	0	82	1272	8249	0	0	10704	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	92	1708	97	0	0	0	0	0
NS6	0	0	10880	0	0	0	0	66436	2430	31	0	50731	0	17929	165	0	0	41244	0	54	78	0	42	0	184238	12161	0	296	0	51	159	85161	0	0	180	0	0	0	2157	217	0	0	0	0	0	0	0	0	0	916	4169	0	0	0	0	0	0	283	0	148	0	466	0	0	1348	74	1414	3390	286	1228	1209	0	872	246	0	24378	1893	3521	0	0	0	1837	2005	0	0	2785	179	36719	0	329	7858	66734	0	0	0	2387	2060	0	0	0	1117	0	0	0	31311	0	0	4561	0	0	0	0	0	0	0	0	170	0	17858	51	0	324	0	0	0	0	0	0	0	3940	0	0	10320	0	0	0	47	261	0	0	0	2843	0	0	0	0	0	0	0	0	0	13512	0	0	0	0	133	0	0	0	0	0	0	0	0	0	282	6811	12124	0	0	24847	0	0	0	206	0	0	0	738	0	0	174282	0	2489	1671	0	93	0	36	186	136	0	0	0	0	0	0	2166	0	0	1359	26353	0	0	7246	1189	0	0	120	0	0	249	0	0	0	0	570	0	0	432	0	0	0	13710	339	0	0	0	0	0	1116	0	0	0	0	0	0	0	0	0	0	17	0	559	0	756	0	0	0
NS62	0	92	6734	0	0	2183	4380	138050	463	8321	177	9475	0	24657	0	119	485	79123	0	0	170	0	62	0	9501	17824	0	407	21821	0	134	248359	0	0	1309	0	0	162	1192	261	0	0	16715	0	0	2923	0	0	0	0	1595	0	0	0	108	0	43	0	0	194	0	182	0	426	6036	911	560	0	0	34642	719	0	0	0	116	16326	136	135	0	45	0	425	5457	451	0	1023	0	3603	2895	0	7217	26628	0	0	0	658	0	0	0	640	202	0	0	367	55217	0	0	38330	796	0	0	0	0	0	0	0	854	0	520	154	0	3350	0	0	0	0	0	0	0	6423	0	0	7952	0	219	308	51	1620	0	0	0	3980	0	0	1667	0	0	57	0	0	149	8305	0	0	0	0	86	0	0	169	989	222	0	0	149	0	0	166	19162	704	0	1757	0	0	43	50	0	78	0	0	527	0	2804	0	0	0	0	0	43	0	0	0	84	0	53	147	0	0	1379	0	0	2250	6086	0	23678	95110	1590	0	1477	82	0	58	143	0	0	0	0	1905	0	65	1448	67	0	1402	2754	0	157	0	0	0	0	1551	70	0	0	161	0	0	0	225	69	0	0	1041	52	63	1492	0	0	337
NS67	391	0	7910	0	70	384	1200	17290	3345	3458	328	0	0	10174	0	35	7549	299	0	5690	495	0	0	0	40562	71	0	2035	68463	447	0	38826	0	0	0	0	0	0	27592	46767	66487	0	29528	138	0	0	0	0	0	0	603	0	1773	71	1126	24	154	0	0	0	0	1261	256	1046	13101	435	870	8880	0	11223	273	0	115678	0	0	30665	1435	788	0	0	1171	396	4201	0	0	14270	2333	240	4796	41	0	25882	1972	0	607	0	39	249	0	3525	2003	165	3460	0	2508	0	0	48514	0	0	53	0	0	0	967	0	0	0	1624	0	0	1404	0	1139	0	561	50	0	63	6683	0	203	5324	0	0	0	135	4836	408	8333	0	0	0	0	955	0	0	0	290	81	0	81075	0	0	192	0	0	0	42	0	0	1005	0	26	1105	0	0	0	0	894	0	1056	0	0	474	0	0	285	0	596	0	0	3713	495	23	11894	1579	0	270	6782	0	0	387	576	619	2117	172	1549	5165	334	0	2198	3709	0	17810	77045	16295	0	197	268	0	0	0	664	0	1219	0	905	0	74	1270	571	0	2949	32623	0	0	0	0	0	0	1075	0	0	0	113	0	0	315	967	199	0	34	3751	0	0	436	0	0	0
NS7	0	0	1587	0	59	0	0	34491	1458	0	0	12868	0	16850	0	0	172	7718	0	0	0	0	98	0	5924	7281	0	388	106027	547	0	123481	0	33	0	0	0	0	1886	2507	0	0	0	74	0	0	0	0	0	548	1916	0	97	0	62	0	0	0	0	0	0	2238	1857	0	7152	0	171	25334	0	1689	4683	0	4192	0	0	37221	1067	6968	211	0	0	1492	6259	0	0	5263	302	984	363	0	1225	166853	0	0	0	781	0	0	9871	0	138	0	0	0	14791	0	74	24933	61	0	0	64	0	265	95	0	65	146	0	0	0	19977	0	366	39	0	0	0	0	2555	0	864	19745	38	0	0	121	144	0	44610	0	1468	0	0	0	0	0	0	0	0	0	8126	1977	8171	125	0	675	0	0	0	0	0	0	45	0	92	0	589	5391	91	0	1210	0	0	0	43	0	578	113	0	291	0	8138	0	0	93219	27	0	0	0	0	0	0	0	0	0	0	3056	1917	0	0	73420	19600	31	51	6145	65	0	0	33	0	0	168	0	0	0	0	5480	1341	2946	0	4328	0	0	5155	1204	95	0	0	0	0	651	0	0	0	0	0	0	0	0	74	0	1456	1600	745	0	2169	1080	0	49
NS70	0	0	5163	101	0	0	1151	228489	4345	0	60	189	0	18389	0	0	0	42092	0	0	0	0	0	0	6458	7720	0	138	39161	0	0	185569	110	0	0	0	0	0	1184	0	0	0	0	0	0	0	0	0	0	0	3437	0	0	0	0	25	0	0	0	64	0	1422	0	0	9079	0	77	18308	0	4473	457	49	0	0	0	14717	657	751	0	0	0	520	3690	0	0	3962	0	2293	606	0	15723	100809	223	0	0	30	0	0	39044	0	295	0	0	0	30047	0	0	11232	205	0	0	0	0	0	0	0	283	0	0	69	0	375	0	356	0	0	136	87	0	658	0	833	13935	0	288	0	34	559	0	0	0	10626	58	0	0	0	0	50	92	0	0	1626	0	0	0	0	265	0	999	0	0	0	0	0	0	0	0	0	12921	0	0	1417	23	1558	0	0	0	47	0	0	396	0	14620	0	0	96209	0	0	0	0	0	37	0	0	0	0	0	0	523	1258	0	3758	11677	40	0	11673	456	0	0	330	0	0	280	0	0	0	0	13264	147	36	120	1198	0	0	1710	677	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	77	319	240	0	459	0	0	421
NS71	0	132	964	0	88	4724	1869	1186	0	38821	0	2966	0	18693	0	303	662	100076	3587	0	265	312	186	316	39905	1088	0	771	83220	54	155	102748	0	0	83	0	0	0	631	2889	61	0	0	0	0	364	0	0	0	0	0	0	0	0	890	0	0	0	0	295	12864	0	1179	611	27583	105	5155	15622	7932	2850	0	0	34	377	0	16811	684	938	2036	0	316	718	4426	67	0	12418	0	1214	3981	0	817	4779	61407	4468	2016	3900	0	0	19984	726	1249	0	0	146	10357	75	0	8885	111	155	110	0	0	0	56	0	273	0	464	147	0	8290	0	468	0	199	0	0	0	866	0	468	255	0	176	0	2706	4628	0	0	18708	412	0	0	1310	129	0	117	161	79	11906	17767	0	0	1306	2257	1662	0	0	0	1894	850	373	0	3563	0	0	138	143	371	484	1760	66	0	351	35	0	165	8395	0	4724	0	15025	0	0	85	523	375	0	0	0	0	4338	0	168	76	139	0	2411	0	127	33961	157	0	412	54145	19214	2944	0	1167	6822	0	0	210	0	0	0	4981	0	522	166	3922	0	1087	18583	0	1238	0	0	0	0	1374	227	92	0	0	0	0	106	574	59	0	0	177	0	329	74901	2058	73	682
NS72	0	0	0	0	684	0	178	31790	266	1376	0	136	0	51182	0	0	0	7942	249	0	0	0	0	0	323	7054	0	0	149350	0	0	260435	0	135	0	0	0	0	122	0	51250	38	0	0	117	0	466	385	419	0	7549	6373	0	0	49	0	0	0	0	0	804	0	63	0	782	351	0	29367	0	1890	121	0	1415	0	0	21968	0	0	0	92	0	89	513	0	0	113	0	1830	37	0	18196	4267	0	0	0	0	0	0	0	0	0	0	0	0	39702	0	141	51843	611	0	0	0	0	0	0	12033	0	622	0	0	0	691	0	123	0	0	0	0	0	2646	0	0	2060	175	70	0	0	724	0	68515	0	2811	48	0	85	0	0	0	27	0	0	6432	7356	2698	0	0	0	0	54	0	40	0	0	133	0	0	0	0	9978	0	0	2240	0	0	0	0	0	1465	0	0	0	0	9511	0	0	5065	0	0	0	0	0	0	0	0	0	0	0	14178	583	66	112	1405	2499	0	0	8084	493	0	46457	171	0	0	89	0	0	2320	78	14273	0	155	65	159	0	706	22258	0	0	29	0	0	0	58	0	0	33	0	0	0	0	0	0	0	0	0	0	0	250	0	0	182
NS77	0	0	2238	5615	0	0	253	33592	3087	0	0	16267	273	4457	0	0	0	9057	89	17835	110	0	95	0	34711	3288	1964	608	5025	875	104	21272	0	0	0	0	266	0	6113	0	0	0	0	2238	0	0	0	0	0	0	0	0	0	506	0	278	0	0	0	0	0	4096	49	168	19967	0	341	6234	0	1630	6194	0	0	282	0	9559	10258	31457	0	0	0	57	12436	0	0	44796	31098	19872	632	0	3670	128970	101	0	0	2349	0	0	0	0	2332	0	0	0	11505	0	0	14570	39	0	0	0	0	0	0	0	1396	3863	154	0	78	389	0	345	79	0	0	0	168	1539	1232	264	15379	0	0	0	1641	638	0	0	0	228	0	0	0	0	0	0	0	0	0	37279	0	0	0	0	523	0	0	0	0	223	0	0	0	0	0	2286	1620	265	0	20907	0	0	0	0	0	0	0	0	13054	0	137136	155	0	156386	0	382	0	0	0	466	0	0	0	0	0	55	2659	0	0	1077	34367	45	214	3761	3677	0	0	48	0	0	180	0	0	0	0	2116	3355	0	0	0	0	568	9857	190	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	0	105	2122	3524	0	9179	0	0	0
NS78	190	0	1330	0	0	0	50	73597	3281	0	0	2052	0	54073	0	0	238	29241	145	0	0	112	55	62	1521	962	0	435	58325	0	0	125902	64	6214	508	0	0	0	2314	142	9398	1726	0	0	4663	0	22633	0	23589	973	4925	0	0	92	0	0	0	0	0	521	43934	153	4036	0	4942	0	512	16493	0	47041	269	0	7836	0	0	25334	260	738	310	0	0	0	4159	0	41	981	0	23574	1339	0	3334	26702	0	297	0	2072	0	1560	0	0	79	0	0	0	45761	0	0	21733	0	0	0	0	0	0	0	55848	72	8161	0	96	0	5782	0	213	0	0	0	0	0	18314	0	451	16016	0	0	0	0	981	0	915	0	10074	0	0	0	0	424	0	0	0	0	19290	0	0	0	0	75	0	486	0	0	0	0	0	0	0	0	59	6271	725	0	589	69	0	0	0	1670	0	56	0	0	57	760	0	0	8047	0	0	0	0	0	0	0	0	0	0	0	5376	1029	548	0	11519	8731	0	549	29761	1532	140	181	70	0	0	0	0	870	648	0	22224	0	2709	0	795	608	1613	31731	0	107	1263	173	0	1224	0	0	0	2059	0	0	0	0	226	0	309	0	1453	253	0	2172	0	62	0
NS79	1363	0	3390	0	0	0	0	16828	2457	0	134	32957	0	28961	0	0	0	46555	0	1717	0	0	46	0	37748	7469	0	294	96342	189	0	193871	103	0	509	0	0	0	0	0	0	0	0	0	0	0	0	7968	0	0	3537	0	0	0	0	0	0	0	0	0	218	3206	1103	0	9122	0	385	12478	0	8598	5593	0	0	0	0	18465	1008	2380	0	0	0	943	7472	0	0	7189	0	5115	646	0	14357	111290	0	0	0	0	0	0	13720	0	701	0	0	0	53570	0	0	39183	600	0	0	0	0	0	0	0	0	387	292	120	0	803	0	0	0	0	0	0	0	23696	0	2377	9603	0	0	0	0	362	0	0	0	2932	0	0	0	0	0	0	0	0	0	20562	0	0	0	0	780	0	934	0	0	0	0	0	0	47	0	340	14486	235	0	718	0	0	0	1302	0	0	0	0	3419	0	13025	68	0	0	0	0	0	0	0	191	0	0	0	0	0	32552	1261	1062	76	250	4454	0	0	56459	332	0	0	0	0	0	90	0	0	0	0	751	0	0	0	0	0	0	10544	766	0	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	0	1961	1301	0	630	0	0	37
NS81	0	0	423	0	0	181	0	164252	1664	260	0	255	0	54304	0	0	219	60943	0	0	0	0	0	0	3559	51	0	99	28397	0	0	144957	233	0	866	0	0	0	1886	0	0	0	0	0	0	0	0	554	0	0	3131	0	0	0	359	0	0	0	0	167	0	163	2213	0	6741	84	535	0	84	6398	0	0	3484	0	0	32042	0	180	0	0	0	2561	7162	0	0	332	78	7762	0	0	11926	19343	0	0	0	0	0	0	0	0	380	0	0	0	44405	0	0	127447	643	0	0	32	0	0	0	732	343	14659	0	0	0	19734	0	1223	0	0	0	0	0	18796	0	0	389	0	2533	57	0	774	0	0	0	9880	60	0	4718	0	0	0	427	0	295	21520	0	542	214	232	53	0	1682	0	2433	184	0	0	0	0	0	0	6705	1183	0	247	0	0	0	0	0	94	0	0	0	0	19407	0	0	0	134	0	119	0	0	0	0	0	0	0	0	0	901	2415	0	18625	16110	0	0	82256	2746	0	0	78	0	0	0	211	0	0	0	2468	0	5422	1886	1120	0	2742	0	0	0	0	0	0	0	842	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	426
NS83	860	0	4858	1456	53	628	1594	34340	1150	3587	0	3574	0	18978	0	0	77	11503	1577	684	278	0	80	67	6954	8447	342	628	24611	324	50	167306	0	0	1804	0	0	0	11516	3212	43284	0	0	538	0	0	0	0	0	1389	7710	0	60	238	264	0	47	87	0	36	0	1601	2485	328	3984	58	1058	33136	0	7485	2423	0	0	0	76	34235	7230	10436	278	0	0	105	4352	0	0	4388	0	11702	3209	0	11303	107675	0	0	93	3077	0	0	0	68	528	0	0	0	46644	46	61	23404	948	63	144	322	0	43	248	50521	394	4622	131	0	32	5456	0	310	0	0	241	0	0	5523	1067	1219	6638	0	93	0	168	1335	47	5519	1372	2693	0	0	0	0	0	78	86	0	0	8106	0	0	0	0	157	0	145	328	0	96	0	0	3262	59	0	342	10582	362	0	2352	0	0	0	194	0	193	0	0	3670	0	12880	140	0	16041	0	206	85	0	0	387	0	0	0	210	52	911	3023	199	0	12142	31204	0	0	56554	1636	2104	215	73	0	0	784	0	0	728	0	14064	234	2602	859	1241	0	3350	8664	925	588	0	148	1154	0	420	0	163	0	0	0	0	0	0	178	0	0	2947	174	0	12509	14961	112	346
NS86	97	0	982	0	0	0	77	70252	6758	0	105	2118	0	7908	0	0	171	182570	0	126	0	0	93	0	1287	8196	0	512	31909	0	146	68288	0	0	743	0	0	0	10500	2307	10285	280	8009	0	1750	0	0	0	0	0	1346	298	0	0	0	0	0	47	0	104	0	209	819	0	7025	0	1199	4756	0	53675	872	0	4479	0	0	14660	1791	1221	0	0	0	0	13165	0	0	7988	126	8137	3688	0	4741	182694	0	469	0	1682	0	0	0	0	211	326	0	0	23788	0	53	23680	98	0	0	0	0	226	0	0	961	4259	0	174	61	904	0	311	0	0	0	0	0	28074	49	616	2241	0	129	0	131	118	0	4908	0	5400	0	0	0	0	57	0	0	0	0	14204	0	3319	0	0	484	0	59	0	0	0	0	0	0	0	0	0	4212	0	0	311	46	485	21	0	912	85	0	0	0	0	1257	0	0	8722	0	0	44	0	175	114	0	0	0	0	0	450	2853	632	0	7116	34890	46	81	62278	1443	0	0	0	0	0	0	0	117	85	218	10125	106	94	90	0	944	0	19354	350	1289	0	0	0	0	391	0	0	0	0	0	0	0	0	61	0	0	1187	925	0	1666	0	0	37
NS9	0	0	5323	0	0	1673	493	31536	2976	28	0	59387	0	19798	0	86	335	21468	0	6080	403	0	0	0	100332	11285	0	9287	1020	2706	516	110814	0	0	254	0	0	0	3544	0	0	0	0	0	0	0	0	0	0	0	1232	0	298	94	144	0	0	0	0	512	0	495	224	0	4801	0	1088	4678	1008	3198	10110	0	0	101	0	15480	3603	3531	0	0	0	339	7124	92	401	5595	575	2487	1749	0	2288	69360	495	0	38	471	0	0	76412	1372	1024	0	0	76	98935	433	0	44074	120	116	0	0	0	0	0	0	880	540	1124	2004	137	934	139	336	0	0	104	0	0	2365	0	110	1082	0	679	43	695	359	0	0	153	1175	0	0	0	0	0	0	0	0	91	17122	0	0	0	0	51	0	0	618	0	604	796	0	50	30	0	9098	5498	519	158	23837	63	0	59	0	0	0	0	0	4191	0	39878	243	0	52082	0	55	59	0	0	0	197	55	103	258	58	923	3185	0	0	1987	3749	0	0	37468	1804	0	0	69	0	64	209	128	0	0	0	2558	0	0	587	0	0	893	6675	0	572	0	0	0	0	717	55	0	0	0	0	0	182	204	369	0	0	912	297	0	22371	0	0	379
