feature	X1XD42.69	AF33.28	Acetatifactor	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alangreenwoodia	Alistipes	Amedibacillus	Anaerobutyricum	Anaerococcus	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotardibacter	Anaerotignum	Anaerotruncus	Angelakisella	Avimicrobium	Avimonas	Bacteroides	Bariatricus	Barnesiella	Bianquea	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Bulleidia	Butyribacter	Butyricicoccus	Butyricimonas	Butyrivibrio	CAG.103	CAG.170	CAG.177	CAG.194	CAG.217	CAG.238	CAG.245	CAG.269	CAG.273	CAG.274	CAG.302	CAG.317	CAG.41	CAG.417	CAG.95	CAJFUH01	CAJFUR01	CAKTFW01	CAKTXU01	COE1	Campylobacter	Catenibacillus	Catenibacterium	Choladocola	Choladousia	Christensenella	Clostridium	Clostridium.AP	Clostridium.AQ	Collinsella	Coprobacillus	Coprococcus	Copromonas	Desulfovibrio	Dialister	Dielma	Diplocloster	Dorea	Dysosmobacter	ER4	Egerieenecus	Egerieimonas	Egerieisoma	Eggerthella	Eisenbergiella	Emergencia	Enterenecus	Enterocloster	Escherichia	Eubacterium	Evtepia	Ezakiella	Faecalibacillus	Faecalibacterium	Faecalimonas	Faecalitalea	Faecivicinus	Faecousia	Fenollaria	Fimadaptatus	Fimenecus	Fimisoma	Flavonifractor	Flemingibacterium	Fournierella	Frisingicoccus	Fusicatenibacter	Geddesella	Gemella	Gemmiger	Gordonibacter	Guopingia	HGM11616	HGM13006	HGM13222	Haemophilus	Heritagella	Holdemanella	Holdemania	Hominisplanchenecus	Hungatella	Hydrogeniiclostridium	Instestinimonas	Intestinibacter	Intestinimonas	JAGTTR01	JAGZHZ01	JAGZMM01	JAHZGC01	JAHZIE01	JANFXS01	KLE1615	Klebsiella	Lachnoclostridium	Lachnospira	Lactobacillus	Lactococcus	Lactonifactor	Lawsonibacter	Lentihominibacter	Ligaoa	Ligilactobacillus	Limiplasma	Limivivens	Limosilactobacillus	Longibaculum	Longicatena	Luoshenia	Marvinbryantia	Massiliimalia	Massilimicrobiota	Massilioclostridium	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Merdimonas	Merdisoma	Merdivicinus	Mesorhizobium	Metalachnospira	Monoglobus	Muricomes	NSJ.51	Nanosynbacter	Negativibacillus	Neoanaerotignum	Neobittarella	Odoribacter	Oliverpabstia	Onthomonas	Oxalobacter	Parabacteroides	Paralachnospira	Paraprevotella	Pararuminococcus	Parasutterella	Paratractidigestivibacter	Pauljensenia	PeH17	Peptoniphilus	Phascolarctobacterium	Phil1	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudobutyricicoccus	Pseudoflavonifractor	Pseudolachnospira	Pseudomonas	Pseudoruminococcus	Pseudoscilispira	Pullichristensenella	QALW01	QAMM01	QANA01	QAND01	RUG115	RUG472	Ralstonia	Raoultibacter	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	SFEL01	Sarcina	Scatomonas	Scatomorpha	Scatosoma	Schaedlerella	Sellimonas	Senegalimassilia	Slackia	Staphylococcus	Streptococcus	Sutterella	Terrisporobacter	Thomasclavelia	Turicibacter	UBA11524	UBA11774	UBA1417	UBA3402	UBA3818	UBA4285	UBA644	UBA737	UBA738	UMGS1071	UMGS1264	UMGS1312	UMGS1590	UMGS1623	UMGS1696	UMGS1766	UMGS1783	UMGS1975	UMGS856	UMGS911	Veillonella	Ventricola	Ventrimonas	Ventrisoma	Vescimonas	Wujia	Yeguia	Zhenpiania
NS10	0	0	0.0143211029014271	0.0120386950494818	0	0	0.0084857282308814	0.194946352887735	0.0783662064103839	0	0	0.0182656466996448	0.0219392694841654	0.128469010750495	0	0.00810105087182055	0	0.17300587450141	0.090072220364025	0.0424193643594105	0	0	0	0	0.0491571007416167	0.203449306563369	0.014161074798422	0	0.25884573705704	0.00859247375752322	0	0.413421319393204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0213067834955624	0.0526199151661942	0	0	0	0	0	0	0	0	0	0	0.028740495443454	0.0284855165142478	0	0.0850015410042098	0.0436388661871124	0.0137362817826959	0.292693099827602	0	0.0378496748743434	0.0617120890445454	0	0.162747993919249	0	0	0.279912941377938	0	0.0509716188446907	0	0	0	0.00895607048603017	0.0875025698754839	0	0	0.176906297750562	0.016146271389365	0.190451165640761	0.0281797359039321	0	0.0386251343786622	0.202835818816191	0.0244175671999235	0	0	0	0	0	0.191478276213264	0	0.0243427664153507	0	0	0	0.194083647319836	0	0	0.153374711344403	0.0295076804828247	0	0	0	0	0	0.0119245761855318	0	0	0.0137030601073119	0	0	0	0	0	0.0162026334525782	0	0	0	0	0	0.0625358243341836	0	0	0	0	0.00864535233158649	0	0.020852639015925	0.0191429961785583	0	0	0	0.0358823525399713	0	0.00905727498680324	0.0204107336660096	0	0	0	0.0169989034836021	0	0	0.19420883270699	0	0.182220193614615	0	0	0	0	0	0	0	0	0	0	0.0787913323325385	0	0.0279196418121169	0	0.158182697667228	0	0	0.0253339638927274	0	0.0221048780988909	0	0	0	0	0	0	0.0113367669792237	0	0.187852575822297	0	0	0.0748424101000149	0	0	0	0	0	0	0	0	0	0	0	0	0.0153354751545222	0	0.0131947038295876	0.0194031677258324	0.0630162237378201	0	0	0.0341499482734611	0.0367241770051413	0	0	0.00675085316391174	0	0	0.0323390882324516	0	0.0394779149032432	0	0	0.0105019761890854	0	0	0.0234654391680159	0	0	0.0196598982692485	0.200695661081184	0	0	0	0	0	0	0.0292905329486438	0	0	0	0	0	0	0	0	0	0	0	0	0.042300878679337	0	0	0	0	0
NS11	0	0.00922453813642538	0.0602021072682837	0.0399399309357064	0	0.0217346330047111	0	0.130154971436876	0.0436039072383523	0.0481527035154165	0.00910651884393284	0.128352489996118	0	0.0524602179467423	0	0	0	0.0516063850250586	0	0	0.00792066481328678	0	0.00773643438117405	0.0149999928137801	0.41445778519613	0.0477989449439669	0	0.0187600008288013	0.152745039097636	0.021315750628702	0	0.12014296078934	0	0	0	0	0.0801879655654584	0.0162241873614696	0.0984286821570014	0	0.20707006684409	0	0	0.0105381861686245	0	0	0	0	0	0.0117973970583181	0.0147086818724133	0.0534087515000073	0	0.0129902530407918	0	0	0.0135606612927751	0	0	0	0.0943332798367434	0.0403981896490153	0.0153798291520176	0.0110395060411336	0.0597017490567197	0	0	0.0821951037525192	0	0.00983007567953074	0.0346153731702049	0.0739798887359759	0	0	0.0115190319711621	0.0777907536651366	0.0479723857795914	0.0878207948926666	0	0	0	0.0105381861686245	0.0217512206149161	0	0	0.0600999618649986	0.0360352646487888	0.0604118654317719	0.0273093725139156	0	0	0.193774867235178	0	0.0109080734212017	0	0.0221455985617396	0	0	0.0100117990305635	0.0139020502533494	0.018273095860705	0	0.00740300820739983	0	0.0360152308281329	0	0	0.165935454196408	0.0101902826486447	0	0	0	0	0	0	0.0511988424208733	0.0178538415165723	0	0.0108749671108311	0.0159778219614229	0	0	0	0.0128226206023774	0	0	0.00836350648522578	0.0126527679439765	0	0.0116744985415166	0	0.007499785466727	0.0294205471047011	0	0.00810070680753958	0	0.0427764310608622	0.0152857546866183	0	0.0414652175115579	0	0.0178336312830827	0	0	0	0.00768968720192042	0	0	0	0	0	0.0815581466136345	0	0.178798175404941	0	0	0.0101192669283294	0.00857635753402501	0	0	0	0.0136137397636406	0	0	0.0303619473176587	0	0	0.0688375703005459	0.0406564695437193	0	0.0240056002626901	0.257976573201332	0	0	0.00705384016625525	0.0109080734212017	0	0	0	0	0.0921907180768366	0	0.347078292271203	0.00922453813642538	0	0.558610789768335	0	0.00715534120539209	0.00773643438117405	0	0	0.010260806943833	0	0	0	0	0	0.0520315756212329	0.0378902899415795	0	0	0.0120991840432459	0.0373917300584037	0	0.0437279198460259	0	0.0643241875724326	0	0	0.00652268721613207	0	0	0.00894673865018863	0	0.0191028928813516	0	0	0.0157962347170289	0.0478668877113405	0	0.0114562547336587	0	0	0	0.0938746408220545	0.017383064891274	0.00886576889304702	0.0171112476960254	0	0.0137192808055948	0	0	0	0	0.0282060850962219	0.0189322227886451	0	0.0114876862276178	0	0.00663232148348981	0.0136137397636406	0	0	0	0.00827683369568786	0.00618213050793859	0.111736577196374	0	0.0094179513726113	0.00787501123979181
NS13	0	0	0.0889979908914189	0	0	0	0	0.187971676823482	0.045146009102179	0	0	0.242617027690557	0	0.255282545020603	0.00668497796795166	0	0	0.248556736107659	0	0.0111918833752615	0.0119533831950689	0	0	0	0.361191998081873	0.0843489082066197	0	0	0.00604204854661132	0	0	0.61294212761973	0	0	0.0207807341807136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405266077124976	0	0	0.00890550566600924	0.0172186653356212	0	0	0	0	0	0.195493347482725	0.00974906406709546	0.0188589512974017	0	0.0705511307742874	0.0429717679476363	0.0528169497207782	0	0	0.0353628870368239	0.0203212014764846	0	0.0131087515678375	0	0.00577574380068301	0.204079763484151	0.0197715932375681	0	0	0	0	0.0588922105692054	0.039222987236417	0	0	0.0953071465491521	0	0.0796375269129657	0	0.0129152430019012	0.0284984483154253	0.237465624083124	0	0	0	0	0.00935365406955947	0	0	0	0.0430157409725888	0	0	0	0.195620478655152	0	0	0.204178056885612	0	0	0	0	0	0	0	0	0.0272560142987095	0	0.028443150215856	0	0	0.02495231156308	0	0	0	0	0	0	0	0	0	0.0129638908773706	0.00668497796795166	0	0	0.0115516802869025	0.0125694382217488	0.0329660286705344	0	0	0	0.0595526856695522	0	0	0	0	0	0	0	0	0	0.0413576894850599	0	0	0	0	0	0	0	0	0.0280978756530528	0.0134640878540988	0	0	0	0	0	0	0.0477712861958142	0	0	0.012418289378759	0	0	0	0	0	0.00820662020110158	0	0.00978129349211498	0	0	0.186973131231512	0	0	0.022272377886243	0	0	0	0	0	0	0	0	0	0	0	0	0.0300369597899494	0	0	0	0.0518043991013634	0	0	0.0421425376690917	0.0175446327291415	0	0	0.00714025580454765	0	0	0.00760966741952541	0	0	0	0	0.0435182451611285	0	0	0.0359897206049352	0.0138102865741334	0	0	0.0226090641535737	0.0208865045782601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263036791728134	0.00756819673961733	0	0.0130847194661948	0	0	0.0106145660052768
NS21	0	0	0.0601242911310435	0	0	0	0	0.19982425770436	0.0593713588358519	0.00582523350823404	0	0.0260540364200113	0	0.0654343988036361	0	0	0.0147409685630634	0.160452105077535	0	0.00623371618199392	0.00921058103282085	0	0	0	0.457068908776552	0.0767653233210526	0	0.0353246221659673	0.0380568391307522	0.0326242255239469	0	0.203925551644194	0	0	0.0198384606694281	0	0.0810589581321622	0	0.0552660692473287	0	0	0	0.0659274506531847	0	0	0	0	0	0	0	0.0708253505454524	0	0	0.0211345229263091	0	0	0	0.0347934134429646	0	0	0	0.068967451644146	0	0	0.137572415042401	0.00865925938787329	0.0184516358153808	0	0.0201261274076272	0	0.105979501996364	0	0.0835209328838368	0.0221341076503171	0	0.0824208956610485	0.0657607262197349	0	0	0	0	0.0306865046880326	0.0347067198890198	0	0	0.177470005460268	0.0411021851508742	0.0549775434122185	0.0247720679808199	0	0.0197970243788116	0.378010955005909	0.0314445571191306	0	0	0	0	0	0	0	0.155927680786809	0	0	0	0.125045221321661	0	0	0.166034121239957	0	0	0	0	0	0.00846751306983231	0	0	0.0403691371766093	0	0.041042153059287	0.0281258866626952	0	0.0465655514856125	0	0	0	0	0	0	0.0112442418866812	0.0130259127997534	0	0	0.0685482366601806	0	0	0	0.00739807959804752	0	0	0	0	0	0	0.0131513730971608	0.0261902849799839	0	0	0	0	0	0	0.147497940484916	0	0	0	0	0	0	0	0	0	0.0142308407554672	0	0	0	0	0	0	0.0137017388919478	0	0	0.107169641665113	0	0	0	0	0	0.00577806432220354	0	0	0	0	0.420063458400162	0.0134395609729314	0	0.0163602087742089	0	0.0113411809381076	0	0	0	0.0362128512977346	0	0	0	0	0	0	0.0173980074888175	0	0	0.00984257388161567	0.348304943544087	0	0	0.0814918358136637	0.0544059998363207	0	0	0	0	0	0.00875355776938904	0.00694000623091951	0	0	0	0.049459700050307	0	0.00644948214896089	0.0145541166998299	0	0	0.0201668878682982	0.0959880015631753	0	0	0	0	0	0	0.0131096863749827	0	0	0	0	0	0	0	0	0	0	0.0700966799821172	0	0.0315054573795843	0	0	0	0	0
NS25	0	0	0.0646794678251418	0	0	0	0	0.146813444685714	0.104202068040968	0	0	0.0889848460000177	0	0.0542317040560508	0	0	0	0.0773684593794414	0	0.153283724605057	0.00948470864622666	0	0.0148697886020776	0	0.507072378677736	0.0906142067393857	0	0	0.058073913633478	0.0624885254236517	0.0281962895602585	0.156365694739678	0	0	0.0328979215470015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0689816783930652	0	0	0.0336910528606027	0	0	0	0	0	0.0104857748801775	0	0.0594177347206059	0	0	0.136687944381973	0.0265448441617141	0.0336375689193957	0	0	0	0.223522405775754	0	0	0	0	0.0859175539580534	0.069586636836168	0	0	0	0	0.0191590572156849	0.0319602824521126	0	0	0.177766494798281	0	0	0.0434866462337159	0	0.0415230900974333	0.412341122074972	0	0	0	0	0	0	0.0082685475452354	0	0.205844406520614	0	0	0	0.0881589952648735	0	0	0.170483836493719	0.00477381188606269	0	0	0	0	0	0	0	0.0990096968524657	0	0.0293638512136298	0.0206169122954164	0	0.0175124176010293	0.0248964221293668	0	0	0	0	0	0.0183814190148859	0.0363311160749555	0	0.0271556411253313	0.0719531656015815	0	0	0	0.141171452329295	0.0167419299893145	0	0	0	0.00729215503732251	0	0.0109154835720515	0	0	0	0.00866983015184476	0	0	0	0.0903476316195978	0	0	0	0	0	0	0	0.034483373983834	0.107836304130828	0.00766635887782136	0	0	0	0	0.00497879062462811	0.0383668979494184	0	0	0	0.122409001837508	0.00529026308250073	0	0	0.016513462702308	0	0	0	0	0.12580860295104	0	0.412409174344507	0.00776996509159327	0	0.0128502980996858	0	0.01054281698196	0	0	0	0.0328126787613903	0	0	0	0	0	0	0.0374537794501456	0	0	0.0304013659983217	0.0316015062115393	0	0	0.0841195592816074	0.0351214710138112	0	0.00952677091449474	0	0	0	0	0	0	0	0	0.00989729138819705	0.0155789483416434	0.00850688867835168	0	0.00657114767493649	0	0	0.0896284465264911	0	0	0	0	0	0	0.0231222784524872	0	0	0	0	0	0	0	0	0	0	0	0	0.0561373696339335	0	0	0	0	0
NS27	0	0	0.0305487986259459	0	0	0	0.00886412875579908	0.252891815683739	0.0426146911047866	0.0806537376965326	0	0.0933568176318546	0	0.169839914767917	0	0	0	0.180756888294194	0	0.0143279064560664	0	0.00657108253324718	0	0	0.338862595175859	0.0339217972868918	0	0	0.367913578654662	0	0	0.238318538917041	0	0	0.0227024054285342	0	0	0.0250031359429533	0	0.0339217972868918	0	0	0.0956698032571338	0.00828628213326896	0.103483939707471	0	0	0.0562482017540313	0	0.0294148820765347	0.081355869269262	0	0.00683508985830937	0	0	0	0	0	0	0	0.127338045405389	0.0113816126311779	0.013747957806264	0	0.101209976572354	0	0.0207979626546089	0.0812159243079735	0	0.0591798391963436	0.0401751841822945	0	0.0768448193199851	0	0	0.098870055185068	0.0156050702087383	0.0519958605842123	0	0	0	0	0.0308027830961048	0	0	0.0592337646831154	0	0.0762506870339763	0.0144018307365091	0	0	0.355509083721087	0	0	0	0.0164013708601198	0	0	0	0	0.0130614005755323	0	0	0	0.140204071739913	0	0	0.0927792605941128	0.0101311864877521	0	0	0.00798168795696781	0	0.0169114272985927	0	0.0704594642906373	0.0207297626441667	0.0492937471945174	0	0	0	0.0403775118562298	0	0	0	0	0	0	0	0.109657867275091	0	0.0276909981758362	0.0534419165802357	0.015897223494266	0	0	0	0	0	0	0	0.0449695271650801	0	0	0	0	0	0	0	0	0	0.090648754063831	0	0.0214845414136979	0	0	0.0449931636311988	0	0	0	0	0.00780229759332562	0	0	0	0	0	0	0.125387567833197	0	0	0.114809613264228	0	0.0508722628706212	0	0	0.0246178220878973	0	0	0	0	0	0.286056280005156	0	0	0.0075251986947369	0	0.00913936303344867	0	0	0.0132497421514742	0	0	0	0	0	0	0.0930321387367466	0.0429707620926631	0	0	0.0441102026597675	0.140183608503991	0	0	0.169141706585151	0.02337852412887	0	0.00832888638970656	0.00780229759332562	0	0	0.0188890437872904	0	0.0195521009111718	0.014932767265765	0	0.109178567330645	0.00862122358775481	0.0062395467325409	0.00728623800729505	0	0	0.0461135069695592	0.289942029111722	0.0198039649934078	0	0	0	0.00683508985830937	0	0.032119837046011	0	0	0	0	0	0	0	0	0	0	0.0155823700741405	0.0228268246537692	0.0233936635208215	0	0	0	0	0.012507667846594
NS28	0.0171396383718121	0	0.163522268108564	0	0	0	0	0.0979285926737109	0.0499998047067238	0.18813759225375	0	0.108045406232785	0	0.0797193485672381	0	0	0.0154357045867658	0.0794009429914721	0.00767208944291254	0.00621930839187614	0	0.0228591736581447	0.00759866921022031	0	0.169500096481474	0.0302139861890562	0.105248920014258	0.0200215079450736	0.105736085130567	0.0216496965157477	0	0.0980868946919667	0	0	0.0371434437418941	0	0.0260899568860353	0	0.0593676300169534	0.105503485965657	0.0778510101549354	0.0507964351383537	0	0.0132675982622917	0.113731079228284	0.0212576365424843	0	0	0.0590021243322107	0.0059897311727481	0.0228714360131807	0.0465937195726278	0.0385154490547691	0	0	0	0	0.00923087157521748	0.0165911090488984	0	0	0.0455149803754463	0.0238320050014256	0	0.0873963832446214	0	0	0.0235479459478052	0	0.0843191542881644	0.0620338491096017	0	0.118218090537366	0	0	0.0492302523728661	0.0661599835875026	0.0727200003869562	0.0182640621117709	0	0	0	0.0273698363018629	0	0	0.0395505232943776	0.0192650706723589	0.0618296707709244	0.0175277941566829	0	0.0416312493848191	0.290065316004849	0	0	0.0111557877457629	0.0559725836305818	0.0103475892526697	0	0.00722037901141698	0	0.00993294939016615	0.00847080971174763	0	0	0.0367256862473751	0	0	0.0730210795128411	0	0	0	0.00665474622274274	0.0159887927334574	0.00729760587672394	0	0.0430104494934746	0	0.0259498584972647	0	0	0.012903425643834	0.0155803161557937	0.00669673304552144	0.0158302089620411	0	0	0	0.0151423401585906	0	0.0464730794331379	0	0.0153993395744584	0.125726243208065	0	0	0	0.0234644481241233	0.00714231723203782	0.00682114310959922	0	0.020546733753631	0.0287880304189364	0	0	0	0	0	0	0	0	0	0.0672514873687086	0	0.0104821588299575	0	0	0.0274414629975353	0	0	0.0205876285886576	0	0.00635307404318596	0.00694332449521528	0	0	0.0123483871285518	0	0.0401978979515456	0.030297411894397	0.0176234978929595	0	0.115438681023746	0	0.0289240907754565	0	0.00792370508711884	0.0214937301890921	0	0.108290888916678	0	0.0512202756747103	0.010720128620818	0.0884410460597947	0	0.00756169179177303	0.76619730123615	0	0	0	0	0.0110801513085249	0.00690283764802132	0	0	0	0.00621930839187614	0	0.0459934663530041	0.044416439140252	0	0	0.00767208944291254	0.110966106961529	0	0.0189717902334336	0.0869957676674201	0.0118384514097706	0.00866707557801605	0	0.00550191426065853	0	0.0206284423976492	0.00895341197930042	0	0.00725909513613773	0.0136220407617016	0	0.02646346195782	0.0526476351235797	0.00630880062138468	0	0	0.0496956689510989	0.040337259687011	0.102349661800664	0.0188680656480081	0.0101561972012092	0.0109016260346707	0.0154900920850176	0.0440484345369328	0.0260899568860353	0	0	0.0110039950789201	0	0.0115508217827808	0.0282074312454923	0.00621930839187614	0	0.00575099707945706	0.0103204648098645	0.00763546756842332	0.00673845827221302	0.0720750855125713	0.0334896747115875	0	0.0794576408917618	0.180184772146335	0	0
NS29	0	0	0	0	0	0.0409019893190398	0	0.201891604793056	0.0103873524952649	0	0	0.0609058925902012	0	0.0235414106523836	0	0.0379215797681868	0.0370754886176873	0.136087829346192	0	0	0.0320256286294314	0	0.0144812091817731	0.0313324551307371	0.139435346912137	0	0	0	0.387101963192596	0.0210383063415553	0.0109027570946254	0.405911833884342	0	0	0	0.00599706886141662	0	0	0	0.00573732813416961	0.0201046468075881	0	0.00629462660329684	0	0	0	0	0	0	0	0.0109027570946254	0	0	0.0279037283279508	0	0	0	0	0	0.0154980095107565	0	0	0	0	0.212799958492103	0.122695808871588	0.0621671067217787	0.112460998873305	0.0159439841748198	0.0115806110180886	0.0601690391793872	0	0.0975510969732549	0.00872912974195229	0.014075584805463	0.0149575220862581	0.0694809560782619	0.00837267861087832	0	0	0	0.0886543308467688	0.167767248048637	0.0148347406065497	0	0.19978676748699	0.00643825069350822	0.190523185698623	0.0636631130494983	0	0.0334236616035841	0.238896701391099	0.0559385173982268	0	0	0	0	0	0	0.0213261647910006	0.0660060397044737	0	0	0	0.0309899033724534	0	0	0.197627492594753	0.0289654562665603	0.011606901927075	0.0266631319149143	0	0	0	0	0	0	0	0.0774660048343429	0	0	0.099506347011748	0.00946619791182412	0	0.0592428826151933	0.0102693063925307	0	0	0.0132270817821771	0.0212975539237179	0	0.025932647768585	0.0380981573445223	0	0.0307528083875967	0	0.0395364689091945	0.0776238531130996	0	0	0	0	0	0.0321017252238983	0.12788039251904	0.00796217438338077	0	0.020300821167971	0.019845186856575	0.0159821766611845	0	0.0514691622634444	0	0.014544221349458	0	0.00719819553588247	0	0	0	0	0.0493926957800879	0.0258855725088046	0	0	0	0	0	0	0.0654152816548558	0.0326481288630515	0	0.00897022251920998	0.0177532762840985	0	0.00886769962058758	0	0	0.0100593934552304	0	0	0	0	0.187407603996489	0	0	0.0163032020254335	0	0.00999860903344189	0	0	0.00972037712702642	0.014710934697944	0	0	0.0313421873828583	0.0153597089289094	0	0	0.0367448914783014	0	0	0.107015382002049	0.0935392950033596	0	0	0.314353287393253	0.177658097127726	0	0	0.0224814477708096	0	0	0.0405949852845228	0.132813677105834	0	0	0	0.0489269577289569	0.00702678248316992	0.0152801181987267	0.140307390896578	0.00711300534400354	0	0.0459145039462445	0.0151398279657834	0	0	0	0	0	0	0.0318728911501373	0	0	0	0	0	0.00993745286837292	0	0.0236060792125846	0	0	0	0.0365784744823908	0	0	0	0	0	0.0226031734131375
NS30	0	0	0.0182804487961157	0	0	0	0	0.425141829557485	0.0299698156551788	0	0	0.0273524927640631	0.0196503944970998	0.122503926437932	0	0	0.00768349340184626	0.147289277474412	0	0	0	0	0	0	0.153423972093244	0	0.00624207866535366	0	0.236590612032163	0	0	0.405086944727082	0	0	0	0	0	0	0.00841686187699497	0	0.0171642980524907	0	0.00941036543567954	0	0	0	0	0	0	0	0.0725896613300317	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637692763533069	0.0102798934696121	0.0334268840954144	0.115092103771794	0	0.0964561678624469	0.0870582500616992	0	0.0420259840912179	0	0	0.174579994395484	0.0087605562158778	0.0100475415755669	0	0	0	0.0381564796226581	0.134010504894717	0	0	0.151027280532622	0.123333529518269	0.121487336836901	0	0	0	0.24342617234857	0.0944116923825727	0	0	0	0	0	0.00869290441001017	0	0.0101352976884048	0	0	0	0.218467369534447	0	0	0.0259792385738068	0.0134189150310206	0	0	0	0	0	0	0	0.0362016167195565	0	0	0	0	0.0543458487546837	0	0	0.0439643859336069	0	0	0	0	0.0942007365991766	0	0.0192711065927562	0.0704149594596593	0	0	0	0.0134628422335507	0	0	0.00604996613368727	0	0	0	0	0.036160789953102	0	0	0	0.00965805656576131	0	0	0.256292329506045	0	0	0	0	0	0	0	0.00674222283891148	0.0161358775812059	0	0	0.0142717996467477	0	0	0	0	0.0396004597476274	0	0	0.0153866392777382	0	0	0	0.0914859547786524	0	0.0101933821051229	0	0	0	0	0.0609648871616307	0	0	0.0280244513169624	0	0	0	0.19152693386538	0	0	0	0	0	0	0	0	0.0149388271746509	0	0	0.0533351368367444	0.369205431505324	0	0	0.131910117692691	0.00787324173340126	0	0	0	0	0	0.0137234537526901	0.0391200079038537	0	0	0	0.0399496195963928	0	0.0100475415755669	0.0505103587583015	0	0	0	0.0197702306523174	0	0	0	0	0	0	0.0516278227768377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687231189639589	0	0	0
NS32	0.0251108289222258	0.00705485088779173	0.159174555235413	0	0	0	0.00691231166101244	0.18003490723701	0.0617838486070703	0.0562618748706597	0.0202032253142231	0.0849436307136249	0	0.0851670635776243	0	0	0.0266125860643124	0.050547496887918	0.00751047059997719	0.0299686730057286	0.00956973202387981	0.0400431505779526	0.00963883059151377	0.00772821476379474	0.228341597066168	0.0562264043574504	0.0287011383688155	0.0245898885830749	0.096221455652508	0.0402664924860647	0.0147763564063934	0.166366265740308	0	0	0.0217841678759136	0	0	0.0115781452220599	0.0869685727186764	0.107889757265471	0.140825238430927	0.0639169854713162	0	0.0242089737065021	0.0920735890053138	0.0874618365595125	0.0826804505229031	0	0.0609436385203407	0	0.0533687675835154	0	0.0226506405483678	0.0106215092410184	0.00651698416580365	0	0	0	0.014843577856965	0.00666797901323605	0	0.0491338241381519	0.0267866491293863	0	0.0656782670804517	0	0.0181799296946549	0.0481500070542443	0	0.229397242606719	0.0394582418169311	0.0320977092360501	0.214485129261292	0.00636240707249182	0.00742158451865021	0.0950099434103142	0.0810848857187401	0.130458787292969	0.0154783458747915	0	0.0108379898522948	0	0.119994923283509	0	0.0143201539754771	0.061183316690672	0.0264373780864614	0.0821465984368027	0.0234710504168085	0	0.0166357223716881	0.379968888441069	0	0	0.0058743223461572	0.0352153336225008	0.0105273693925224	0.0144814592181748	0.315416008260293	0	0.0250313893459028	0.0245898885830749	0	0	0.0940885372786286	0.0082675563664887	0	0.111160396091635	0.0120279696397002	0.0170300261883083	0	0.0072405397975153	0.00772821476379474	0	0	0	0.0170689557897018	0.0535056297119476	0.016675572159772	0	0.00850495635651379	0.016675572159772	0.00742158451865021	0.0180332990051556	0	0	0	0	0	0.0550612275276025	0	0.0176801800882931	0.0565977407253453	0	0	0	0.0216159215388056	0.0189661545535822	0	0.0738202627821043	0.0357395102884041	0.0452762353699782	0	0	0	0.00625723469139929	0	0	0	0	0	0.0979786192042952	0	0	0	0	0.0399850439191658	0.00785596511193439	0	0.0140393207459095	0	0.0218146187945515	0	0	0.0209294241479713	0.010272113380338	0	0.0520059787291518	0.0408967463482722	0.0161909051031605	0.00994383469491708	0.0739464659350877	0.00733162097194268	0	0.0114918434710755	0.0138249536202574	0	0	0.0234285866805097	0	0.0299575927454768	0.0308314479355844	0.177579867012868	0	0.00609607509188955	0.418237195921096	0.0153275323292267	0	0	0	0	0.0138249536202574	0.00671755649096904	0	0	0	0	0.0631524664175042	0.0667836423510118	0	0	0.0191749880034885	0.146512934729165	0	0.0305827689018183	0.129306511911266	0.0413731862379592	0.0222663890373331	0	0	0.0161292981125962	0	0	0	0.0174914661144112	0	0	0.0235134375227254	0.0224593360137664	0	0.00615026417195165	0.00935937634496374	0.0249649967659068	0.0233007314959556	0.0659210114763413	0.0263241291737485	0.0325904591313076	0	0.0101747418030062	0.00884912391001069	0.0255952632692183	0.0326210092102879	0	0.0072405397975153	0	0	0.0180700681769679	0.014798797473807	0	0.0380963825945634	0.0154354066049745	0	0	0.055145698178259	0.0238915401625978	0	0.0928351591663998	0.0090346653077254	0.00641434666064367	0.00686414089571062
