#Classification	SRR20002351_bracken_P.kreport
k__Bacteria	2802655
k__Bacteria|p__Proteobacteria	1881712
k__Bacteria|p__Actinobacteria	628121
k__Bacteria|p__Firmicutes	284770
k__Bacteria|p__Deinococcus-Thermus	127
k__Bacteria|p__Cyanobacteria	34
k__Bacteria|p__Bacteroidetes	6510
k__Bacteria|p__Fusobacteria	1105
k__Bacteria|p__Chlamydiae	85
k__Bacteria|p__Verrucomicrobia	69
k__Bacteria|p__Planctomycetes	6
k__Bacteria|p__Candidatus_Saccharibacteria	66
k__Bacteria|p__Nitrospirae	47
k__Eukaryota	42903
k__Eukaryota|k__Fungi	39185
k__Eukaryota|k__Fungi|p__Basidiomycota	38804
k__Eukaryota|k__Fungi|p__Ascomycota	381
k__Eukaryota|k__Metazoa	2410
k__Eukaryota|k__Metazoa|p__Chordata	2410
k__Eukaryota|k__Viridiplantae	1307
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1307
k__Viruses	1354
k__Viruses|k__Heunggongvirae	1354
k__Viruses|k__Heunggongvirae|p__Uroviricota	1354
