#Classification	SRR20002460_bracken_P.kreport
k__Bacteria	12005
k__Bacteria|p__Firmicutes	9177
k__Bacteria|p__Actinobacteria	621
k__Bacteria|p__Deinococcus-Thermus	300
k__Bacteria|p__Proteobacteria	1872
k__Bacteria|p__Bacteroidetes	28
k__Bacteria|p__Verrucomicrobia	5
k__Eukaryota	9599
k__Eukaryota|k__Metazoa	7484
k__Eukaryota|k__Metazoa|p__Chordata	7484
k__Eukaryota|k__Fungi	33
k__Eukaryota|k__Fungi|p__Basidiomycota	33
k__Eukaryota|p__Apicomplexa	2074
k__Eukaryota|k__Viridiplantae	7
k__Eukaryota|k__Viridiplantae|p__Streptophyta	7
k__Viruses	16
k__Viruses|k__Heunggongvirae	16
k__Viruses|k__Heunggongvirae|p__Uroviricota	16
