#Classification	SRR20002347_bracken_P.kreport
k__Bacteria	1082048
k__Bacteria|p__Proteobacteria	725123
k__Bacteria|p__Actinobacteria	295096
k__Bacteria|p__Firmicutes	60887
k__Bacteria|p__Deinococcus-Thermus	221
k__Bacteria|p__Bacteroidetes	659
k__Bacteria|p__Chlamydiae	42
k__Bacteria|p__Verrucomicrobia	17
k__Eukaryota	12286
k__Eukaryota|k__Fungi	7803
k__Eukaryota|k__Fungi|p__Basidiomycota	7644
k__Eukaryota|k__Fungi|p__Ascomycota	158
k__Eukaryota|k__Metazoa	2323
k__Eukaryota|k__Metazoa|p__Chordata	2323
k__Eukaryota|k__Viridiplantae	2160
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2160
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	7
k__Viruses|k__Heunggongvirae	7
k__Viruses|k__Heunggongvirae|p__Uroviricota	7
