#Classification	SRR20002379_bracken_P.kreport
k__Bacteria	2061977
k__Bacteria|p__Proteobacteria	2032023
k__Bacteria|p__Actinobacteria	16435
k__Bacteria|p__Firmicutes	12805
k__Bacteria|p__Deinococcus-Thermus	14
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	683
k__Bacteria|p__Chlamydiae	10
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	1878
k__Eukaryota|k__Fungi	665
k__Eukaryota|k__Fungi|p__Basidiomycota	375
k__Eukaryota|k__Fungi|p__Ascomycota	289
k__Eukaryota|k__Metazoa	347
k__Eukaryota|k__Metazoa|p__Chordata	347
k__Eukaryota|k__Viridiplantae	865
k__Eukaryota|k__Viridiplantae|p__Streptophyta	865
k__Archaea	3
k__Archaea|p__Thaumarchaeota	3
k__Viruses	10
k__Viruses|k__Heunggongvirae	10
k__Viruses|k__Heunggongvirae|p__Uroviricota	10
