#Classification	S-17-POLJUN-G_bracken_P.kreport
k__Bacteria	56380
k__Bacteria|p__Proteobacteria	47966
k__Bacteria|p__Cyanobacteria	7109
k__Bacteria|p__Actinobacteria	583
k__Bacteria|p__Acidobacteria	661
k__Bacteria|p__Bacteroidetes	58
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	2833
k__Eukaryota|k__Viridiplantae	2804
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2804
k__Eukaryota|k__Fungi	29
k__Eukaryota|k__Fungi|p__Basidiomycota	29
