feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales.Family.XIII.Incertae.Sedis	Clostridiales.unclassified	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Proteobacteria.unclassified	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Veillonellaceae
NS11	0.13224726256811	0	0.0355817938819838	0.00214651313290652	0.0038618469075383	0.552260325793374	0	0.231953720970809	0	0	0	0	0.00479976402321396	0.0280499102936655	0	0.00505406914028177	0.126491355062765	0.00249483369933313	0.0197471832345357	0.030456675940459	0.0568458024622431	0.0888542267673992	0.030034149342616	0.174854207804334	0.0689265633744772	0	0	0.0777593833687314	0.109307579034515	0	0	0	0	0	0.710665133840027	0	0.0455296937162003	0.264949958867278	0	0	0.0227798113251742	0.0205684601028856	0.254405108412751	0	0.0990429014787593
NS13	0	0	0	0	0	0.36169600099054	0	0.00766782374231472	0	0	0	0	0	0.0151122946696508	0	0.0475064144986166	0.0086440560203413	0	0.0933631734395307	0	0.255434069652282	0.415487663904141	0.0218345255981738	0.777217859678811	0.0241081851214952	0	0	0	0	0	0.0275542485500513	0.0376763418659002	0	0	0.0176297447993553	0	0.0661713239698785	0.371371144076811	0	0	0.0695927645334179	0	0	0.021126872767356	0
NS21	0	0	0.00185295180445878	0	0.0069097628133606	0.606778802416183	0	0.0614564056153453	0	0	0	0	0	0.0271699533773219	0	0	0.0115803269106861	0.0261054707957842	0.0433792393737528	0.0366014595225333	0.0629967246953399	0.0588636247531541	0.0263857497750589	0.648398073309358	0.0144982319699016	0	0	0.0849263773105507	0	0.00898984216749173	0	0.0595087197593693	0	0	0.0131496060768555	0	0.00671722300139396	0.523935353500598	0	0	0.0750992133764459	0	0.100419971847584	0	0.127654679230468
NS25	0.0311770762203487	0	0	0	0	0.681730901223945	0	0.0886758466154774	0	0	0	0	0	0.280195899994381	0	0.174504558775581	0.00710597383668395	0.0385224777393027	0.0252424041992072	0	0.0940967753110558	0.122875963895262	0	0.308382325303825	0	0	0	0.0331467955695765	0	0	0.00320867540028131	0.0152424289391716	0	0	0.0126301648316571	0.00458291332289646	0.135790090472554	0.615388810129416	0	0	0.0109870199651361	0.0266988425634759	0.124491450399629	0	0
NS27	0	0	0.0965466295853544	0.0109090314166668	0.00383297628647125	0.433504206126209	0	0.580025009846538	0	0	0	0	0	0.0333692215691638	0	0	0.123131429004743	0	0.030498119614539	0	0.141549985769578	0.153882732518685	0.00731229111375876	0.471605763077082	0.0293723697750853	0	0	0	0	0.0223148157346042	0	0.0482255893771234	0	0	0.0546822159750165	0	0.0200683439708656	0.442520318542355	0	0	0.16525151398746	0.00290074538643633	0.120383578669265	0	0.122195837542751
NS28	0.0623460760969804	0	0.284418366802439	0.0108265337925784	0	0.195760494703833	0.177044480050226	0.20332347927682	0	0.0424283395942991	0	0	0	0.011848640316743	0	0.00521932673717271	0.0530765003819983	0.0188757470105322	0.0283258093223933	0.0211597463062673	0.0251135301945891	0.183914405472123	0.0648948963724485	0.240374089876036	0.00312232289624304	0	0	0.0525629721862176	0.0988682912352831	0.0159424154049863	0.00357171459434175	0.0195728355662472	0	0.0131119863670446	0.676124194071045	0	0.129742880843199	0.473433412031697	0	0	0.051096436118085	0.0173579420513745	0.147631945935611	0	0.230493600876444
NS29	0	0.0076310396777675	0	0.00248938094017803	0.00325715214067865	0.205448572109344	0.0919926628023572	0.544475923276276	0	0	0	0	0	0.0700233675258011	0.0119290444504933	0.0698905413473774	0.0896679930618715	0.00532208796129568	0.106391753142951	0	0.192636548683218	0.0405090341319617	0.0294257903022924	0.590462517423297	0.00659909551810187	0.00552393179360049	0	0	0	0	0.0173635931677567	0.108174396456572	0	0	0.0176407485219834	0	0.0300400916013657	0.560338728167982	0	0	0.0830107435465481	0	0.00437378622582084	0	0.0247191139468966
NS30	0	0.0108143763732955	0.00210104541987833	0.00131023143010692	0.0116006344900449	0.13790342950193	0.00331677086001912	0.347899085012537	0	0	0	0	0	0.0204627552710616	0.00126948882251143	0.0236716330821609	0.104750754773986	0	0.049799861272875	0.0961842326539049	0.0696933738151717	0.177576129950398	0.0436712212217097	1.0434815627068	0.0394808485653391	0	0	0	0	0	0.00300066188825241	0.0553335537431251	0	0	0.0337697483295669	0.127860896258221	0.018635185641675	0.169482569561977	0	0	0.0549464591328832	0.0467611905052728	0.00680563932037336	0	0.0137039522630892
NS32	0.0133741667107539	0	0.0625485466427338	0.00249205711190356	0	0.227856215087274	0.0389771636883726	0.153624634993695	0	0.0340538527005788	0	0	0	0.0397388529299924	0	0.00272147363556363	0.0783631341595418	0.0419603887711246	0.0185186862914364	0.0204661946700728	0.016002240513157	0.534615198559122	0.0500871913279197	0.474312516927163	0.121060608955264	0	0	0.0474396391949329	0.0726303932665418	0	0	0.0218494341688609	0	0.00380668537069649	0.398607956239197	0.00298739168769244	0.062537853574242	0.498545978085464	0	0	0.0332563595884492	0.0191826230313499	0.0731222911984671	0	0.158774487252864
NS34	0.101622531309103	0.0331840893663601	0.108042300521047	0.0270878162060608	0.0258949186511992	0.883630796466768	0	0.180397535201207	0	0.0371543963174138	0	0	0	0.0577782900420103	0	0.0424256581769939	0.0967205619552295	0	0.0696994671986548	0.129339847975902	0.129663205751628	0.167136833514864	0.137737572359493	0.34765493064751	0	0	0	0.0987352168741466	0	0	0.11661296064672	0.093013704813001	0	0.0535186208022082	0.0462480654155511	0.0201054780614728	0.114367933971826	0.159755768030609	0	0	0.0167744562430838	0.0055543103311028	0.229687559348425	0.0155921291621603	0.0337110572393246
