feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales.unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales.Family.XIII.Incertae.Sedis	Clostridiales.unclassified	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes.unclassified	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Porphyromonadaceae	Prevotellaceae	Proteobacteria.unclassified	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Tissierellia.unclassified	Veillonellaceae
NS36	0.113811912861992	0	0.489990582538538	0.00316196643879861	0.00962197288975305	0.428003328232937	0.139364762329086	0.185542681180248	0	0	0	0.0202816816179043	0	0.115642191251182	0	0.272529166716794	0.158099636743148	0.0721033677354282	0.0469804451783607	0	0.0506285022604137	0.282717266150021	0.0787669205189504	0.287769263940083	0.00472224767054425	0	0	0.0743700069145194	0.077708653658311	0	0.0087495860090219	0.033186010454134	0	0.00682349097369	0.0082329872891542	0	0.271014538053693	0.376824814628827	0	0.00529007133432485	0.0319488843086004	0	0.183865646753005	0.00518715909488831	0
NS38	0	0	0.385627979281808	0.00254159926452762	0	0.485092698022625	0.109898057743558	0.591544303962528	0	0	0	0.0116080677891683	0.0151878772527221	0.00955780037234054	0	0.0524921019413182	0.1557115937394	0	0.0592598763334728	0.0422450506642307	0.099723215307301	0.137861432686209	0.0904463882512097	0.310110967234034	0.0668720287673737	0	0	0.0751019733266732	0.0658303290994978	0.00622565484247695	0	0.0220620505777981	0	0	0.00333075003694496	0	0.163561104650197	0.284390147542471	0	0	0.0207055399930387	0.00400988206672227	0.150649761445672	0	0.111105617055462
NS39	0.0508331028831987	0	0.0621828327893078	0.00634307772834203	0	0.353692638182628	0.0869523106634432	0.365821548009025	0	0	0	0.00404890222467329	0.0113381962049814	0.0107172289067503	0	0	0.118256355216761	0.0134122958653705	0.049813870665592	0.00764382376702921	0.0271014673904192	0.253923027497437	0.0689750848611545	0.344155597420334	0	0	0	0.0773593399926701	0.042667144887368	0.0277307264877212	0.0276150765560757	0.0228480745217625	0	0	0.202153322729344	0	0.204710239990494	0.714487128088129	0.0398643170233763	0	0.0517598642332279	0	0.0845422589728123	0	0.0808191339945774
NS4	0	0	0	0	0	0.529434298304039	0	0.278151905108954	0	0	0	0	0	0.00302000591046725	0	0	0.0797505644117186	0.00294757295245252	0.0137032760133984	0.0813368107552977	0.0236376786106485	0.371110103033733	0.0222506350834174	0.591642483411394	0.0619703641326693	0	0	0.0335925429839242	0.0569604606504955	0.0495624640270577	0.0073093542001762	0.013377625359487	0	0	0.0175944278713929	0	0.0821391624106094	0.44496632298548	0	0	0.059251965724799	0.0490192023858063	0.0529046449584506	0	0.0291946962805713
NS40	0.0528494117694494	0	0	0.0267282589414198	0	0.219925053946621	0.100380940429114	0.406464027249583	0	0	0	0.0144961564477431	0	0.047204316210018	0	0.227159427284826	0.189557620417744	0	0.0753341535393433	0.0147191433405322	0.0593224811366072	0.147246474530059	0.186328862765741	0.564066215725291	0.180702022378002	0.00586049215080567	0	0.027532034568565	0.0329461365742401	0	0.00870618872330485	0.0202509368066109	0	0.010821948056525	0.184361410745666	0	0.180466257499291	0.469308992236831	0.0470508937304852	0	0.0360014352467265	0.00706891664163728	0.128684727687211	0	0.133231132695171
NS41	0.0518449865076117	0	0.030629995244346	0.00570018152716508	0	0.3148653537726	0.113758700516346	0.0927476917702275	0	0.0106018291610514	0	0.002167328271664	0	0.0357789841378301	0	0.0400694462552903	0.0551668927000582	0	0.0158306267166318	0	0.062363638807428	0.0564763113987302	0.151240470149222	0.467288248425229	0.0660827981424079	0	0	0.0507780160732999	0.0492877300622503	0	0	0.00155225645089172	0	0.0051388090724505	0.694850663584768	0	0.216620603002149	0.389687965397473	0.02696235162851	0	0.0208604907018556	0.0184264560396246	0.16533077770232	0	0.0393231151613096
NS46	0	0.00312552050641163	0.035135693977108	0	0.00646066545686945	0.380004074359601	0	0.294213380399531	0	0.0122234745825108	0	0	0.0360022183615495	0.0485896650803163	0.00518184413109574	0.0512015114082516	0.00881970017511784	0.0045021314617747	0.128862337993438	0.0344406176461908	0.1347835052331	0.469947193362846	0.0872503121705918	0.573550493158718	0.0291973057507606	0	0	0.0578213763312848	0.02786735073547	0	0.019022530024709	0.0343273400093805	0	0.0134019125335464	0.0788168771718353	0	0.0381788484372172	0.471501054719077	0	0.0172401215319392	0	0.0152526052025676	0.0633680483781885	0	0.0494023477085932
NS51	0.00368923607161089	0.00514639082831282	0	0.0110595963730819	0.0175293205552499	0.125887750831704	0.0188597596043168	0.340519269497795	0.0358218712689248	0.00430292509102329	0	0	0	0.206229515031481	0	0.0334269046454674	0.208992156568769	0.00216565878251489	0.0600215731374661	0.0721930641265204	0.0550852635011087	0.211794694322367	0.0266243987296055	0.756202684626653	0.049119528303659	0	0.00628598434178765	0	0.00594254900418971	0.0053105552449275	0.0400492433586307	0.0818904906123326	0.0202732480214752	0.0232499260822225	0.0196815654117843	0	0.00698584652509338	0.50384672879824	0	0	0.102740591567672	0	0.0261888788134236	0.00981418043344888	0.0181269458154935
NS55	0	0.00473641965947563	0.0121882536606339	0	0	0.235133015531763	0	0.209442469857428	0	0	0	0	0.00787304964871499	0.0424578123819395	0	0.0410191428469822	0.133696482459791	0	0.0779274439162466	0.0229051076019392	0.100031993128964	0.319214076299621	0.0210198125683833	0.725627964336549	0.0160720467164021	0	0	0.023802127709371	0	0	0	0.0355230991897808	0	0	0.00488189223331376	0	0.00724362688943454	0.596306312660614	0	0	0.0835664958820711	0	0	0	0.0253540388963822
NS58	0.0152842463708441	0.0354610327346116	0	0.00435863911667175	0.0350548073553065	0.0279458241162749	0	0.267164733308712	0.0323610413874577	0	0.00513776459978846	0	0	0.0201663571911979	0.00570228335623481	0	0.147499029815282	0	0.048566147402814	0	0.143933044611196	0.135878361208729	0	1.12229487161665	0.00411237015746807	0.00122556450342556	0.00848122631177541	0	0	0.0111019427023151	0	0.0422334595622505	0	0	0.0745211629118322	0	0.00330204515518028	0.158617649416209	0	0	0.133741948479055	0	0.00559642447776112	0	0.0103067490876436
NS6	0	0	0.00293312154640898	0	0.0125714009396386	0.668649308651967	0	0.00395210499562223	0	0	0	0	0	0.114006807089859	0	0	0.0983369176206036	0	0.0610450721534811	0	0.0413604895144139	0.313735562288448	0.0430167789695261	0.537780551867487	0.00873973234101796	0	0	0.074022318286423	0.042567027652828	0.00670470497574232	0.0407571140237017	0.028383329534949	0	0.028003097282632	0.0571547691557169	0.00523725413889713	0.225565874527964	0.359389167484321	0	0	0.0409092758947186	0.0198819089318228	0.196287398643561	0.013647915300585	0.00862270680400704
NS62	0.00174797714710603	0.00333107244010351	0.101952291509428	0	0.00377606926310018	0.0994717692226687	0.0188159980943054	0.211410200268225	0	0	0	0	0.0158681613370112	0.0387450274396203	0	0.0425422990758129	0.0038394190494409	0	0.0860781767961923	0	0.0646479959731641	0.205208375643456	0.0628431557408622	0.869295716146002	0.0247800500472585	0	0	0.00976272100887681	0	0	0	0.0542662982810609	0	0	0	0	0.0834993968987419	0.552320797678318	0	0	0.059932900306804	0	0.0422714705475526	0	0
NS67	0	0.0292408771259741	0.0837978132777439	0.00451955587761869	0.0167523014104851	0.104801958342662	0	0.473297269204887	0.0195116014943521	0	0	0	0	0.0448282517234719	0.00166945102049646	0.00495315043925983	0.172594532677232	0.00891048577799943	0.0862469933006786	0.0441235831784908	0.0563265999388022	0.169542517490295	0.112527330492971	0.566938143109408	0.171774527223395	0	0	0	0.0160134886092086	0.00221676389284518	0.023114814814226	0.0573033480042425	0	0.0026465729824469	0.0958595055066151	0	0	0.548063510869993	0	0	0.0518033980792365	0	0.0207736276369591	0	0.290494357970427
NS7	0.014483046366112	0.0304614096653902	0	0.0044737467149494	0.0146309829890195	0.0985984540333216	0	0.491650584139937	0	0	0	0	0	0.0436515826430808	0.00461740986955675	0	0.237441619462187	0.00777382337049355	0.0484732087626422	0.0193427159184619	0.0825467309634759	0.223202617636139	0.0707975337133149	0.427566299292864	0.342316391847642	0	0.00564891369202732	0.0187325545720114	0.0100336849885441	0.0222637259180899	0	0.193858473462602	0	0	0.214491211626053	0	0.149221444745781	0.494525784384837	0.0333905767827901	0	0.0940569259765042	0.00923491818815337	0.0329201935900175	0	0.137419785375685
NS70	0.0302275491031287	0.00867084747993282	0	0.00460517728268737	0.00628009486377816	0.0996031526821984	0	0.268392497322055	0.0324317172948923	0	0	0	0	0.00698838908614109	0.00750706446167435	0	0.190189746786576	0	0.0468956763158883	0	0.0463415167752815	0.37065368841568	0.0310010882083641	0.777833075255592	0.00739353540014937	0	0.00745261819140845	0	0.0181233202583426	0.00577329448708709	0	0.0245199835771149	0.0145234588731137	0	0.331947010761677	0	0.00295102923889181	0.360967123173928	0	0	0.141234111853648	0	0.0275998698930948	0	0.00974750724665025
NS71	0.0373946217745958	0.0185761410747718	0.163699523862305	0.00693371038339965	0	0.253032833591703	0	0.513080406200677	0	0	0.0047271302552667	0	0.0211315983412665	0.134731989739657	0.0056357299796053	0.0645604826192002	0.208347868593572	0	0.0702209781307193	0	0.203636567748483	0.294742756952567	0.0741063112141721	0.448581225111243	0.0207711454059475	0.00526556251644769	0.0054318645208236	0.0106826370178608	0.287031770889303	0	0.00598666498030163	0.107172668554108	0	0	0.0119445163375543	0	0.038540245309241	0.43052430430961	0	0	0.0966163174465367	0	0.0377782413676317	0	0
NS72	0	0.050532816647104	0.0439024318810302	0.0655734955273867	0.0317353682235487	0.0197666850779964	0	0.649988138706794	0.00243662487420684	0	0.00840579749014975	0	0	0.0150522976238395	0.0198480935788104	0.00677389591759493	0.256613663811385	0	0.0310168459949717	0	0.0674131840671007	0.264870363222431	0.00307189292628459	0.479854366031293	0.458596494142393	0	0.00715498895432435	0	0.00645283802680791	0	0.00907173470107786	0.0321051533309935	0	0	0.0675750416903684	0	0.00351370654548487	0.176536141382909	0.0492556462536583	0.00303972552218878	0.169209457450877	0	0.00691180324647197	0	0.0886355735142296
NS77	0.224957428155336	0	0	0.00336373475245405	0.00551869538510597	0.388864695528414	0.062389613705566	0.0956697482833489	0	0	0	0.00986726801065802	0	0.167001478776032	0	0.0163747494864182	0.101191652471069	0.0178703428199162	0.0207789246504635	0.176728307841446	0.0444225112937988	0.183568986300774	0.164227574930927	0.35989866768527	0	0	0.00750969481087627	0.053013336489749	0.090171858025672	0.0076629726587601	0	0.0185772639882174	0	0	0.523212702360644	0	0.1835446891845	0.479036000851381	0	0	0.0859116702350708	0.0220987422446026	0.151116599050121	0	0.0144614903329281
NS78	0	0	0	0.0179387229637159	0.00855207851401807	0.0312828230527496	0	0.389090374185908	0.0192343823415281	0	0.00466017291293672	0	0	0.0236457553277087	0	0	0.186527809618102	0	0.0470562770205986	0	0.3310508556811	0.391470720002436	0.0608024401082676	0.683526836483166	0.0564681904435065	0	0	0	0.00444762889593692	0	0	0.0906188663907615	0.00870283764472193	0	0.0855063966636149	0	0.0194626738703751	0.319305129263373	0	0	0.215349904046036	0	0.00853437556320482	0	0
NS79	0.0122241307957483	0	0	0.00438458201566253	0	0.205639731089622	0	0.499414005384357	0.038837953215517	0	0	0	0	0.023192672180696	0	0	0.191760752643635	0.00607942711418433	0.0545585570168712	0	0.00769496149236131	0.382433787325888	0.0422041708082256	0.517294048225099	0	0.00333198934943782	0	0.0186212992355958	0.0186187174858896	0	0	0.0271876706545549	0.0185786545092201	0	0	0.0130826338432151	0.0873662056554956	0.564885461745282	0	0	0.0460657362011141	0.051891074287258	0.028074341119382	0	0
NS81	0	0.00662132332340422	0.0102982812614425	0	0	0.0255181445683677	0	0.260807499821029	0.0492561735632938	0	0	0	0	0.0607875821445384	0	0.0639429462823044	0	0	0.0816681027751956	0	0.0867368067165577	0.318667818927865	0.0142169794409953	0.892890457151664	0.0113877596741603	0.00391978877042344	0	0	0	0	0.00354039328313912	0.172765705569883	0.0237336107015164	0	0	0	0.012949601078666	0.412007889920135	0	0	0.106660313243816	0	0.00559529054980877	0	0.0340344270411248
NS83	0.115701545525137	0.020652402010982	0.0773356876338706	0.00736814273688001	0.016540212770538	0.130360901931422	0.0253550997733966	0.25133601862059	0.0102514919890212	0	0	0	0.0092588355309533	0.0697270208089989	0	0.00624927067062023	0.302422562445334	0.00877009510511811	0.0647381322776583	0.0435058306717276	0.299055832304445	0.220237039658643	0.0647413310198671	0.591043028627969	0.135925852019585	0	0	0.021205124681536	0.152006565947198	0.00245187209848024	0	0.0827770859666612	0.00445766179273807	0	0.146390973889798	0.00593669708061596	0.0729378496317901	0.511294737315204	0	0	0.182769594809377	0.0193012958318012	0.0578981470705876	0	0
NS86	0	0.00893437778767626	0	0.0135172616003538	0.0176041113106671	0.0414614645790977	0	0.328964938578939	0.0241423461616883	0	0	0	0	0.0107197986924806	0	0	0.120718336392524	0	0.0177683801761008	0.00587436447267692	0.0586521896643355	0.131808979449563	0.0516561564207193	0.735779739736597	0.133700786489028	0	0.0138463726509426	0	0.037164211064478	0.0172000923981272	0	0.0376399417548372	0	0	0.117506373545507	0	0.0673906850459477	0.621271599772695	0	0.0135623184462099	0.15449407168564	0	0.0210855450012058	0	0.038812049204067
NS9	0.0774789812834627	0	0.00193975730081844	0	0	0.341579300654388	0	0.0461614466313669	0	0	0	0	0	0.112034220272611	0	0.0083950835114728	0.103754159952195	0.0266315156626232	0.0403893506661499	0.0237539576958156	0.0603494817102269	0.542043786484586	0.085526032488932	0.578755877139357	0.00495185467977236	0.00163200914112741	0	0.0986635675967634	0.0783018964393084	0	0	0.0295505004393826	0	0	0.0315285647659615	0	0.205871656608473	0.44995720473621	0	0	0.0920117418129242	0	0.142237533661591	0	0
