#Classification	SRR20002413_bracken_P.kreport
k__Bacteria	17147
k__Bacteria|p__Proteobacteria	12145
k__Bacteria|p__Firmicutes	3868
k__Bacteria|p__Actinobacteria	980
k__Bacteria|p__Deinococcus-Thermus	44
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	100
k__Bacteria|p__Fusobacteria	6
k__Bacteria|p__Chlamydiae	1
k__Eukaryota	3776
k__Eukaryota|k__Metazoa	3126
k__Eukaryota|k__Metazoa|p__Chordata	3126
k__Eukaryota|k__Fungi	118
k__Eukaryota|k__Fungi|p__Basidiomycota	109
k__Eukaryota|k__Fungi|p__Ascomycota	9
k__Eukaryota|p__Apicomplexa	510
k__Eukaryota|k__Viridiplantae	20
k__Eukaryota|k__Viridiplantae|p__Streptophyta	20
k__Viruses	4
k__Viruses|k__Heunggongvirae	4
k__Viruses|k__Heunggongvirae|p__Uroviricota	4
