#Classification	S-17-POLJUN-G_bracken_P.kreport
k__Bacteria	24617
k__Bacteria|p__Proteobacteria	20908
k__Bacteria|p__Cyanobacteria	3152
k__Bacteria|p__Actinobacteria	280
k__Bacteria|p__Acidobacteria	243
k__Bacteria|p__Bacteroidetes	32
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	1456
k__Eukaryota|k__Viridiplantae	1447
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1447
k__Eukaryota|k__Fungi	8
k__Eukaryota|k__Fungi|p__Basidiomycota	8
