#Classification	SRR20002378_bracken_P.kreport
k__Bacteria	510688
k__Bacteria|p__Proteobacteria	410234
k__Bacteria|p__Firmicutes	74836
k__Bacteria|p__Actinobacteria	24103
k__Bacteria|p__Deinococcus-Thermus	225
k__Bacteria|p__Cyanobacteria	38
k__Bacteria|p__Tenericutes	4
k__Bacteria|p__Bacteroidetes	1183
k__Bacteria|p__Verrucomicrobia	23
k__Bacteria|p__Chlamydiae	4
k__Bacteria|p__Planctomycetes	4
k__Bacteria|p__Fusobacteria	31
k__Eukaryota	10933
k__Eukaryota|k__Metazoa	4159
k__Eukaryota|k__Metazoa|p__Chordata	4159
k__Eukaryota|k__Fungi	2856
k__Eukaryota|k__Fungi|p__Basidiomycota	2365
k__Eukaryota|k__Fungi|p__Ascomycota	491
k__Eukaryota|k__Viridiplantae	3777
k__Eukaryota|k__Viridiplantae|p__Streptophyta	3777
k__Eukaryota|p__Apicomplexa	139
k__Archaea	59
k__Archaea|p__Euryarchaeota	59
k__Viruses	61
k__Viruses|k__Heunggongvirae	61
k__Viruses|k__Heunggongvirae|p__Uroviricota	61
