feature	Alcaligenaceae	Alicyclobacillaceae	Bacillaceae	Burkholderiaceae	Burkholderiales.unclassified	Comamonadaceae	Corynebacteriaceae	Enterobacteriaceae	FGB1056	FGB796	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002368	0.0102801662613339	0	0	0.0242013785647441	0.0554570500284965	0	0	0	0.0124303981579538	0	0	0	0.0247774561833587	0	0	0.0878044107627612	0.187047208198473	1.35273393429422	0	0
SRR20002369	0	0	0	0	0	0	0	0.891757579200868	0	0	0.345173798762148	0	0	0	0.078870367048437	0	0	0.550609831270611	0	0
SRR20002371	0	0	0	0	0.0728679067639894	0	0	0.1131131239065	0	0.139846273928457	0	0	0	0	0	0.553633770273729	0.454392969659968	0.666722313570861	0.304359393435263	0.1460891652505
SRR20002373	0.122863799513462	0.0418303301435122	0.0701777133063661	0.136272944288643	0.2837474701046	0	0	0	0.0329375435329966	0.0692007315178876	0	0	0.153864285899104	0	0	0.255118395643126	1.06050457920639	0	0	0.165098220777616
SRR20002375	0	0.0204333628290913	0.0237594201289104	0.114586764687913	0.26896929844004	0	0	0	0	0.0534312768247213	0	0	0.100702305404371	0.0202659484164645	0	0.389219830166249	1.04090895221008	0	0	0.116148382851101
SRR20002377	0	0	0	0	0.078883828693217	0	0	0	0	0	0	0	0	0	0	0.226207489485721	0.294752617309668	1.18599726115296	0	0
SRR20002378	0	0	0	0.093098209024937	0.283590550159394	0	0	0	0	0	0	0	0	0	0	0.211613168710134	1.2003770588394	0	0	0
SRR20002379	0.037453662060871	0	0	0.146890791007652	0.307123254557674	0	0	0	0	0	0	0	0.0840045039055547	0.0590602403536274	0	0.159500039684561	1.17313920419935	0	0	0
SRR20002380	0	0	0.0223514048740308	0	0.0154933047680464	0	0	0	0	0	0	0	0	0	0	0.00212474736532701	0.0812193988482733	1.48509860545776	0	0
SRR20002382	0	0.0546898954894916	0.114267789835681	0.158944227621318	0.209897604716407	0	0	0	0	0.160294224080313	0	0.035818497138645	0.0681906319328457	0	0	0.389403483885058	0.961431310425432	0.00961135232104407	0	0.262845064642062
SRR20002384	0	0.00845008063595928	0.0202718342981329	0.0374663997217724	0.0839714465874784	0	1.23098195214949	0	0	0.0583927478570336	0	0	0.0245803322879899	0	0	0.124084786061878	0.283055861993668	0	0	0.0696643222119283
SRR20002386	0	0	0	0.0305042328584933	0.242732153420902	0	0	0	0	0	0	0	0	0	0	0.404147700057983	1.09068037745097	0	0	0
SRR20002388	0	0.00895045904708672	0.0189267152005849	0.143034933889702	0.292215809927235	0.0194288996403316	0	0	0	0	0	0.0811997240321886	0.087179583107241	0.033986564700384	0	0.266658357428684	1.10987588276799	0	0	0.0947370091942673
SRR20002391	0.0414861570934598	0	0	0.132743706832536	0.230488528997304	0.0189486376425287	0.026534665442121	0	0.0899451756719136	0	0	0.0372329314242738	0.12757555459989	0.0615929900920875	0	0.661683291144909	0.80593849918036	0	0	0
SRR20002394	0	0	0	0	0	0	1.47503735939803	0	0	0	0.0095726422918363	0	0	0	0	0	0.017044504648581	0.0937302700668578	0	0
SRR20002396	0	0.0242136556985309	0.0443617819689865	0.122530706158673	0.26250331040799	0	0	0.417824187787753	0	0.0638657795559869	0	0.0372249553189124	0.140995414850301	0.0418032035787566	0	0.250822023706582	0.897013771962388	0.0385986505136145	0.174935481511353	0.14006045039275
SRR20002397	0.118948510623343	0	0	0.13090834237361	0.288257300350982	0.00826295940508818	0	0	0	0	0	0.277675630242443	0.12262209128919	0	0	0.271441590845132	1.0199036559818	0	0	0
SRR20002401	0	0	0	0.0936203674664196	0.190146132785222	0.021503911232338	0.0196936103955551	0.080981633219353	0	0	0	0.00848214677181271	0.0921997161110115	0	0	0.388581354483599	0.65732333413507	0.31234633015329	0.610130563687152	0
SRR20002402	0	0	0	0.125099688775009	0.278262943962719	0	0	0	0	0	0	0	0	0	0	0.243052629051068	1.17458169042388	0	0	0
SRR20002403	0	0	0	0.239408866121546	0.281676878181971	0	0	0	0	0	0	0	0	0	0	0	1.19676578246328	0	0	0
SRR20002406	0	0	0.0324016706985183	0.0658956144469476	0.164816915664618	0	0	0	0	0.0695965948976526	0	0.0438217735307464	0	0	0	0.692051055779375	0.825457228167511	0	0	0.117443130173441
SRR20002410	0	0	0	0.0568680183712582	0.124298277347207	0	1.09494543500097	0	0	0	0	0.0188804356161191	0.0316094199896296	0	0	0.086803013767581	0.441236929351516	0	0	0
SRR20002412	0	0	0	0.0839339281855468	0.141288113332221	0	0.322748178151804	0	0.0623035720983224	0	0.0533213946340305	0.0958556510746065	0.0432641090014719	0.00968036181389223	0.0993342696705715	0.23748964250757	0.490672695703541	0.824293747848362	0.169970656989449	0
SRR20002416	0.030146678536426	0	0	0.0232651250808742	0.258420159399661	0	0	0	0	0	0	0	0.201015921513079	0	0	0.225101232003075	1.1641516514746	0	0	0
SRR20002417	0	0	0	0	0.123370929218658	0	0	0	0	0	0	0	0	0	0	0.100019500940099	1.41165171741274	0	0	0
SRR20002419	0	0	0	0.193707322582947	0.231944099218788	0.0378639161308031	0	0	0.0752378107751306	0	0.0134813909987002	0	0.105654312753078	0.0423722325803738	0	0.655705200384502	0.802838629377488	0.0270284729227024	0	0
SRR20002420	0	0	0	0.0321203107824248	0.251826603949301	0	0	0	0	0	0	0	0	0	0	0.271885290023758	1.19421289559132	0	0	0
SRR20002421	0	0	0	0.0242608039448459	0.0856066999845552	0	0	0	0	0	0	0	0.0217102732087869	0	0	0.202798547481551	0.491297679919985	1.02270310805909	0	0
SRR20002422	0	0	0	0.0608408464636266	0.10259344279314	0.00380110755122339	0.0140970253602719	0	0.0755706929619913	0	0.00426673531550048	0	0.0397496735278053	0.0204544912268391	0	0.593278293214094	0.323841523536368	0.8395932025751	0.0999944286846006	0
SRR20002425	0	0	0	0.154491322080301	0.285902213297797	0.0467937381589498	0	0	0	0	0	0.160862483607247	0.162013805112026	0.0580072356559672	0	0.282810968690695	1.0603225082087	0.0202552400661618	0	0
SRR20002427	0	0	0	0.022638929234751	0.0473038698258632	0	0.180438840590556	0	0	0	0.0124253637338542	0.0164672399723985	0.0222334896762128	0.00670113833267505	1.32146622131309	0.0382377509207569	0.145222617090768	0	0.0506705456001099	0
SRR20002430	0	0	0	0.175751328602557	0.130062529016141	0	0.0174296803689264	0	0.0105681277185918	0	0	0.143215006053173	0.0265923839529251	0	0	0.379751502967621	1.09419433047228	0.00724861280966737	0.0641816437268034	0
SRR20002433	0	0	0	0.110475230420308	0.214697234504421	0.00534816713967657	0	0	0.105128411044072	0	0	0	0.125522520163075	0.0438992862130881	0	0.710945962167487	0.77182989007497	0.0394895703688963	0	0
SRR20002435	0	0	0	0	0.0168056787057341	0	1.4307736392357	0.0937660277660748	0	0	0.0438130576389301	0	0	0	0	0.0242973126157905	0.0881391693996466	0	0	0.0131456776076892
SRR20002439	0	0	0	0	0.115510915481072	0	0	0	0	0	0	0.347954008019253	0	0	0	0.435056612375585	0.983351474313208	0	0	0
SRR20002441	0	0	0	0	0	0	0	1.48940469298408	0	0.00625265160348454	0.0168148913298378	0	0	0	0.0175171516999585	0	0.0330570149600668	0.069214318269302	0	0.0102962627920244
SRR20002442	0	0	0	0.122476601245145	0.325762728741334	0	0	0	0	0	0	0	0.138549265687247	0.0392179456951163	0	0.189915004786638	1.14104529710595	0	0	0
SRR20002443	0	0	0	0.08959513503554	0.144365524824763	0	0.732397744976158	0	0.102391203217909	0	0	0.0141920940547517	0.07052692503688	0.0161639548313134	0.0240749318208451	0.398270527665628	0.472812344416395	0.397633868582983	0	0
SRR20002446	0.183177974267309	0	0	0.0307593529546111	0.0955270059021344	0	0.0155888009427684	0	0.0182409750538782	0	0	0.0858292585580276	0	0	0	0.390330518915823	0.39538119501628	0.434862104746815	0.763637617058732	0
SRR20002448	0	0	0	0.124248434649812	0.246991229002419	0	0	0	0	0	0	0.0822205119447553	0.125074202237783	0.0320882235410565	0	0.396204684670149	0.869003743991936	0.139327231760412	0.397830368256826	0
SRR20002450	0.0179924037313938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0885487400426649	0.0541354253712285	1.46537817359276	0	0
SRR20002455	0	0	0	0.14688084579435	0.270709973423803	0	0	0	0.033500403439144	0	0	0	0.152943523317407	0.0349491221280215	0	0.43199041414902	0.997968684072299	0	0	0
SRR20002456	0	0	0	0.0815653861251953	0.252464190724243	0	0	0	0	0	0.130234322366567	0	0.0736063478718004	0	0	0.129789669215031	1.23584649851679	0	0	0
SRR20002459	0	0	0	0.0855136697963818	0.205981533035211	0	0	0	0	0	0	0	0.196658543699597	0	0	0.159241948151453	0.708282584687463	0.749728678599702	0	0
SRR20002464	0	0	0.0345905748435994	0.119653005298129	0.319672806886789	0	0	0	0	0.0740796004007304	0	0	0	0	0	0.263048114323057	1.10077586463011	0	0	0.133930018189876
SRR20002465	0	0	0	0.0350919298372206	0.0559832972493245	0	1.31619337539207	0	0	0	0	0	0.0152715791055682	0.006886352162393	0.156119782344133	0.0557882146379456	0.173848351246068	0	0.0398418997742846	0
SRR20002466	0	0	0	0.0765929087824614	0.208653254386469	0	0	0	0	0	0	0	0.0707653239251966	0	0	0.231170615981206	0.703638046962114	0.760527052659403	0	0
SRR20002468	0.0455864562121527	0	0	0	0	0	0.986887211761774	0.569822507780783	0	0	0	0	0	0	0.0759351989116465	0	0.00483231022390226	0.0709367457609719	0	0
SRR20002473	0	0	0	0.0369973430595759	0.0689611607118743	0.00551264709282136	0.00597456320682318	0	0.00493065645951762	0	0	0	0.0260267717119245	0.0111386402881054	0	0.064512199071921	0.225467332912141	1.3141449487587	0.0574103726133845	0
SRR20002474	0.0662830402220694	0	0	0.183082641271266	0.262850527396196	0	0	0	0	0	0	0.269343096846684	0.087690547177066	0	0	0.268154335037905	1.0185750752744	0.126001822542123	0.0753441703799873	0
SRR20002475	0.0870688658113798	0	0	0.144014696551169	0.244839269993629	0.060059663248285	0	0.0325265646645796	0.0447755243022721	0	0	0	0.112259835715864	0	0	0.413754516179209	0.927858028196213	0.0691434955679011	0.299255177751812	0
SRR20002477	0	0.0295662318450866	0.0266668257834045	0.138185786437326	0.2886777899705	0	0.106453726134721	0	0	0	0	0.0603238165815554	0.123774065032335	0	0	0.323069991574726	1.04249279576828	0	0.110302655675295	0.0971287186944815
SRR20002478	0	0	0	0.102692400418407	0.192982844804026	0	0	0	0	0	0	0	0	0	0	0.257812912833401	1.20759251482507	0	0	0.118252058626749
SRR20002479	0	0	0	0	0.0348895670321786	0	0	0	0	0	0	0	0	0	0	0.0996370171017509	0.395240707134705	1.16015321794672	0	0
SRR20002481	0	0	0	0	0	0	0	0	0	0.342600532084264	0	0	0	0	0	0	0.813200252392517	0	0	0.642832381394905
SRR20002482	0	0	0.0375258513123115	0.0974281072549464	0.270104583535906	0	0	0	0	0.113820369681183	0	0	0	0	0	0.294060119438801	1.11131186991281	0	0	0.133452138127493
SRR20002486	0	0	0	0.152371259022515	0.285791196651461	0	0	0	0	0	0	0.0200752325612753	0.0908196437841068	0	0	0.374437611556997	1.05308840375612	0	0	0
SRR20002487	0	0.0252816191552282	0.0526220547948635	0.119061637141535	0.211947714828408	0.0210561031304598	0	0	0	0.0869731843548797	0	0	0.10294239904139	0	0	0.336394578702032	1.09949199160388	0	0	0.130321338233474
