feature	Alcaligenaceae	Alicyclobacillaceae	Bacillaceae	Burkholderiaceae	Burkholderiales.unclassified	Comamonadaceae	Corynebacteriaceae	Enterobacteriaceae	FGB1056	FGB796	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002340	0	0	0	0.0567333152167577	0.241322821658905	0	0	0	0	0	0	0	0.110833713243983	0	0	0.256911391646617	1.19145565636069	0	0	0
SRR20002343	0	0.0483717940352403	0.083783713096543	0.093075946013154	0.224451917276384	0	0	0	0	0.144448045436875	0	0.0142370810967236	0.136999038545336	0.00891226527330207	0	0.369083896178767	0.780058983102867	0.49614129878135	0	0.204922011038895
SRR20002345	0.306288881224512	0.027574926883646	0.0295395208736832	0.0966720957542142	0.194787752199362	0	0	0	0.236803274329595	0.0309854980142567	0	0.0395795085626706	0.14922773402705	0.00585198152959231	0	0.716893208983825	0.620464765917928	0	0	0.106126337993616
SRR20002351	0.0705769479578755	0	0	0.123765903349124	0.205988520934395	0	0.0136108199196578	0	0.145747442881518	0	0	0.0693257675242575	0.119117619772029	0.0272724945495028	0	0.670422937279959	0.728727779672295	0.105797616775467	0.23972032394769	0
SRR20002352	0	0	0	0.0236974866866701	0.0601285596949064	0	0	0	0.0140033545058716	0	0	0	0.0155906890256956	0	0	0.113333800163026	0.218048359144324	1.30952412995291	0.0502832201614859	0
SRR20002353	0	0	0	0.134106426435644	0.299756046561057	0	0	0	0	0	0	0	0.133283286739854	0.0361254779204587	0	0.24820681375126	1.12696424452298	0	0	0
SRR20002355	0	0	0	0.114962593380097	0.269614971230455	0	0	0	0	0	0	0	0.137056152486108	0	0	0.451913146164122	0.998304952302352	0	0	0
SRR20002356	0	0	0	0	0.0376663817580613	0	0.00834299676905674	0.0334350801498612	0	0.0449770904454537	0	0	0	0	0	0.151010106857212	1.38166596262563	0	0.0640192399318889	0.0632478756960705
SRR20002360	0	0	0	0.131684197043467	0.266104803948574	0	0	0	0	0	0	0	0.0964068019334852	0	0	0.478102111525955	0.983165033151726	0	0	0
SRR20002363	0	0	0	0.0296558219405503	0.0622037101189757	0	0	0	0	0	0	0	0.00759651267026602	0.00245069031929304	0	0.0450719813798713	0.196314166091069	1.33932110082373	0.0881287081102677	0
SRR20002365	0	0	0	0.0786839735123978	0.222072240577247	0	0	0	0.0442653154317639	0	0	0.168723028318365	0.0776070294998481	0.00775436357588392	0	0.650685364759633	0.827620737265479	0	0	0
