#Classification	SRR20002383_bracken_P.kreport
k__Bacteria	16649
k__Bacteria|p__Proteobacteria	9617
k__Bacteria|p__Deinococcus-Thermus	1436
k__Bacteria|p__Firmicutes	4918
k__Bacteria|p__Actinobacteria	635
k__Bacteria|p__Bacteroidetes	37
k__Bacteria|p__Verrucomicrobia	3
k__Eukaryota	2467
k__Eukaryota|k__Metazoa	2375
k__Eukaryota|k__Metazoa|p__Chordata	2375
k__Eukaryota|k__Fungi	70
k__Eukaryota|k__Fungi|p__Basidiomycota	70
k__Eukaryota|p__Apicomplexa	15
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Viruses	8
k__Viruses|k__Heunggongvirae	8
k__Viruses|k__Heunggongvirae|p__Uroviricota	8
