#Classification	GQ12_bracken_F.kreport
k__Bacteria	1481801
k__Bacteria|p__Firmicutes	683327
k__Bacteria|p__Firmicutes|c__Bacilli	615751
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	615564
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	533334
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	13171
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	133
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	62
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	68863
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	186
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	185
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	1
k__Bacteria|p__Firmicutes|c__Negativicutes	66236
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	65033
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	65033
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	1202
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	1202
k__Bacteria|p__Firmicutes|c__Clostridia	1177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	1177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	957
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	28
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	31
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	16
k__Bacteria|p__Firmicutes|c__Tissierellia	161
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	161
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	161
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	1
k__Bacteria|p__Actinobacteria	364996
k__Bacteria|p__Actinobacteria|c__Actinomycetia	363691
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	273802
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	273779
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	18
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	48891
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	48891
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	34475
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	34475
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	6291
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	6291
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	230
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	230
