feature	Acetatifactor	Acidaminococcus	Actinomyces	Acutalibacter	Adlercreutzia	Agathobacter	Agathobaculum	Akkermansia	Alistipes	Amedibacillus	Anaerobutyricum	Anaerofustis	Anaeromassilibacillus	Anaerostipes	Anaerotignum	Anaerotruncus	Angelakisella	Avimonas	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Bittarella	Blautia	Bradyrhizobium	Butyricicoccus	Butyricimonas	Campylobacter	Carnobacterium	Casaltella	Catenibacillus	Catenibacterium	Christensenella	Clostridium	Colidextribacter	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Desulfovibrio	Dialister	Dielma	Diplocloster	Dorea	Dysosmobacter	Eggerthella	Eisenbergiella	Emergencia	Enterocloster	Erysipelatoclostridium	Escherichia	Eubacterium	Evtepia	Faecalibacillus	Faecalibacterium	Faecalicatena	Faecalitalea	Fenollaria	Flavonifractor	Flintibacter	Fusicatenibacter	Fusobacterium	Geddesella	Gemella	Gemmiger	Gordonibacter	Haemophilus	Holdemanella	Holdemania	Hungatella	Hydrogeniiclostidium	Hydrogenoanaerobacterium	Intestinibacillus	Intestinibacter	Intestinimonas	Lachnobacterium	Lachnoclostridium	Lachnospira	Lacrimispora	Lactobacillus	Lactococcus	Lactonifactor	Lawsonibacter	Ligilactobacillus	Limosilactobacillus	Longicatena	Massiliimalia	Massilimicrobiota	Massilistercora	Mediterraneibacter	Megamonas	Megasphaera	Merdibacter	Mogibacterium	Monoglobus	Neglectibacter	Neobittarella	Odoribacter	Oliverpabstia	Olsenella	Oscillibacter	Oxalobacter	Parabacteroides	Paraprevotella	Pararuminococcus	Parasutterella	Peptoniphilus	Phascolarctobacterium	Phocaeicola	Phocea	Porphyromonas	Prevotella	Pseudoflavonifractor	Pseudomonas	Pseudoruminococcus	Pullichristensenella	Pusillimonas..ex.Kitahara.et.al..2021.	Ralstonia	Raoultibacter	Romboutsia	Roseburia	Rothia	Ruminiclostridium	Ruminococcus	Ruthenibacterium	Sellimonas	Senegalimassilia	Slackia	Solobacterium	Sphingomonas	Staphylococcus	Streptococcus	Subdoligranulum	Sutterella	Terrisporobacter	Turicibacter	Tyzzerella	Veillonella	Vescimonas	Waltera
NS10	0.000126633065021691	0.00016926201760325	0	0	0.000117856515960781	0	0.00335138794854435	0	0.000373630231450137	0.000517816394593646	0.0167017728629103	7.27199779332481e-05	0	0.0347250432558489	0	0	0	0	0.0028335715539507	0.000218159933799744	0.0760588279545625	8.65116978861055e-05	0	0.244880764312044	0	0.00308934526944006	0	0	0	0	0	0	0	0.0632563504601419	0	0.0962737280272825	7.89889415481832e-05	0	0.0415481832543444	0	0.0291857870056922	0	0	0.0359236690990246	0	0.0104804533714486	0	0	8.52579051631184e-05	0.00105945485092405	0.00029589508262494	0.0834135760676045	0	0.00164873743072795	0.0438639384137014	0	0	0	0.000478948820181048	7.52275633792221e-05	0.00456882068256476	0	0	0	0.00359838511497279	0.000984227287544823	0	0	0	0	0	0	0	0	0	0	0.00365480578750721	0.000127886857744678	0.0203452945159106	0	8.65116978861055e-05	0	0	0	0	0.000536623285438451	0	0.000343539206098448	0	0.0534404072318764	0	0.0378231650743499	0	0.000109079966899872	0	0	0.000986734872990797	0	0	0	0	0	0.000734722535670403	0.000545399834499361	0	0	0	0.000140424784974548	0.0401426816118759	0	0	0.00667393866445999	0	0	0	0	0	0	0.000180546152110133	0	0.00478196544547255	0	0	0.00572105619498984	0.00135284234810301	0	0.000423781940369618	0	0	0	0	0.000121617894129742	0.0215840417262218	0	0	0	0	0	0	0
NS11	0.000168064697383208	0.00176593353668326	0	0	0	0	0.00164929161984267	0.00250215724835447	0.0169030442286081	0	0.00222873856156686	0	0	0.00281194814576979	0	5.64396371809279e-05	0	0.000242063332798202	0.163259802937871	0	0.0236720380478407	0.00045904238240488	0	0.0129008468454005	0	9.40660619682132e-05	0.00693078744581795	0	0	9.2811847808637e-05	0	0.00811601982661743	0.000129184058436346	0.0135430044951035	0	0.00710386899983946	0	0	0.00248083560764168	0.00575057192165677	0	0	8.90492053299085e-05	0.00492404479049607	0.00176844196500241	0.000134200915074651	0	0	0.000299757184138706	0.000191894766415155	0.00152888706052336	0.00615693730935945	0	0	0.0400458039011077	0	0.000139217771712956	0	5.51854230213517e-05	7.02359929362659e-05	0.000642157649703002	0	0	0	0.00346664793706855	0.000106608203563975	0	0.000131692486755498	0.000303519826617435	0.000155522555787446	0.000249588617755659	0	0.000165556269064055	0	0	0	0.000164302054904479	5.76938513405041e-05	0.000235792262000321	0	7.02359929362659e-05	0	0	0.00182488160218334	0	0	0	0	0	0.0208964621126987	0	0.0390687710707979	0	0.000220741692085407	0	0.00224629755980093	0	0.00534796917643281	0.000285960828383368	0	0.0119652030823567	0.000645920292181731	0.0784561125381281	0	0	0.00012792984427677	0	0.00908051051533151	0.126950303018141	8.528656285118e-05	0	0.303475929121849	8.528656285118e-05	0	0	0	0	0	0	0	0.00522881883127308	0	0	0.0437193971745063	0.00357325614063253	0	0.000303519826617435	0	0.000121658773478889	0	0	0.000277181329266335	0.00982175108364103	0.00217731578102424	0	0	0	0	0	0
NS13	0	0	6.39563391391477e-05	0	0	0.000368689484449204	0.000486569795803712	0	0.0637594539382683	0	0.0641469541106996	0	0	0.0594505523445014	0.000127912678278295	0.000142961228663977	0	0	0.128622468238153	0	4.63996970225189e-05	0	0	0.3776972959009	0	0.00153746023107049	0	0	0	0	0	0.0528066173492229	0	0.0211770725302507	0	0	0.00086027546371481	0	0.00920845879017179	0	0.000239522760305435	0	3.13511466368371e-05	0.0148441409096096	0	0.00388001790777496	0.000214441842995966	0	0.00058689346504159	0.00335958887360346	0	0.00862908960032304	0	6.52103850046212e-05	0.0611635789967382	0.000221966118188807	0	0	0.000598179877830852	0	0.00930627436767872	0	0	0	0.00117504097594865	4.89077887534659e-05	0	0.000272127952807746	0.00078127057418998	0.000978155775069317	0	0	0	0.00066966049216284	0	0.000505380483785814	0.00428256663059195	0	0.00106970112324888	0	0	0.000144215274529451	0	0	0	0	0	0	0	0.00543252668923113	0	0	0	0.000116626265489034	0	0	0	0	7.90048895248295e-05	0	7.39887060629355e-05	0	0.000184344742224602	0	0	0	0.000130420770009242	0	0.0352913587461548	0	0	0.000606958198889166	0	0	0	0	0	0	0.00030974932877195	0	0.0191053887604885	0	0	0.0121228613815322	0.000329814062619526	0	0	0	0	0	0	0.0020904944577443	0.0303491639903238	0	0	0.000206917567803125	0	0	0	0
NS21	0	0	2.76053489127884e-05	0	0	0.000205785328258968	0.00159609108259395	4.14080233691826e-05	0.000302404049453728	0	0.00401532347822377	0	0.000237155042932591	0.0266755505698622	0	9.41091440208696e-05	0	0	0.207140499932869	0	0.00169020022661482	0.00115440549998933	0	0.0533874900087459	0	0.0022259949532403	0.00729534084449781	0	0	0	0	0	0	0.0599136454494464	0	0	0.000480584028799908	0	0.00522870404179952	0	0.00749359744123511	0.000498151069017137	0	0.00344063030540299	0	0.000939836651621752	0.000660018796733032	0	0.00246189520758595	0.000933562708687027	0.00179058331357041	0.00362131986192306	0.000568419229886053	0	0.1496799661709	0	0	0	0.0247105516427065	0	0.00123345718096686	0	0	0	0.000509444166299641	0	6.77585836950261e-05	0	0.00127235562716216	0.00397642503202848	0.000136771955976997	0	8.28160467383653e-05	0.00236778606356508	0	0	0.00177176148476624	0.00427506471572137	0.000539559092386319	0	0	0	0	0	0	7.77968923905856e-05	0	0	0	0.0297999741513551	0	0	0	0	0	0	0	0	0	0	0.000593515001624951	0	0.0126658359966221	0	0	0	0	0	0.177674299545641	0.000214568848367583	0	0.00106907987607708	0	0	0	0	0	0	0	0	0.15232882487794	0	0	0.00310183738692786	0.00312818794725371	0	0	0	0	0	0	0.00264132997551907	0.0232261367443506	0	3.76436576083479e-05	0	0.00315704808475344	0.00538931698092847	0	0.000150574630433391
NS25	0	0	0	0	0	0.000164260439315172	0.00539677046421756	0	0.00930641969921531	0	0.00257299558377659	0	0	0.00617293238739383	0	0.000101565615149076	0	0	0.27726409818511	0	0.00399616809234697	0.00459678450785817	0.000857665194592195	0.0341536324127225	0	0.00790832512031137	0	0	0	0	0	0	0	0.0684464473350938	0	0	0.000539175487828427	0	0.00742808276719907	0	0	0	0	0.00414412787737896	0.000239494228314487	0.000369899462579967	0.00100938666907415	0	0.0109690864361002	0.000852649608658908	0	0.0052274944389691	0.00223193574031302	0.00010407340811572	0.188143405633005	0	0	0	0.0485834731427912	0	0.00236359487106182	0	0	0	0.00544567242706711	3.00935155997262e-05	0	0	0.00776538092121267	0.000831333368442435	0.000442625458612639	0.000243255917764453	0	0	0.000680865790443804	0.000196861747881542	0.00557607766133259	0.001355462098471	0.000569269003428153	0	0	0	0.000524128730028564	0	0	0	9.65500292157881e-05	0	0	0.0189451219665109	0	0	0	0.000155483163931918	0.0136135541194261	0	0	0.00170279142435117	0	0	0.000990578221824319	0	0.018092472357852	0	0	0	0	0.0147508382297991	0.190069390631387	8.77727538325346e-05	0	0.000185576679531645	0.000155483163931918	0	0	0	0	0	0	0.000213162402164727	0.00191720772299922	0	0	0.00105327304599042	0.0012752127235384	0	0	0	0	0	0	8.1503271415925e-05	0.0193313220833741	0.000273349433364179	6.39487206494181e-05	4.63941698829111e-05	0	0	0	9.40422362491442e-05
NS27	0	0	0	0	9.40421183300628e-05	0.000616916296245212	0.00200121627806374	0.00611148379654301	0.0110204823733723	0	0.0323993906070732	0	0	0.0382977122687348	0	0	0	0	0.135633812530172	0	0.158262853990207	0	0	0.059793232729165	0	0.000247017297480298	0	0	0	0	0	0.0171934070205576	0	0.0468379905080155	0	0.00778543350281813	0.00221187062312308	0	0.00594095408863783	0	0.00718732563023893	0	0	0.00796599437001185	0	0.000397484686808399	0.00016049854861664	0	6.64564302865777e-05	0.000176799182460518	0	0.00874967868942904	4.38863218873626e-05	0	0.150624126191984	0.00285762650232284	0	0	0.000422562585029749	0	0.00530272157890447	0	0	0	0.000391215212253061	9.78038030632653e-05	0.000334789941255023	0.00097427634589945	0.000295919199011931	0	0	0	0.000168021918083045	0.00168774255029686	0	0.00266828837075165	6.89642201087127e-05	0.0086468593067215	0.014414775897632	0.000265825721146311	0	0	0	0	0	0	0	0	0	0.0287392713616672	0	0.000578045554002119	0	0.000231970558547488	0	0	0	0	0	0.000591838398023862	0.000210654345059341	0	0.0144624239042526	0.00301812505093948	0	0	0	0	0.0981072456317436	0	0	7.77414844861852e-05	0	0	0	0	6.89642201087127e-05	0	0	0.00204259481012896	0.0481583418493696	0	0.000211908239970408	0.0417283687454154	0.000136674545306358	0	0.00012538949110675	0	0.00508203607455659	0	0	0.0143784129452111	0.00320119370795534	9.15343285079278e-05	5.51713760869702e-05	0	0	0.000284634144812323	0	0
NS28	0.00103151517281016	0	0	0	0	0.00030493696714461	0.00184342553389067	0.0376942247699169	0.0123957504586603	0	0.00572980325918638	0	0.000235918312029575	0.00615520915162269	0.00040407285358257	0	0.000102900540353325	0	0.0311889028041652	0.0103628373443629	0.0120757548758543	0.000478111047251426	0	0.0100566454925799	0	0.000579756702966296	0.000719048897834822	0.00023466342739112	0	0	0	0	0.000411602161413301	0.111808966401719	0.000410347276774846	0.000613638588204586	0.00755315063886177	0	0.00773887356535314	0	0.0150172044683932	0	0	0.00201032519080521	0.00135653029417006	0.000109174963545601	0	0	4.89405008997523e-05	0.000247212273775672	0.000444229162013136	0.00757573856235396	0	5.01953855382075e-05	0.0891721024086256	0.000764224744819209	0	4.89405008997523e-05	3.89014237921108e-05	0	0.000219604811729658	2.13330388537382e-05	0	0	0.000470581739420695	0	6.14893472843042e-05	0.00508855720893578	4.26660777074764e-05	0	0	0	0	0.00026854531262941	0.000227134119560389	0	0.00121723809930153	0.0129303313146422	0.00194507118960554	0	0	0	0	0	0	0	0	0	0	0.0135653029417006	0	3.63916545152004e-05	0	0	0	0	0	0.00190742465045188	0	0.000478111047251426	0.00408088484425627	0	0.0124810826140753	0.000741636821327015	0	4.64307316228419e-05	0	0.0028674113988701	0.0100566454925799	0	6.77637704765801e-05	0.513439814477855	0	0	0	0	0.00020078154215283	0	0	0	0.0163737347625633	0	0	0.01397188556456	0.000148076387337712	0	0	0.000131762887037795	0.000318740698167617	0	0	0.00126366883092437	0.00516510517188155	0.00292764586151595	3.89014237921108e-05	0	0	3.388188523829e-05	0	0.000150586156614622
NS29	0	0	0.000116874842124709	0.000379529057222174	0	0.000638413116122068	0	0	0.00391342213307897	0	0	0.00165886872693136	0.00147790122944794	0.0181382214665154	0	0.00110968264081848	0	0.00107198107884276	0.0224927518747102	0.0063640236615003	0.166747725024914	0.000507714367939597	0	0.16454972396173	0	3.51881245106651e-05	0	0	0	0.000614535460204116	0.000206101872133896	0	0	0.0607095685307576	0	0.00246945230940918	0.00144522654240232	0	0.000173427185088278	0	0.0106481778206738	9.55106236718054e-05	0	0.000193534684808658	0	0.00897799862514971	0.00127179935731404	0.000252600465237275	0.0191021247343611	0.0267329208782453	4.90120305684264e-05	0.0193547251995984	0	0	0.062502906162069	0.000669831084435162	0	0	0.00209872028331467	0	0.000594427960483736	0	0	0	0.0229652781181391	0.000968930142775815	0	0	0	0.00751517802049206	0	0.000194791403541182	0.000232492965516895	0.00934496049504664	0	0	0.0283917896051767	0	0.00606869475935721	0	0.00102171232954181	0	0	0	0	0.0188922527060296	0	3.64448432431889e-05	0	0.00474662665274222	0	0.000253857183969799	0	0.0019152393483662	0.00271074230605374	0	0	0	0	0	0.00112224982814371	0	4.64985931033789e-05	0	7.1632967753854e-05	0	0	0	0.0393642008588416	0	0	0.000330517026653748	0	0	0.000109334529729567	0	8.42001550790916e-05	0	0	0.0022432429375549	0.0570210990508003	0	0	0.125825192937743	0.0351026676368535	0.00117628873364223	0	0	0	0	0	0.00278614543000517	0.0152942669748141	6.40926553587115e-05	0.000281504996085321	6.03224991611402e-05	0.00639292819234834	0	0	0
NS30	0.000305056404050346	0	0.000120516110242112	0	0	0.00217305611280308	0.00122022561620138	0	0.000916424588299392	0.000489596697858579	0.000428083266589168	0	6.52795597144772e-05	0.0247974450584629	0	0	0	0	0.0369507415506908	4.14274128957259e-05	0.0670609384689935	0	0	0.219370705044352	0	0.000261118238857909	0	0	0	0	0	0	0	0.0544707710771378	0	0.016244567359718	0	0	0.0173555752510125	0	0.00209773354390176	0	0	0.00900355773600444	0	0.0017901663875547	0	0	0.00256222271879323	0.00311333284792122	0.0182506584447898	0.0319706643701652	0	0	0.0665713417711349	0	0	0	0.000135580624022376	0	0.0164906210847956	0	0	0	0.000271161248044752	0.000217180073665472	0	0	0.00160562609374647	0	0	0	0	0.00240906682869388	0	0	0.00790761435849023	0.000488341321710224	5.64919266759899e-05	0	0	0	0	4.01720367473706e-05	0	0.00145749170824054	0	0.000111728477203625	0	0.0918081684815221	0	0	0	0	0	0	0	0	0	0	5.39811743792793e-05	0	0.000130559119428954	0	0	0.000779588588128661	0	0	0.000382889725248376	0	0	0.000903870826815839	0	0.0440360845320083	0	0	0	0	0	0.000415529505105615	0.243948459276853	0	0	0.00649280543929378	8.28548257914519e-05	0.000100430091868427	0	0	0	0	0	0.00197721743365965	0	0	6.52795597144772e-05	0	0	0	0	0
NS32	0.000768232337560285	0	0	0	5.89982350740742e-05	0.000180760550014185	0.00341311066311506	0.00288463711064303	0.00946105739900632	0	0.00685007167657921	0	0.00084605979659417	0.00278672514605201	0.000247290474672183	4.64454191008669e-05	0.00157161255984555	7.65721774365643e-05	0.0638210269709804	0.000883718244513792	0.0107339129386895	0.0018653484536186	8.2848585423168e-05	0.0347750660905761	0	0.00065525699380142	0	0.000281183077799843	0	0	0	0	0	0.0853905306577424	0	0.00245533080435934	0.0137352912378834	0	0.0642679072196266	0.00110966893203152	0.0529176510166526	3.64031663223011e-05	0	0.00412485532879591	0.00293359309293854	0.00029373589377305	7.90827406312058e-05	0	0.000266119698631994	0.000453156656632782	0.000620109109076439	0.119202795763174	0.000650235867412137	0	0.142579904950077	0.00352859657006856	0	0	0.000146867946886525	0	0.00860244478643894	0	6.65299246579985e-05	0	0.000689149596929079	0.000169463015638298	0	0.00192434668869267	0.00010418837257762	0.00031130983613554	0	0.000112975343758865	0	0.000342691876068558	0.000134315130913318	0	0.001859072045632	0.00323360539469819	0.00112473231119937	0	0	0	0.000232227095504335	0.00631783227931522	0	0	0	0	0	0.0204924720762609	0	0	0	6.27640798660363e-05	0	0.000161931326054374	0	0.00295242231689835	0	0	0.00175111782826241	0.000424285179894406	0.00681115794706226	0	0.000156910199665091	0.000184526394806147	0	0.00101175696744051	0.037079763103257	0	3.76584479196218e-05	0.193638483921098	0	0	0	5.02112638928291e-05	0.000219674279531127	0	4.51901375035462e-05	4.51901375035462e-05	0.0318251543368724	0	0	0.0302083516395233	0.00199464245814263	0	0.000106698935772262	0	0	0	0	0.000687894315331758	0.00671826710886053	0.000654001712204099	0	0.000109209498966903	0	0	9.79119645910167e-05	0.000165697170846336
