#Classification	SRR5091491_bracken_P.kreport
k__Bacteria	13351463
k__Bacteria|p__Bacteroidetes	10871134
k__Bacteria|p__Firmicutes	2344510
k__Bacteria|p__Actinobacteria	48176
k__Bacteria|p__Verrucomicrobia	39425
k__Bacteria|p__Proteobacteria	47607
k__Bacteria|p__Synergistetes	443
k__Bacteria|p__Spirochaetes	127
k__Bacteria|p__Fusobacteria	23
k__Bacteria|p__Candidatus_Saccharibacteria	13
k__Eukaryota	1514
k__Eukaryota|k__Viridiplantae	1473
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1473
k__Eukaryota|k__Fungi	41
k__Eukaryota|k__Fungi|p__Ascomycota	32
k__Eukaryota|k__Fungi|p__Basidiomycota	9
k__Archaea	621
k__Archaea|p__Euryarchaeota	621
k__Viruses	19555
k__Viruses|k__Heunggongvirae	19452
k__Viruses|k__Heunggongvirae|p__Uroviricota	19445
k__Viruses|k__Heunggongvirae|p__Peploviricota	7
k__Viruses|k__Sangervirae	103
k__Viruses|k__Sangervirae|p__Phixviricota	103
