#Classification	SRR5091601_bracken_P.kreport
k__Bacteria	12455437
k__Bacteria|p__Bacteroidetes	10110522
k__Bacteria|p__Verrucomicrobia	673950
k__Bacteria|p__Firmicutes	626812
k__Bacteria|p__Actinobacteria	17921
k__Bacteria|p__Proteobacteria	1025900
k__Bacteria|p__Synergistetes	294
k__Bacteria|p__Fusobacteria	24
k__Bacteria|p__Candidatus_Saccharibacteria	9
k__Bacteria|p__Spirochaetes	1
k__Eukaryota	264
k__Eukaryota|k__Fungi	186
k__Eukaryota|k__Fungi|p__Ascomycota	186
k__Eukaryota|k__Metazoa	15
k__Eukaryota|k__Metazoa|p__Chordata	15
k__Eukaryota|k__Viridiplantae	63
k__Eukaryota|k__Viridiplantae|p__Streptophyta	63
k__Archaea	6
k__Archaea|p__Euryarchaeota	6
k__Viruses	335
k__Viruses|k__Heunggongvirae	334
k__Viruses|k__Heunggongvirae|p__Uroviricota	332
k__Viruses|k__Heunggongvirae|p__Peploviricota	2
k__Viruses|k__Shotokuvirae	1
k__Viruses|k__Shotokuvirae|p__Cressdnaviricota	1
