name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	37	428	465	0.08834
Methylobacterium sp022829365	118326	S	12	182	194	0.03685
Methylobacterium sp008039875	118308	S	4	63	67	0.01273
Methylobacterium sp017833295	118314	S	3	84	87	0.01653
Methylobacterium sp022829585	118333	S	2	25	27	0.00513
Methylobacterium sp022829515	118331	S	1	16	17	0.00323
Methylobacterium sp022829635	118335	S	1	18	19	0.00361
Lichenihabitans flavocetrariae	118233	S	26	45	71	0.01349
RH-AL1 sp901457705	118497	S	1	20	21	0.00399
Rhizobium rhododendri	119997	S	1	23	24	0.00456
Lichenicoccus roseus	113922	S	139	670	809	0.15369
Acidisoma sp009765865	113615	S	66	197	263	0.04996
LMUY01 sp009765685	113921	S	1	18	19	0.00361
Sphingomonas_N sp937859915	125357	S	1	9	10	0.00190
Rhizomicrobium sp028292825	115880	S	2	53	55	0.01045
Rhizomicrobium sp021808875	115867	S	1	411	412	0.07827
Caballeronia sp001557535	126764	S	77	1716	1793	0.34062
Caballeronia sp022878925	126770	S	4	139	143	0.02717
Caballeronia sp018449635	126769	S	2	22	24	0.00456
Caballeronia sordidicola_C	126762	S	1	7	8	0.00152
Variovorax sp009765735	129478	S	1	44	45	0.00855
Bog-1198 sp030775865	139668	S	2	2	4	0.00076
Bog-1198 sp030776345	139669	S	1	62	63	0.01197
Mycobacterium hodleri	46478	S	3	40	43	0.00817
Mycobacterium sp002043095	46670	S	1	13	14	0.00266
QHCC01 sp030775705	45622	S	2	4	6	0.00114
Nakamurella sp014303395	47166	S	1	24	25	0.00475
Leifsonia sp001898805	44019	S	1	10	11	0.00209
Amnibacterium sp022701925	43684	S	1	23	24	0.00456
Pseudolysinimonas sp030776385	44591	S	1	1	2	0.00038
Granulicella_D aggregans_A	40206	S	30	73	103	0.01957
Granulicella_D sp903642265	40207	S	1	0	1	0.00019
Granulicella_C sibirica	40198	S	4	23	27	0.00513
Edaphobacter lichenicola_A	40131	S	1	46	47	0.00893
Edaphobacter lichenicola_E	40135	S	1	39	40	0.00760
Granulicella_B arctica	40194	S	2	5	7	0.00133
Acidisarcina polymorpha	40108	S	1	1	2	0.00038
Occallatibacter gabretensis	40248	S	1	16	17	0.00323
JALYIM01 sp030775785	40496	S	2	0	2	0.00038
Mucilaginibacter sp014200575	89914	S	1	2	3	0.00057
Mucilaginibacter sp903915155	89972	S	1	12	13	0.00247
Mucilaginibacter sp028287925	89940	S	1	7	8	0.00152
NSF051 sp029379285	96829	S	1	4	5	0.00095
NSF051 sp937873135	96830	S	1	15	16	0.00304
JALYJB01 sp030775485	111972	S	1	0	1	0.00019
Gemmata tundricola	112182	S	1	2	3	0.00057
Capsulimonas corticalis	52990	S	1	1	2	0.00038
Paenibacillus marchantiae	56663	S	1	171	172	0.03267
