#Classification	SRR5091554_bracken_P.kreport
k__Bacteria	10547631
k__Bacteria|p__Bacteroidetes	9323677
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Firmicutes	1192887
k__Bacteria|p__Actinobacteria	23120
k__Bacteria|p__Cyanobacteria	9
k__Bacteria|p__Proteobacteria	7775
k__Bacteria|p__Candidatus_Saccharibacteria	71
k__Bacteria|p__Spirochaetes	41
k__Bacteria|p__Verrucomicrobia	29
k__Bacteria|p__Fusobacteria	14
k__Bacteria|p__Synergistetes	3
k__Eukaryota	12
k__Eukaryota|k__Viridiplantae	9
k__Eukaryota|k__Viridiplantae|p__Streptophyta	9
k__Eukaryota|k__Metazoa	3
k__Eukaryota|k__Metazoa|p__Chordata	3
k__Archaea	4
k__Archaea|p__Euryarchaeota	4
k__Viruses	1137
k__Viruses|k__Heunggongvirae	1137
k__Viruses|k__Heunggongvirae|p__Uroviricota	1137
