#Classification	NS13_bracken_F.kreport
k__Bacteria	9905842
k__Bacteria|p__Firmicutes	6264409
k__Bacteria|p__Firmicutes|c__Clostridia	6164376
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	6164376
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	5159233
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	740400
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	57732
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	204878
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	1911
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae	167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	51
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	55566
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	55566
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	52274
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	3292
k__Bacteria|p__Firmicutes|c__Bacilli	42414
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	42157
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	38762
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	3079
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	284
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	24
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	6
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	256
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	250
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	5
k__Bacteria|p__Firmicutes|c__Tissierellia	1703
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	1703
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	1685
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae	18
k__Bacteria|p__Firmicutes|c__Negativicutes	348
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	209
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	209
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	106
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	106
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	33
