#Classification	SRR20002409_bracken_P.kreport
k__Bacteria	40330
k__Bacteria|p__Proteobacteria	27359
k__Bacteria|p__Actinobacteria	5086
k__Bacteria|p__Deinococcus-Thermus	2113
k__Bacteria|p__Firmicutes	4754
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	1012
k__Bacteria|p__Verrucomicrobia	3
k__Eukaryota	3671
k__Eukaryota|k__Metazoa	3287
k__Eukaryota|k__Metazoa|p__Chordata	3287
k__Eukaryota|k__Fungi	254
k__Eukaryota|k__Fungi|p__Basidiomycota	241
k__Eukaryota|k__Fungi|p__Ascomycota	12
k__Eukaryota|k__Viridiplantae	75
k__Eukaryota|k__Viridiplantae|p__Streptophyta	75
k__Eukaryota|p__Apicomplexa	54
k__Archaea	5
k__Archaea|p__Euryarchaeota	5
k__Viruses	13
k__Viruses|k__Heunggongvirae	13
k__Viruses|k__Heunggongvirae|p__Uroviricota	13
