#Classification	GQ46_bracken_P.kreport
k__Bacteria	13074523
k__Bacteria|p__Bacteroidetes	8134959
k__Bacteria|p__Firmicutes	4070277
k__Bacteria|p__Actinobacteria	677379
k__Bacteria|p__Tenericutes	140
k__Bacteria|p__Proteobacteria	191196
k__Bacteria|p__Verrucomicrobia	337
k__Bacteria|p__Spirochaetes	182
k__Bacteria|p__Candidatus_Saccharibacteria	34
k__Bacteria|p__Fusobacteria	8
k__Bacteria|p__Synergistetes	7
k__Archaea	17754
k__Archaea|p__Euryarchaeota	17754
k__Eukaryota	672
k__Eukaryota|k__Viridiplantae	572
k__Eukaryota|k__Viridiplantae|p__Streptophyta	572
k__Eukaryota|k__Metazoa	95
k__Eukaryota|k__Metazoa|p__Chordata	95
k__Eukaryota|k__Fungi	4
k__Eukaryota|k__Fungi|p__Ascomycota	2
k__Eukaryota|k__Fungi|p__Basidiomycota	2
k__Viruses	235
k__Viruses|k__Heunggongvirae	235
k__Viruses|k__Heunggongvirae|p__Uroviricota	235
