#Classification	SRR5091525_bracken_P.kreport
k__Bacteria	3598467
k__Bacteria|p__Bacteroidetes	3427122
k__Bacteria|p__Firmicutes	160589
k__Bacteria|p__Actinobacteria	972
k__Bacteria|p__Proteobacteria	9702
k__Bacteria|p__Verrucomicrobia	79
k__Bacteria|p__Fusobacteria	1
k__Bacteria|p__Candidatus_Saccharibacteria	1
k__Eukaryota	1
k__Eukaryota|k__Viridiplantae	1
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1
k__Viruses	119
k__Viruses|k__Heunggongvirae	80
k__Viruses|k__Heunggongvirae|p__Uroviricota	80
k__Viruses|k__Sangervirae	39
k__Viruses|k__Sangervirae|p__Phixviricota	39
