#Classification	GQ53_bracken_P.kreport
k__Bacteria	22195738
k__Bacteria|p__Bacteroidetes	14651762
k__Bacteria|p__Firmicutes	6669398
k__Bacteria|p__Actinobacteria	350414
k__Bacteria|p__Verrucomicrobia	218252
k__Bacteria|p__Proteobacteria	305187
k__Bacteria|p__Spirochaetes	685
k__Bacteria|p__Candidatus_Saccharibacteria	28
k__Bacteria|p__Fusobacteria	7
k__Eukaryota	55
k__Eukaryota|k__Fungi	29
k__Eukaryota|k__Fungi|p__Ascomycota	26
k__Eukaryota|k__Fungi|p__Basidiomycota	3
k__Eukaryota|k__Metazoa	2
k__Eukaryota|k__Metazoa|p__Chordata	2
k__Eukaryota|k__Viridiplantae	23
k__Eukaryota|k__Viridiplantae|p__Streptophyta	23
k__Viruses	611
k__Viruses|k__Heunggongvirae	611
k__Viruses|k__Heunggongvirae|p__Uroviricota	611
