#Classification	SRR20002444_bracken_P.kreport
k__Bacteria	17699653
k__Bacteria|p__Proteobacteria	16790743
k__Bacteria|p__Firmicutes	905763
k__Bacteria|p__Actinobacteria	2911
k__Bacteria|p__Deinococcus-Thermus	15
k__Bacteria|p__Cyanobacteria	1
k__Bacteria|p__Bacteroidetes	214
k__Bacteria|p__Chlamydiae	3
k__Bacteria|p__Verrucomicrobia	1
k__Eukaryota	517
k__Eukaryota|k__Fungi	350
k__Eukaryota|k__Fungi|p__Basidiomycota	302
k__Eukaryota|k__Fungi|p__Ascomycota	48
k__Eukaryota|k__Metazoa	102
k__Eukaryota|k__Metazoa|p__Chordata	102
k__Eukaryota|k__Viridiplantae	65
k__Eukaryota|k__Viridiplantae|p__Streptophyta	65
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	61
k__Viruses|k__Heunggongvirae	61
k__Viruses|k__Heunggongvirae|p__Uroviricota	61
