#Classification	GQ54_bracken_O.kreport
k__Bacteria	26022586
k__Bacteria|p__Firmicutes	11935713
k__Bacteria|p__Firmicutes|c__Clostridia	11331201
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	11331200
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	1
k__Bacteria|p__Firmicutes|c__Bacilli	376142
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	375068
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1073
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	184309
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	184309
k__Bacteria|p__Firmicutes|c__Negativicutes	43400
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	36107
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	7290
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2
k__Bacteria|p__Firmicutes|c__Tissierellia	659
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	659
k__Bacteria|p__Actinobacteria	863940
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	854974
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	720571
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	134402
k__Bacteria|p__Actinobacteria|c__Actinomycetia	8966
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	4269
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2386
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2183
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	95
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	28
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3
k__Bacteria|p__Bacteroidetes	12461823
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	12461816
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	12461816
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	5
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	5
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	2
k__Bacteria|p__Verrucomicrobia	710581
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	710581
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	710581
k__Bacteria|p__Proteobacteria	45332
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	26784
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	26782
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfobacterales	1
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales	1
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	3881
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	3881
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	12044
