#Classification	S-5-POLPIL-G_bracken_P.kreport
k__Bacteria	415
k__Bacteria|p__Proteobacteria	378
k__Bacteria|p__Actinobacteria	26
k__Bacteria|p__Acidobacteria	8
k__Bacteria|p__Bacteroidetes	2
k__Bacteria|p__Planctomycetes	1
k__Eukaryota	36
k__Eukaryota|k__Metazoa	36
k__Eukaryota|k__Metazoa|p__Chordata	36
