name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Lactobacillus apis	55371	S	217	962	1179	0.06370
Lactobacillus panisapium	55405	S	72	950	1022	0.05522
Lactobacillus helsingborgensis	55384	S	61	562	623	0.03366
Lactobacillus melliventris	55401	S	45	357	402	0.02172
Lactobacillus apis_A	55372	S	13	242	255	0.01378
Lactobacillus kullabergensis	55399	S	11	194	205	0.01108
Lactobacillus sp016100975	55419	S	9	100	109	0.00589
Lactobacillus sp945290125	55440	S	8	41	49	0.00265
Lactobacillus sp946482465	55445	S	7	127	134	0.00724
Lactobacillus kimbladii	55396	S	7	138	145	0.00783
Lactobacillus kimbladii_B	55397	S	6	121	127	0.00686
Lactobacillus laiwuensis	55400	S	6	70	76	0.00411
Lactobacillus sp946479925	55443	S	4	87	91	0.00492
Lactobacillus sp945281075	55439	S	3	6	9	0.00049
Lactobacillus sp946482425	55444	S	2	94	96	0.00519
Lactobacillus huangpiensis	55387	S	2	21	23	0.00124
Lactobacillus sp946477855	55442	S	1	19	20	0.00108
Bombilactobacillus mellis	55231	S	210	2965	3175	0.17155
Bombilactobacillus mellifer	55230	S	40	212	252	0.01362
Bombilactobacillus mellis_A	55232	S	18	492	510	0.02756
Apilactobacillus kunkeei	55210	S	1	56	57	0.00308
Apilactobacillus waqarii	55221	S	1	47	48	0.00259
CALYQJ01 sp945273735	55234	S	2	9	11	0.00059
Gilliamella apicola	133069	S	128	1014	1142	0.06170
Gilliamella sp946481345	133105	S	30	1143	1173	0.06338
Gilliamella apicola_N	133081	S	23	246	269	0.01453
Gilliamella apicola_R	133084	S	21	460	481	0.02599
Gilliamella sp946482005	133106	S	18	623	641	0.03463
Gilliamella apis_A	133086	S	15	315	330	0.01783
Gilliamella sp002142215	133091	S	9	119	128	0.00692
Gilliamella apis	133085	S	7	87	94	0.00508
Gilliamella sp946480175	133104	S	4	28	32	0.00173
Frischella perrara	133059	S	895	2093	2988	0.16144
Vibrio ouci	134516	S	1	44	45	0.00243
Snodgrassella alvi	130431	S	91	425	516	0.02788
Snodgrassella alvi_G	130436	S	13	78	91	0.00492
Snodgrassella sp946481965	130443	S	6	33	39	0.00211
Vogesella mureinivorans	129842	S	19	162	181	0.00978
Limnobacter parvus	127534	S	2	3	5	0.00027
Bartonella_A apihabitans	119302	S	6	151	157	0.00848
Bartonella_A sp016102285	119306	S	2	36	38	0.00205
Bartonella_A sp016100455	119305	S	1	26	27	0.00146
Commensalibacter melissae	113763	S	18	48	66	0.00357
Commensalibacter sp945266285	113767	S	2	10	12	0.00065
Bombella pluederhausensis	113698	S	4	3	7	0.00038
Bifidobacterium indicum	42787	S	38	116	154	0.00832
Bifidobacterium choladohabitans	42770	S	11	373	384	0.02075
Bifidobacterium asteroides_F	42751	S	5	102	107	0.00578
Bifidobacterium apousia	42747	S	5	128	133	0.00719
Bifidobacterium polysaccharolyticum	42812	S	5	66	71	0.00384
Bifidobacterium asteroides_H	42753	S	4	197	201	0.01086
Bifidobacterium sp000499285	42832	S	2	44	46	0.00249
Bifidobacterium asteroides_J	42755	S	1	28	29	0.00157
Bifidobacterium asteroides	42750	S	1	15	16	0.00086
Thermobifida alba	50322	S	1	10	11	0.00059
Cutibacterium namnetense	48422	S	2	26	28	0.00151
Apibacter sp945280365	89010	S	10	61	71	0.00384
Novisyntrophococcus fermenticellae	62658	S	3	58	61	0.00330
Clostridium_A leptum	64444	S	1	88	89	0.00481
