#Classification	SRR5091591_bracken_O.kreport
k__Bacteria	22230238
k__Bacteria|p__Bacteroidetes	18751706
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	18750125
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	18750085
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	40
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1118
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1118
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	212
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	212
k__Bacteria|p__Bacteroidetes|c__Cytophagia	163
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	163
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	85
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	85
k__Bacteria|p__Bacteroidetes|c__Saprospiria	1
k__Bacteria|p__Bacteroidetes|c__Saprospiria|o__Saprospirales	1
k__Bacteria|p__Chlorobi	2
k__Bacteria|p__Chlorobi|c__Chlorobia	2
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	2
k__Bacteria|p__Gemmatimonadetes	32
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	32
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	32
k__Bacteria|p__Firmicutes	3161126
k__Bacteria|p__Firmicutes|c__Clostridia	2896095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2895998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	65
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	30
k__Bacteria|p__Firmicutes|c__Clostridia|o__Koleobacterales	1
k__Bacteria|p__Firmicutes|c__Negativicutes	170359
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	167232
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2165
