#Classification	SRR20002433_bracken_P.kreport
k__Bacteria	3813455
k__Bacteria|p__Proteobacteria	2786781
k__Bacteria|p__Actinobacteria	816162
k__Bacteria|p__Firmicutes	200059
k__Bacteria|p__Deinococcus-Thermus	2625
k__Bacteria|p__Cyanobacteria	17
k__Bacteria|p__Chloroflexi	4
k__Bacteria|p__Bacteroidetes	7356
k__Bacteria|p__Verrucomicrobia	155
k__Bacteria|p__Chlamydiae	122
k__Bacteria|p__Planctomycetes	16
k__Bacteria|p__Fusobacteria	120
k__Bacteria|p__Spirochaetes	18
k__Bacteria|p__Synergistetes	14
k__Bacteria|p__Acidobacteria	2
k__Eukaryota	328550
k__Eukaryota|k__Viridiplantae	302151
k__Eukaryota|k__Viridiplantae|p__Streptophyta	302151
k__Eukaryota|k__Fungi	23955
k__Eukaryota|k__Fungi|p__Basidiomycota	21559
k__Eukaryota|k__Fungi|p__Ascomycota	2396
k__Eukaryota|k__Metazoa	2331
k__Eukaryota|k__Metazoa|p__Chordata	2331
k__Eukaryota|p__Apicomplexa	104
k__Eukaryota|p__Euglenozoa	8
k__Archaea	1
k__Archaea|p__Thaumarchaeota	1
k__Viruses	1045
k__Viruses|k__Heunggongvirae	967
k__Viruses|k__Heunggongvirae|p__Uroviricota	967
k__Viruses|k__Shotokuvirae	78
k__Viruses|k__Shotokuvirae|p__Cossaviricota	78
