#Classification	GQ45_bracken_P.kreport
k__Bacteria	17956690
k__Bacteria|p__Bacteroidetes	9528123
k__Bacteria|p__Firmicutes	7759298
k__Bacteria|p__Actinobacteria	604052
k__Bacteria|p__Verrucomicrobia	23912
k__Bacteria|p__Proteobacteria	41101
k__Bacteria|p__Spirochaetes	173
k__Bacteria|p__Candidatus_Saccharibacteria	15
k__Bacteria|p__Synergistetes	10
k__Bacteria|p__Fusobacteria	2
k__Archaea	130332
k__Archaea|p__Euryarchaeota	130332
k__Eukaryota	149
k__Eukaryota|k__Viridiplantae	124
k__Eukaryota|k__Viridiplantae|p__Streptophyta	124
k__Eukaryota|k__Fungi	21
k__Eukaryota|k__Fungi|p__Basidiomycota	20
k__Eukaryota|k__Fungi|p__Ascomycota	1
k__Eukaryota|k__Metazoa	3
k__Eukaryota|k__Metazoa|p__Chordata	3
k__Viruses	1399
k__Viruses|k__Heunggongvirae	1397
k__Viruses|k__Heunggongvirae|p__Uroviricota	1397
k__Viruses|k__Shotokuvirae	2
k__Viruses|k__Shotokuvirae|p__Cossaviricota	2
