intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
395000,0.0002549071234602319,0.06402982655211542,0.0002549071234602319,5.4619894750463906e-05,1.1518987341772151,1.0,0.5103636726421936,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_008000895.1_ASM800089v1_genomic,0b50ed4b16a3796aa9a022c3d682c2c5,0.06402982655211542,395000,0,1549189000,/net/nfs-ip34//fast2/def-ilafores/Olive/preproc/SRR11659646/SRR11659646_unmatched_2.fastq,SRR11659646,06df3dfb,1549584000,31,DNA,1000,1549584,True,0.7657320725319104,0.9151582602960933,0.8404451664140018,0.9151582602960933,False,455,455,8330298
170000,0.00010970686326136563,0.0390984360625575,0.00010970686326136563,2.4488919844164037e-05,1.2,1.0,0.48019603839902475,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,GCF_900105785.1_IMG-taxon_2634166345_annotated_assembly_genomic,5641d0b1643f6df208fe24976ea76924,0.0390984360625575,170000,1,1549019000,/net/nfs-ip34//fast2/def-ilafores/Olive/preproc/SRR11659646/SRR11659646_unmatched_2.fastq,SRR11659646,06df3dfb,1549584000,31,DNA,1000,1549584,True,0.7451875773591983,0.9007116636981537,0.8229496205286759,0.9007116636981537,False,204,659,8330298
74000,4.7754752243182686e-05,0.00014267049123702826,3.6784065917046126e-05,0.00013877054578359622,20.280701754385966,1.0,141.21425234789234,/net/nfs-ip34/home/def-ilafores/ref_dbs/sourmash_db/RefSeq_20250528.k31.sbt.zip,plasmid.2.1.genomic,022cd8c77f424a377536f3f70686f532,0.00018522133950070333,57000,2,1548962000,/net/nfs-ip34//fast2/def-ilafores/Olive/preproc/SRR11659646/SRR11659646_unmatched_2.fastq,SRR11659646,06df3dfb,1549584000,31,DNA,1000,1549584,True,0.7254599449360319,0.7578843447539899,0.741672144845011,0.7578843447539899,False,1156,1815,8330298
