#Classification	SRR20002360_bracken_P.kreport
k__Bacteria	56823
k__Bacteria|p__Proteobacteria	37186
k__Bacteria|p__Actinobacteria	2096
k__Bacteria|p__Firmicutes	17507
k__Bacteria|p__Deinococcus-Thermus	5
k__Bacteria|p__Bacteroidetes	19
k__Bacteria|p__Verrucomicrobia	7
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	130
k__Eukaryota|k__Metazoa	70
k__Eukaryota|k__Metazoa|p__Chordata	70
k__Eukaryota|k__Fungi	55
k__Eukaryota|k__Fungi|p__Basidiomycota	55
k__Eukaryota|k__Viridiplantae	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta	5
k__Viruses	2
k__Viruses|k__Heunggongvirae	2
k__Viruses|k__Heunggongvirae|p__Uroviricota	2
