#Classification	SRR20002393_bracken_P.kreport
k__Bacteria	1094686
k__Bacteria|p__Proteobacteria	976853
k__Bacteria|p__Actinobacteria	19557
k__Bacteria|p__Firmicutes	96058
k__Bacteria|p__Deinococcus-Thermus	1173
k__Bacteria|p__Cyanobacteria	41
k__Bacteria|p__Tenericutes	2
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Bacteroidetes	972
k__Bacteria|p__Verrucomicrobia	7
k__Bacteria|p__Chlamydiae	2
k__Bacteria|p__Fusobacteria	13
k__Bacteria|p__Spirochaetes	4
k__Eukaryota	2830
k__Eukaryota|k__Metazoa	1541
k__Eukaryota|k__Metazoa|p__Chordata	1541
k__Eukaryota|k__Fungi	1176
k__Eukaryota|k__Fungi|p__Ascomycota	526
k__Eukaryota|k__Fungi|p__Basidiomycota	650
k__Eukaryota|k__Viridiplantae	108
k__Eukaryota|k__Viridiplantae|p__Streptophyta	108
k__Eukaryota|p__Apicomplexa	4
k__Archaea	8
k__Archaea|p__Euryarchaeota	8
k__Viruses	20
k__Viruses|k__Heunggongvirae	20
k__Viruses|k__Heunggongvirae|p__Uroviricota	20
