feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Bradyrhizobiaceae	Burkholderiaceae	Campylobacteraceae	Carnobacteriaceae	Christensenellaceae	Clostridiaceae	Coprobacillaceae	Coriobacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Erysipelotrichaceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Selenomonadaceae	Sphingomonadaceae	Staphylococcaceae	Streptococcaceae	Sutterellaceae	Tannerellaceae	Turicibacteraceae	Veillonellaceae
NS10	0.0166866182274536	0	0	0	0.202249345077994	0.0137942692766807	0.270244905950146	0	0	0	0	0	0.270987714363589	0.0092736246029202	0.305005747389209	0.00933140642641204	0.104268022381608	0.0170057333895067	0.0626198098938316	0.283105056785676	0.0105226450309358	0	0.764959430641373	0	0	0	0.290848319003211	0	0	0	0	0.019034412148421	0	0.0818547065965058	0	0.0196185843504516	0	0	0	0.0139877592699203	0	0.026659405967065	0	0.252855337713888
NS11	0.101504887372737	0	0.0489166949513419	0	0.552067859397936	0	0.152039934272716	0	0	0	0	0.0110221043056722	0.121436927458928	0.0886744396747221	0.0853147259644892	0.0767392190651089	0.0148459975752372	0.0392463710044807	0.0480841647354164	0.0817723531603579	0.0171324341296227	0	0.241046625503058	0.041550761989667	0	0.107004807612964	0.404527521451551	0.0253154714750827	0	0.0280945230960192	0	0.0119578381735124	0	0.565001438390745	0	0.1264839169504	0	0	0	0.0179597578188775	0.050551412295164	0.274177473656905	0	0.194021985891903
NS13	0	0.00897914036743402	0	0	0.403145532177196	0	0.00595604308766747	0	0	0	0	0	0.154166070609071	0.225150856789664	0	0	0.0619536389181966	0	0.0711096279626338	0.0908203083488061	0.0204767461749193	0	0.849555246288646	0	0	0	0.364472938920275	0	0	0	0.0178689745323426	0.0267399673356911	0	0.0243839408760228	0	0.247185190152871	0	0	0	0.0435349890922607	0	0.0127408533445709	0.0140644101402727	0.0153088829974802
NS21	0	0.00475143962155509	0.00695542532030818	0	0.659579115142642	0	0.0406999804921643	0	0	0	0	0	0.265327702551051	0.0215770258084982	0	0.0340017955498905	0.0292939202326241	0.0415893526803499	0.0617118463748334	0.0610357685440385	0	0	0.568778096218461	0	0	0.0846851347957598	0.480992827730628	0	0.00885892539035205	0	0	0.0487399896059543	0	0.0301087926060023	0	0.0169430012450728	0	0	0	0.0505511131408365	0	0.11131258488505	0	0.111745106726214
NS25	0.116752634893927	0	0	0	0.711803598358151	0	0.0597578539517399	0	0	0	0	0	0.335211458982139	0.0217746863342143	0	0.0653489396936068	0.0186924085618283	0	0.0908976360197516	0.06929682905627	0.0117761461318138	0	0.344700787998451	0	0	0.0389419434006785	0.565598699274533	0	0	0	0	0.0332810547337709	0	0.0135584378483979	0	0.0914252959306817	0	0	0	0.00933140642641204	0.0237584882509897	0.128710054407364	0.00671933364761465	0
NS27	0	0	0.0760366740390727	0.023162604962304	0.485170963893889	0	0.393425031125169	0	0	0	0	0	0.214461277294886	0.133902641233801	0.0860863618137441	0	0.0273759330460355	0	0.0802629806129112	0.0937490175991589	0.015928418558908	0	0.563485668862308	0.016974091746603	0	0	0.470465093553843	0	0.0184608882283	0	0	0.061892724214919	0	0.053890221132369	0	0.10069232048296	0	0	0	0.116389714348119	0.00944590987911302	0.115744887241604	0	0.0860298728461647
NS28	0.0504705819934813	0	0.188055488611794	0.0213031519338667	0.196799663962202	0.10034471193177	0.105956141551809	0	0	0.0156924356190556	0	0.0534456082916031	0.337888647763352	0.0835501300959282	0.0235112847696021	0.0220474919329598	0.0204268243791431	0.0205056530284753	0.0728871428069367	0.0846165462600795	0	0.0048637119088258	0.31221198318761	0	0	0.0501494530480613	0.388484794558549	0	0.0076200158144376	0	0	0.0201084215193702	0.01576081821866	0.769444117858167	0	0.11265921135729	0	0	0	0.0355520964044282	0.0527251994014464	0.110952408287735	0	0.11969169172016
NS29	0	0.0107750321509632	0	0	0.245206862375437	0.0769045777255252	0.409514401658051	0	0	0	0	0.0151322904875747	0.269548419581279	0.0368259536683743	0.117945253572801	0.0215263535896117	0.0970201816541404	0.00768924887122857	0.213160033836847	0.145409257355803	0.0598479447252716	0	0.60552560800667	0	0	0	0.519129164094367	0	0	0	0.0124851446195415	0.149528968279706	0	0.0172567788362868	0	0.0614207906055646	0	0	0	0.060009768914318	0.00842316671506516	0.00718327754402368	0.00775883764239664	0.103255855703434
NS30	0	0.0107314228837446	0	0	0.182929315054128	0.00718755932691004	0.246076736837709	0	0	0	0	0	0.233121221974609	0	0.119511568512253	0	0.0419479251218915	0.127952233648639	0.0851972537474913	0.17173182542717	0	0	0.956606765634986	0.00748105430286593	0	0	0.263269578171439	0	0	0	0	0.0701971415717336	0	0.0294203450297832	0.198064560700072	0.0279756986159568	0	0	0	0.041326850147302	0.0258345701579798	0.0103744450535805	0	0.0436104034526942
NS32	0.0304429533611953	0	0.0516859775343386	0	0.305188125053342	0.0289663918481272	0.0989736144829513	0	0	0.0150408483980338	0	0.0344330662375543	0.290269053271014	0.110542193297613	0.0494234331671755	0.0518012291750711	0.0234275311096316	0.024731548722448	0.0485827716356007	0.332212369263514	0.0229135135401851	0	0.464984319246986	0.0757257681723507	0	0.0511588458971953	0.510821574327548	0.0189287854003316	0	0	0	0.0249711873643117	0.00579250065275332	0.427661636367233	0	0.0911858737269039	0	0	0	0.0233581034042241	0.0265067219080276	0.0791086181886583	0.00906975521958529	0.218930516528467
