#Classification	GQ23_bracken_O.kreport
k__Bacteria	4349825
k__Bacteria|p__Firmicutes	2253613
k__Bacteria|p__Firmicutes|c__Bacilli	1519826
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1352517
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	167308
k__Bacteria|p__Firmicutes|c__Negativicutes	585080
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	566924
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	18156
k__Bacteria|p__Firmicutes|c__Clostridia	139418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	139418
k__Bacteria|p__Firmicutes|c__Tissierellia	9174
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	9174
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	113
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	113
k__Bacteria|p__Actinobacteria	265820
k__Bacteria|p__Actinobacteria|c__Actinomycetia	260971
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	129507
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	112439
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	16662
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2351
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	10
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	4849
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	4697
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	151
k__Bacteria|p__Tenericutes	2
k__Bacteria|p__Tenericutes|c__Mollicutes	2
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales	2
k__Bacteria|p__Bacteroidetes	1450706
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	1444046
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	1444046
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	6660
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	6660
k__Bacteria|p__Proteobacteria	282839
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	161415
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	158097
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	1317
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	1527
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	432
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	36
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	102649
