#Classification	SRR20002483_bracken_P.kreport
k__Bacteria	173828
k__Bacteria|p__Proteobacteria	167091
k__Bacteria|p__Actinobacteria	1812
k__Bacteria|p__Deinococcus-Thermus	300
k__Bacteria|p__Firmicutes	4443
k__Bacteria|p__Bacteroidetes	165
k__Bacteria|p__Verrucomicrobia	13
k__Bacteria|p__Chlamydiae	1
k__Bacteria|p__Fusobacteria	1
k__Eukaryota	223
k__Eukaryota|k__Fungi	111
k__Eukaryota|k__Fungi|p__Basidiomycota	111
k__Eukaryota|k__Metazoa	97
k__Eukaryota|k__Metazoa|p__Chordata	97
k__Eukaryota|k__Viridiplantae	14
k__Eukaryota|k__Viridiplantae|p__Streptophyta	14
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	1
k__Viruses|k__Heunggongvirae	1
k__Viruses|k__Heunggongvirae|p__Uroviricota	1
