feature	Agathobaculum	Akkermansia	Alistipes	Anaerobutyricum	Anaerostipes	Bacteroides	Barnesiella	Bifidobacterium	Blautia	Catenibacterium	Cibionibacter	Clostridiaceae.unclassified	Clostridium	Collinsella	Coprococcus	Dialister	Dorea	Eubacteriales.unclassified	Eubacterium	Evtepia	Faecalibacillus	Faecalibacterium	Firmicutes.unclassified	Fusicatenibacter	GGB3277	GGB3304	GGB51647	Gemmiger	Holdemanella	Lachnoclostridium	Lachnospira	Lachnospiraceae.unclassified	Lacrimispora	Ligilactobacillus	Mediterraneibacter	Oscillibacter	Oscillospiraceae.unclassified	Parabacteroides	Phascolarctobacterium	Phocaeicola	Prevotella	Romboutsia	Roseburia	Ruminococcus	Ruthenibacterium	Streptococcus
NS10	0	0	0	0.127344027134682	0.256813917420807	0	0	0.34267817224467	0.316335000509266	0	0	0	0.127344027134682	0.413273808494454	0	0.287943420562466	0.221784406557887	0.127344027134682	0.256813917420807	0	0	0.221784406557887	0.180585214190698	0.180585214190698	0	0	0.256813917420807	0.180585214190698	0	0	0	0.127344027134682	0.180585214190698	0	0.221784406557887	0	0	0	0	0	0.127344027134682	0	0	0	0	0
NS11	0	0	0.182075843827065	0	0	0.290362079855635	0	0.223625586129384	0.128389313635482	0	0	0	0.128389313635482	0.128389313635482	0	0	0	0	0	0.128389313635482	0	0.223625586129384	0	0	0	0.345592008850022	0	0.223625586129384	0.128389313635482	0	0	0.258958336947774	0.128389313635482	0	0.128389313635482	0.128389313635482	0.128389313635482	0.290362079855635	0	0.223625586129384	0.537683253093206	0	0	0	0.128389313635482	0
NS13	0	0	0	0.316335000509266	0.180585214190698	0.287943420562466	0	0	0.638116203172301	0.221784406557887	0.127344027134682	0	0.180585214190698	0	0.127344027134682	0	0.287943420562466	0	0	0	0	0.256813917420807	0	0.221784406557887	0	0	0	0.180585214190698	0	0	0	0.127344027134682	0	0	0.127344027134682	0	0.127344027134682	0	0	0.221784406557887	0	0	0	0	0	0
NS21	0.127344027134682	0	0	0	0.221784406557887	0.256813917420807	0	0.127344027134682	0.221784406557887	0	0	0.180585214190698	0.287943420562466	0.127344027134682	0	0.127344027134682	0	0	0	0	0	0.455533356978361	0	0	0	0	0	0.316335000509266	0	0	0	0.127344027134682	0	0	0.287943420562466	0	0	0	0	0.475637715490924	0	0	0.256813917420807	0	0	0
NS25	0.137796224645885	0	0.137796224645885	0	0.137796224645885	0.278299659005111	0	0	0	0	0.137796224645885	0.399018729451352	0.240219135875284	0.19550014059373	0.137796224645885	0	0	0.137796224645885	0	0.137796224645885	0	0.495908550863117	0	0	0	0	0	0.19550014059373	0	0	0	0.240219135875284	0.137796224645885	0	0.19550014059373	0	0	0.137796224645885	0	0.371938311296452	0	0.137796224645885	0	0	0	0
NS27	0	0	0	0.177710600845112	0.125327831168065	0.337065253333658	0	0.427479133284893	0.21823451436746	0.125327831168065	0	0	0.177710600845112	0.31118424427751	0.125327831168065	0	0.125327831168065	0	0.125327831168065	0	0	0.427479133284893	0	0	0	0	0	0.125327831168065	0	0	0	0.31118424427751	0.125327831168065	0	0.177710600845112	0	0	0	0	0.252680255142079	0	0	0.177710600845112	0.125327831168065	0	0
NS28	0	0.20777600399223	0	0	0.20777600399223	0	0.146387259294249	0	0	0	0	0.146387259294249	0.20777600399223	0	0.146387259294249	0.146387259294249	0	0	0.255413562517079	0	0	0.365369897941026	0	0	0	0.146387259294249	0	0	0	0	0	0.146387259294249	0	0	0	0	0.146387259294249	0	0.146387259294249	0	0.796037264081438	0	0	0	0	0
NS29	0	0	0	0	0.137796224645885	0.137796224645885	0	0.424737578991691	0.312194250107522	0	0	0	0.19550014059373	0.240219135875284	0	0.19550014059373	0	0	0	0.137796224645885	0	0.19550014059373	0	0	0	0	0	0.137796224645885	0	0.137796224645885	0	0	0.19550014059373	0	0	0	0.137796224645885	0	0	0.19550014059373	0	0.137796224645885	0.137796224645885	0.560955109120556	0.19550014059373	0.137796224645885
NS30	0	0	0	0.221784406557887	0.127344027134682	0	0	0.34267817224467	0.287943420562466	0	0	0	0.180585214190698	0.180585214190698	0	0	0.180585214190698	0	0.127344027134682	0	0	0.287943420562466	0.180585214190698	0.256813917420807	0	0	0	0	0	0.127344027134682	0	0.413273808494454	0	0	0.34267817224467	0	0	0	0	0	0	0	0.413273808494454	0	0	0
NS32	0	0	0	0.141897054604164	0.141897054604164	0.247467063170448	0	0.141897054604164	0.141897054604164	0	0.141897054604164	0	0.201357920790331	0	0.286756552211548	0.286756552211548	0.141897054604164	0	0.201357920790331	0	0	0.411516846067488	0	0	0	0	0.43814903058417	0	0	0	0	0.141897054604164	0	0.141897054604164	0.141897054604164	0.141897054604164	0	0.141897054604164	0	0	0.321750554396642	0	0	0.141897054604164	0	0.141897054604164
NS34	0	0	0	0	0	0.979095683925575	0	0.212412213739444	0	0	0	0	0.212412213739444	0.149628909359517	0	0	0	0	0	0	0	0.149628909359517	0	0	0	0	0	0	0	0.149628909359517	0	0	0	0	0.302745951623004	0	0	0.212412213739444	0.149628909359517	0	0	0	0	0	0	0
NS36	0	0.545533844559572	0.197395559849881	0	0	0.281034901502814	0.139123411367399	0.197395559849881	0	0	0.242563874095485	0	0	0	0	0	0	0.139123411367399	0	0	0	0.139123411367399	0	0.197395559849881	0.315284369799777	0	0	0.139123411367399	0	0	0.139123411367399	0	0	0	0	0	0	0.197395559849881	0.197395559849881	0.281034901502814	0	0.139123411367399	0	0.315284369799777	0.139123411367399	0
NS38	0	0.507704336770657	0	0	0.273060646698387	0.364789907287992	0.135251958244656	0.48600742513232	0	0	0.135251958244656	0.235726734049397	0	0.191867561485691	0	0.135251958244656	0	0	0	0	0	0.135251958244656	0	0	0	0.306277369169669	0	0	0	0	0	0	0	0	0	0	0	0.135251958244656	0	0.135251958244656	0	0	0	0.235726734049397	0	0
NS39	0	0	0.131686708058416	0	0.186779461081594	0.186779461081594	0.131686708058416	0.354801426767521	0	0	0.229437102507055	0	0.186779461081594	0.131686708058416	0.186779461081594	0.131686708058416	0.186779461081594	0	0.131686708058416	0	0.131686708058416	0.552980357273746	0.186779461081594	0.131686708058416	0.186779461081594	0	0	0.186779461081594	0	0	0	0.131686708058416	0	0	0	0	0.186779461081594	0	0.131686708058416	0	0.186779461081594	0	0.186779461081594	0.131686708058416	0	0
NS4	0	0	0	0	0.132843615738865	0.231477363970178	0	0.358039062550446	0	0	0	0	0.188430250549544	0	0	0	0	0.132843615738865	0	0	0	0.558379993641186	0	0	0	0	0	0	0	0	0.432182811137982	0.268106927251481	0	0	0	0	0	0	0	0.384002344700209	0	0	0.300684891226831	0	0	0
NS40	0	0	0.185171316045857	0.130559509885021	0.185171316045857	0	0.130559509885021	0.295388195893092	0.130559509885021	0	0.227449869328151	0.185171316045857	0	0.263413502105518	0	0	0.227449869328151	0	0	0	0	0.227449869328151	0	0.130559509885021	0	0.566619152426684	0	0	0	0	0	0.185171316045857	0.130559509885021	0.227449869328151	0	0	0	0	0	0.130559509885021	0.185171316045857	0	0.263413502105518	0	0.130559509885021	0
NS41	0.132843615738865	0	0.188430250549544	0	0	0.300684891226831	0	0	0.132843615738865	0.231477363970178	0.132843615738865	0	0	0	0.188430250549544	0	0.132843615738865	0	0	0	0	0.47667961158977	0	0	0	0.188430250549544	0	0	0	0	0.132843615738865	0.300684891226831	0	0	0	0.132843615738865	0	0	0	0.188430250549544	0.47667961158977	0	0.330422647911483	0	0	0
NS46	0	0	0.139123411367399	0	0.197395559849881	0.197395559849881	0	0.281034901502814	0.197395559849881	0	0.429069849388335	0	0	0	0.139123411367399	0	0.139123411367399	0	0	0.139123411367399	0	0.139123411367399	0	0.139123411367399	0.315284369799777	0.403057074466113	0.139123411367399	0	0	0	0	0.242563874095485	0	0	0.197395559849881	0.139123411367399	0	0	0	0.197395559849881	0	0	0.139123411367399	0.281034901502814	0	0
NS51	0	0	0	0.256813917420807	0.287943420562466	0	0	0.256813917420807	0.287943420562466	0	0.180585214190698	0	0.127344027134682	0.180585214190698	0.127344027134682	0	0	0	0.127344027134682	0	0	0.287943420562466	0	0.287943420562466	0	0	0.180585214190698	0.287943420562466	0	0	0	0.287943420562466	0.221784406557887	0	0.221784406557887	0	0	0	0	0.221784406557887	0	0	0.180585214190698	0.256813917420807	0	0
NS55	0	0	0	0	0.21823451436746	0	0	0	0.252680255142079	0	0.21823451436746	0	0	0	0.125327831168065	0	0	0	0.177710600845112	0	0.283282165310539	0.252680255142079	0	0	0	0	0	0.125327831168065	0	0	0	0.706951727887218	0.125327831168065	0	0.177710600845112	0	0	0	0	0.125327831168065	0	0.177710600845112	0.252680255142079	0.252680255142079	0	0
NS58	0	0	0	0.127344027134682	0.413273808494454	0	0	0.127344027134682	0.586657762322532	0	0	0.127344027134682	0	0.180585214190698	0	0	0	0.127344027134682	0	0	0.127344027134682	0.127344027134682	0	0.367421904619802	0	0	0	0	0	0	0	0.367421904619802	0	0	0	0	0	0	0	0	0	0.127344027134682	0.34267817224467	0	0	0.127344027134682
NS6	0	0	0.221784406557887	0.127344027134682	0.287943420562466	0.34267817224467	0	0	0.256813917420807	0	0	0.127344027134682	0.127344027134682	0	0	0	0.127344027134682	0	0.127344027134682	0	0	0.34267817224467	0	0.256813917420807	0.180585214190698	0	0	0	0	0	0	0.256813917420807	0.256813917420807	0	0.127344027134682	0	0	0.180585214190698	0	0.455533356978361	0	0	0.180585214190698	0	0	0
NS62	0	0.130559509885021	0.130559509885021	0.130559509885021	0.35165018848925	0	0	0.227449869328151	0.488614306746895	0	0.295388195893092	0	0.185171316045857	0.130559509885021	0.295388195893092	0	0.130559509885021	0	0	0	0	0.185171316045857	0	0.263413502105518	0	0	0	0	0	0	0	0.324564867563672	0	0	0	0	0.130559509885021	0	0	0	0	0	0	0.324564867563672	0	0
NS67	0	0	0	0.147981460748784	0	0	0	0.335975448247957	0.147981460748784	0	0.147981460748784	0	0	0.335975448247957	0	0.430173859120838	0.258237570423438	0.147981460748784	0	0	0	0.210055739071239	0	0	0	0.400734491635875	0	0.210055739071239	0	0	0.147981460748784	0.147981460748784	0	0	0.335975448247957	0	0.147981460748784	0	0	0	0	0	0	0.210055739071239	0	0
NS7	0	0	0.180585214190698	0	0	0.221784406557887	0	0.475637715490924	0.256813917420807	0	0.127344027134682	0	0	0.127344027134682	0	0.180585214190698	0.221784406557887	0	0	0	0	0.455533356978361	0	0	0	0	0	0.180585214190698	0	0	0	0.256813917420807	0.127344027134682	0.127344027134682	0	0.180585214190698	0	0	0	0	0.287943420562466	0.316335000509266	0	0	0	0
NS70	0	0	0	0.21823451436746	0.177710600845112	0	0	0.125327831168065	0.427479133284893	0	0.125327831168065	0	0	0.125327831168065	0	0	0	0	0	0	0.177710600845112	0.337065253333658	0	0.177710600845112	0	0	0.337065253333658	0	0	0	0.177710600845112	0.505360510284157	0	0	0	0	0	0	0	0	0.31118424427751	0	0	0.177710600845112	0	0.177710600845112
NS71	0	0.252680255142079	0	0.205568931161174	0.447832396928932	0	0	0.391831024398899	0.292842771728575	0.14484349699856	0	0.328632076622758	0	0.252680255142079	0	0	0.205568931161174	0	0	0	0	0	0	0	0	0	0.14484349699856	0	0	0.14484349699856	0	0	0	0	0.14484349699856	0	0	0	0.14484349699856	0	0	0.205568931161174	0	0.292842771728575	0.14484349699856	0.14484349699856
NS72	0	0	0	0.285584249282769	0.126323863142282	0	0	0.509739678831507	0.387596686655181	0	0	0	0.219987977395459	0.254721924405946	0.179130609256308	0	0.179130609256308	0	0	0	0.126323863142282	0	0	0.254721924405946	0	0.254721924405946	0	0.126323863142282	0.219987977395459	0	0	0	0	0.364356725371703	0	0	0	0	0	0.126323863142282	0	0	0	0	0	0
NS77	0	0	0.137796224645885	0	0.19550014059373	0.240219135875284	0	0.137796224645885	0	0	0	0.137796224645885	0.137796224645885	0.19550014059373	0	0	0	0	0	0	0	0.495908550863117	0.240219135875284	0	0	0	0	0	0	0	0.137796224645885	0.34315868913408	0	0	0.137796224645885	0.19550014059373	0	0	0.137796224645885	0.34315868913408	0.44934121948553	0	0	0	0	0
NS78	0.134031561411219	0	0	0.270549762978573	0.134031561411219	0	0	0.270549762978573	0.190125603346467	0.361367123906708	0	0	0	0.233573055504418	0.190125603346467	0	0.134031561411219	0	0.190125603346467	0	0.134031561411219	0.134031561411219	0	0.303442455338348	0	0.190125603346467	0	0	0.333473172251832	0	0.134031561411219	0.333473172251832	0	0	0	0	0	0	0	0.134031561411219	0	0	0.134031561411219	0.270549762978573	0	0.134031561411219
NS79	0	0	0	0.176323838815752	0.358450039631831	0	0	0.334360404047854	0.444126099837685	0	0.124354994546761	0	0	0.176323838815752	0	0	0.216522331255706	0	0	0	0.176323838815752	0.381274987883785	0.124354994546761	0.250686923123035	0	0	0.250686923123035	0.176323838815752	0	0	0	0.124354994546761	0.124354994546761	0	0.124354994546761	0	0	0	0	0.124354994546761	0	0	0.124354994546761	0.216522331255706	0	0
NS81	0	0	0	0.186779461081594	0.131686708058416	0	0	0.327454426146225	0.450587165257658	0	0.327454426146225	0	0.186779461081594	0	0.131686708058416	0.131686708058416	0.265729118969425	0	0.131686708058416	0	0	0.186779461081594	0	0.131686708058416	0	0	0	0	0	0	0	0.404891786285083	0	0	0	0	0	0	0	0	0	0.229437102507055	0	0.354801426767521	0	0.131686708058416
NS83	0	0	0	0.21823451436746	0.125327831168065	0	0	0.21823451436746	0.283282165310539	0	0	0.125327831168065	0.125327831168065	0.21823451436746	0	0	0.125327831168065	0	0	0	0.177710600845112	0.337065253333658	0	0.125327831168065	0	0.384396774495639	0	0.125327831168065	0.283282165310539	0	0	0.177710600845112	0	0	0.125327831168065	0.125327831168065	0	0	0.125327831168065	0.125327831168065	0.21823451436746	0.177710600845112	0.252680255142079	0.31118424427751	0	0
NS86	0.125327831168065	0	0	0.177710600845112	0.558989866024985	0	0	0.177710600845112	0.177710600845112	0.252680255142079	0.125327831168065	0	0	0.21823451436746	0.252680255142079	0	0	0	0	0.125327831168065	0.125327831168065	0.427479133284893	0	0.177710600845112	0	0.125327831168065	0	0	0	0	0	0.31118424427751	0	0	0.125327831168065	0	0.125327831168065	0	0	0	0.125327831168065	0	0.125327831168065	0.125327831168065	0	0
