feature	Alcaligenaceae	Alicyclobacillaceae	Bacillaceae	Burkholderiaceae	Burkholderiales.unclassified	Comamonadaceae	Corynebacteriaceae	Enterobacteriaceae	FGB796	Lactobacillaceae	Lawsonellaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002340	0	0	0	0.0820123105375425	0.227769003829421	0	0	0	0	0	0	0	0.130133736772897	0	0	0.261357875263891	1.18542272780347	0	0	0
SRR20002343	0	0.0478058509066889	0.0843302580786657	0.104917978106358	0.23064166742342	0	0	0	0.148387006242378	0	0	0.0100930744348231	0.142588769593153	0.0091441486068995	0	0.369303634796521	0.772050078500104	0.496198819111354	0	0.205276399350324
SRR20002345	0.293721065178891	0.0274248571344626	0.0289883830832466	0.0929873853349776	0.190342976946802	0	0	0	0.0317131206603612	0	0.239881919009291	0.0301992644010126	0.142797097283999	0	0	0.728269122869208	0.619814632515971	0	0	0.105705442375397
SRR20002351	0.0769688810671593	0	0	0.123319658160707	0.186234724931438	0	0.0750559784634407	0	0	0	0.141552214320659	0.0687931753160974	0.133225931800847	0.0203889471773314	0	0.64792333152253	0.704215000871928	0.0816936476049054	0.332072770397135	0
SRR20002352	0	0	0	0.027461484883376	0.057990400446518	0	0	0	0	0	0.00738621425203565	0	0.0107634279358858	0	0	0.117415516935818	0.224944788790001	1.29520028345934	0.0793961890520991	0
SRR20002353	0.00614427242587178	0	0	0.107529854151785	0.302175522361476	0.012256731418188	0	0	0	0	0	0	0.136913435654611	0.0109877821627448	0	0.268864313197994	1.12030162703351	0	0	0
SRR20002355	0	0	0	0.102439915944177	0.262919374055753	0	0	0	0	0	0	0	0.118542692407421	0	0	0.456560770659577	1.00614679591142	0	0	0
SRR20002356	0	0	0	0	0.0353436220668773	0	0	0.0336846587779041	0.0441407568644266	0	0	0	0	0	0	0.152331295209573	1.37469574704888	0	0.0814109568663726	0.0632560451346302
SRR20002360	0	0	0	0.128797190536177	0.247040758343855	0	0	0	0	0	0	0.0726048242938452	0.117979184521851	0	0	0.473741815817437	0.987292262723808	0	0	0
SRR20002363	0	0	0	0.0276491138699946	0.0622746311033843	0	0	0	0	0	0	0	0.00765065597263198	0.00444633225226054	0	0.0460945729028297	0.20436290299961	1.32647134450498	0.102607388534601	0
SRR20002365	0	0	0	0.0497519124246413	0.221635165312563	0	0	0	0	0	0.0627050746390937	0.169038359142223	0.0784308010380456	0	0	0.661101758158616	0.819279535758503	0	0	0
SRR20002368	0.00847339337410889	0	0	0.0236986270397116	0.0589183512396713	0	0	0	0	0	0.0119603221179439	0	0.016362962514993	0	0	0.0909818018978475	0.195568564054403	1.34407406518482	0	0
SRR20002369	0	0	0	0	0	0	0	0.964610639453975	0	0.313928909886854	0	0	0	0	0.0772965288366602	0	0	0.492155123839123	0	0
SRR20002371	0	0	0	0	0.0672753586275577	0	0	0.174688008695334	0.138007877275352	0	0	0	0	0	0	0.546295885607137	0.449532931740651	0.590028152872867	0.405237947921763	0.150990506905342
SRR20002373	0.121638836666543	0.0413526025309998	0.0677485358276689	0.147671539390514	0.280485341814945	0	0	0	0.0708391632782736	0	0.0479307774251089	0	0.179640120850253	0	0	0.251939034101463	1.05204825383779	0	0	0.15924284772889
SRR20002375	0	0.01966800554648	0.023041484001102	0.118271699017092	0.254885823624691	0	0	0	0.0572725067233063	0	0	0	0.105195148875858	0	0	0.37420267093012	1.05866875237411	0	0	0.117767763511891
SRR20002377	0	0	0	0	0.0803329158456565	0	0	0	0	0	0	0	0	0	0	0.232578394611078	0.319268553937464	1.16190502164505	0	0
SRR20002378	0	0	0	0.0739658672593919	0.268976279924481	0	0	0	0	0	0	0	0	0	0	0.213178138671819	1.21576133771902	0	0	0
SRR20002379	0.0270477783002034	0	0	0.14268531269704	0.305797846939333	0.00652689021263756	0	0	0	0	0	0	0.0987958034278112	0.058913109937999	0	0.153352678756793	1.17568308518035	0	0	0
SRR20002380	0	0	0.0254567038853959	0	0.0143164510393998	0	0	0	0	0	0	0	0	0	0	0	0.083854362750724	1.48197819184792	0	0
SRR20002382	0	0.0552417984615863	0.111533695555508	0.192677246243231	0.206398317438839	0	0	0	0.164579649262566	0	0	0.0393786608852437	0.0849382703544725	0	0	0.405135919304525	0.935548651652868	0.00782223513750285	0	0.261810605915368
SRR20002384	0	0.00854192919003934	0.0202805607599776	0.027348572124181	0.0851684244768345	0	1.22514675626525	0	0.059210356737831	0	0	0	0.0452095982403558	0	0	0.130933641026939	0.284303779345656	0	0	0.0711818968976932
SRR20002386	0	0	0	0	0.184932330796156	0	0	0	0	0	0	0	0	0	0	0.366798481623497	1.15598024937644	0	0	0
SRR20002388	0	0.00884042581288759	0.0178269166035747	0.153391716640107	0.297228749482686	0	0	0	0	0	0	0.074275437716751	0.10705329731988	0.0315071398581531	0	0.287947722262393	1.08651827508635	0	0	0.0932855646569482
SRR20002391	0.0385523291490971	0	0	0.141578792926821	0.234851135909605	0.0209064588200881	0.0196399929102304	0	0	0	0.0885637776769468	0.0392647984603087	0.12405532374386	0.0471796582547506	0	0.657311436701679	0.808830231980378	0	0	0
SRR20002394	0	0	0	0	0	0	1.4691483600097	0	0	0.0069856820298162	0	0	0	0	0	0	0.0324707742303465	0.0960328508894512	0	0
SRR20002396	0	0.0246991035100816	0.0442302852018158	0.116571228665587	0.257230810323603	0	0	0.365980539920368	0.0638924393127753	0	0	0.0403349646340504	0.142169657101117	0.0292001266835287	0	0.254405627912773	0.936832453793532	0.0428642932742253	0.173508053911953	0.143246473861117
SRR20002397	0.100056689630807	0	0	0.125460773983575	0.287689450564848	0.0182363238372497	0	0	0	0	0	0.272307364651465	0.150728071441976	0.0194978844289902	0	0.279294958737327	1.01559927002077	0.0103895544068236	0	0
SRR20002401	0	0	0	0.109244785813916	0.218481683754608	0.030718446031021	0	0.103376806406738	0	0	0	0.0224548575639089	0.0879847019358963	0	0	0.455175605153892	0.782969869424287	0.347668608594088	0.345031782330579	0
SRR20002402	0	0	0	0.238909304928099	0.264688795844914	0	0	0	0	0	0	0	0	0	0	0.183980958238071	1.16214035052801	0	0	0
SRR20002403	0	0	0	0.211646401200009	0.251652672866533	0	0	0	0	0	0	0	0	0	0	0	1.23895941464998	0	0	0
SRR20002406	0	0	0.0336706732379282	0.0799000243688395	0.180379238118582	0	0	0	0.0798064465567873	0	0	0.0472276756670659	0.0430369238781603	0	0	0.815917382031414	0.687863074224794	0	0	0.127993170939412
SRR20002410	0	0	0	0.0562464268977851	0.120421364892463	0	1.090882287304	0	0	0	0	0.00856433959123069	0.0591558883484238	0.00985582036745626	0.00492785034794324	0.0848922964675624	0.444233090773406	0	0	0
SRR20002412	0	0	0	0.0784362916503577	0.145233834762308	0	0.333735691208638	0	0	0.0508982504457079	0.0614803754816743	0.106347768812005	0.0319305053993885	0.00997628343739244	0.101342912763037	0.237411486402397	0.496199266299244	0.780432726951556	0.246663782940553	0
SRR20002416	0	0	0	0	0.234656256110967	0	0	0	0	0	0	0	0.201059696766739	0	0	0.219539825605623	1.18532656644898	0	0	0
SRR20002417	0	0	0	0	0.121243533431642	0	0	0	0	0	0	0	0.127566795092604	0	0	0.102264451607591	1.36631038431552	0	0	0
SRR20002419	0	0	0	0.177396300177311	0.232915710773221	0.0419313925730169	0	0	0	0.00609078145747233	0.065792864575395	0	0.101629128315476	0.0476599261764493	0	0.666288571271366	0.799506123800703	0.0280064682415171	0	0
SRR20002420	0	0	0	0.0331658223381194	0.218818696628211	0	0	0	0	0	0	0	0	0	0	0.325097709422836	1.17276224676917	0	0	0
SRR20002421	0	0	0	0	0.0817935792438622	0	0	0	0	0	0	0	0.023095566077292	0	0	0.189132403369596	0.504206232037281	1.01097974176414	0.0778007072071743	0
SRR20002422	0	0	0	0.0564284263198485	0.103047343857018	0.00515049383684778	0.0124291956480569	0	0	0.00572804547601597	0.0788694312556789	0	0.0456535176769602	0.0156922241259554	0	0.613290128870826	0.329139332404256	0.816913076505559	0.101397373219937	0
SRR20002425	0	0	0.00270746796769722	0.155432974151942	0.279062383808915	0.046154633442403	0	0	0	0	0	0.155400105067754	0.156639002218608	0.0537363104870972	0	0.269164831905556	1.07732557761297	0.0225476072828242	0	0
SRR20002427	0	0	0	0.0243295330906356	0.0450532468168135	0	0.171805319233228	0	0	0.00973184216713386	0	0.0161240295984218	0.0189643426428795	0.00591728397012001	1.32834618023769	0.0407706902372602	0.145081609048165	0	0.0498126353762384	0
SRR20002430	0	0	0	0.171708484707245	0.110601037387774	0	0.0342964687338205	0	0	0	0.0151735990011481	0.144433272323118	0.0132027531645133	0	0	0.407796128412409	1.07378488390469	0.0129231293737136	0.0789232160319458	0
SRR20002433	0	0	0	0.102141344565651	0.208891300082481	0.00548091157712703	0	0	0	0	0.0904337864990973	0	0.120430238087101	0.0188358754998193	0	0.726397085784565	0.767127314438329	0.0274914337123236	0	0
SRR20002435	0	0	0	0	0.0119302569006169	0	1.44331099756815	0.0773253512093777	0	0.0371193338533317	0	0	0	0	0	0.0225566617267723	0.0895597347727519	0	0	0.0130223584392331
SRR20002439	0	0	0	0	0.124991038410599	0	0	0	0	0	0	0.359143433426766	0	0	0	0.385360666298251	1.01278523975259	0	0	0
SRR20002441	0	0	0	0	0	0	0	1.49463372268622	0.00693705776939947	0.0163809179008368	0	0	0	0	0.0164527753484776	0	0.033369965979712	0.0632006251140459	0	0.0100145501791872
SRR20002442	0	0	0	0.114783330869293	0.316576192396188	0	0	0	0	0	0	0	0.136298356064252	0.0306510601070341	0	0.194095000179557	1.15030025346733	0	0	0
SRR20002443	0	0	0	0.113915601950832	0.158237494602221	0	0.537008498077908	0	0	0	0.12497232142439	0.0101401270411205	0.0675478498088726	0.0172189851716919	0.0109914161852891	0.463782003640261	0.566014176483827	0.453873691255755	0	0
SRR20002446	0.161997881048748	0	0	0.0263974857951369	0.0891136996990477	0	0.208940162455228	0	0	0	0.0133556989059173	0.070415534540874	0	0	0	0.365804502624381	0.367135086279594	0.388831594933262	0.802104609232032	0
SRR20002448	0	0	0	0.124443170812086	0.239982074673375	0	0	0	0	0	0	0.0687919025337723	0.116066566232528	0.0434830527096686	0	0.38922274860869	0.836513556313479	0.132878450457344	0.457995341050956	0
SRR20002450	0.019654854915644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100002500118547	0.0551769915932853	1.45480011149047	0	0
SRR20002455	0	0	0	0.144522251244515	0.276062868768977	0.00676936911233229	0	0	0	0	0.0355887631661724	0	0.139784538898262	0.0403365170371606	0	0.442562866008172	0.990294289769528	0	0	0
SRR20002456	0	0	0	0.0763761584184956	0.235936964426475	0	0	0	0	0.139238129468246	0	0	0.0865859891914629	0	0	0.165322034447887	1.22593781091883	0	0	0
SRR20002459	0	0	0	0.0740553167100151	0.19661147993374	0	0	0	0	0	0	0	0.208594828001791	0	0	0.169035711747312	0.725550211029039	0.730170041032379	0	0
SRR20002464	0	0	0.0337941506509314	0.112125836789703	0.297809552533844	0	0	0	0.0760373262230013	0	0	0	0	0	0	0.256790800940805	1.12082969220081	0	0	0.138767076107894
SRR20002465	0	0	0	0.0325084458272553	0.0554073617450675	0	1.31306174944956	0	0	0	0	0	0.0187139596658887	0	0.160509993672755	0.0564226657404544	0.174541821728688	0	0.0402097517487254	0
SRR20002466	0	0	0	0.0708744973644026	0.225652322262304	0	0	0	0	0	0	0	0.0910420435981844	0	0	0.231024211544365	0.713241522906268	0.741477619683208	0	0
SRR20002468	0.0431095142558094	0	0	0	0	0	0.920789332559399	0.634490662632079	0	0	0	0	0	0	0.082354953204175	0	0.00430918077056363	0.0790842215120637	0	0
SRR20002473	0	0	0	0.0358034972283426	0.072395124383856	0	0.00837540291638082	0	0	0	0.00637139169562612	0	0.0274460011453245	0.00556049708821288	0	0.0698144000193239	0.24195014990375	1.29591436869266	0.0632518771744231	0
SRR20002474	0.0578353035760122	0	0	0.18269478126554	0.257734443356853	0	0	0	0	0	0	0.262696164829005	0.108124388863264	0	0	0.263705053090706	1.02660052511969	0.115535747652723	0.0801625734524772	0
SRR20002475	0.0785474051542284	0	0	0.126520916560226	0.241139177436947	0.0599434580842959	0	0.131806086195366	0	0	0.0376495940926408	0	0.101624236255986	0	0	0.407138840963513	0.874698223852948	0.066625626026531	0.380981974171545	0
SRR20002477	0	0.0310893771957702	0.0254124654708919	0.13878451397046	0.289880961021338	0	0.0818464347561895	0	0	0	0	0.0511742701533492	0.121455474835809	0	0	0.322854354275281	1.05751665747704	0	0.0617329643060595	0.101243639031285
SRR20002478	0	0	0	0.112327981833089	0.214144646389281	0	0	0	0	0	0	0	0.0443463287142763	0	0	0.283463268105503	1.16555631754445	0	0	0.132719569252988
SRR20002479	0	0	0	0	0.036686007010853	0	0	0	0	0	0	0	0	0	0	0.0938388596297666	0.423195005307121	1.13423756564981	0	0
SRR20002481	0	0	0	0	0	0	0	0	0.322819552077515	0	0	0	0	0	0	0	0.779998620471998	0	0	0.689569697666984
SRR20002482	0	0	0.0345752948302095	0.100840975916791	0.269846556322319	0	0	0	0.112995388754107	0	0	0	0	0	0	0.303262254279165	1.10361361548039	0	0	0.136595715165452
