#Classification	S-7-POLCOM-G_bracken_P.kreport
k__Bacteria	867
k__Bacteria|p__Proteobacteria	857
k__Bacteria|p__Actinobacteria	6
k__Bacteria|p__Acidobacteria	4
k__Eukaryota	21
k__Eukaryota|k__Metazoa	13
k__Eukaryota|k__Metazoa|p__Chordata	13
k__Eukaryota|k__Fungi	7
k__Eukaryota|k__Fungi|p__Ascomycota	7
