#Classification	S-13-POLPIL-B_bracken_O.kreport
k__Bacteria	82088
k__Bacteria|p__Proteobacteria	72870
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	58077
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	58077
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	12031
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	10435
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	1588
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2759
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1160
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	399
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1199
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	2
k__Bacteria|p__Actinobacteria	5810
k__Bacteria|p__Actinobacteria|c__Actinomycetia	5633
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	4295
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	376
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	98
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	531
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	232
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	48
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	50
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	175
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	175
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	1
