#Classification	GQ29_bracken_P.kreport
k__Bacteria	23934000
k__Bacteria|p__Firmicutes	18096732
k__Bacteria|p__Actinobacteria	842286
k__Bacteria|p__Tenericutes	303
k__Bacteria|p__Deinococcus-Thermus	84
k__Bacteria|p__Cyanobacteria	5
k__Bacteria|p__Fusobacteria	2168517
k__Bacteria|p__Bacteroidetes	1921747
k__Bacteria|p__Chlorobi	1
k__Bacteria|p__Proteobacteria	493048
k__Bacteria|p__Candidatus_Saccharibacteria	406699
k__Bacteria|p__Spirochaetes	4530
k__Bacteria|p__Synergistetes	37
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Chlamydiae	2
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Thermotogae	3
k__Eukaryota	7368
k__Eukaryota|k__Metazoa	4402
k__Eukaryota|k__Metazoa|p__Chordata	4402
k__Eukaryota|k__Fungi	14
k__Eukaryota|k__Fungi|p__Basidiomycota	10
k__Eukaryota|k__Fungi|p__Ascomycota	4
k__Eukaryota|k__Viridiplantae	2947
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2880
k__Eukaryota|k__Viridiplantae|p__Chlorophyta	67
k__Eukaryota|p__Apicomplexa	4
k__Archaea	2
k__Archaea|p__Euryarchaeota	2
k__Viruses	6243
k__Viruses|k__Heunggongvirae	6243
k__Viruses|k__Heunggongvirae|p__Uroviricota	6226
k__Viruses|k__Heunggongvirae|p__Peploviricota	17
