#Classification	SRR5091481_bracken_P.kreport
k__Bacteria	6228965
k__Bacteria|p__Bacteroidetes	5033743
k__Bacteria|p__Firmicutes	1029969
k__Bacteria|p__Actinobacteria	25065
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Proteobacteria	139750
k__Bacteria|p__Synergistetes	327
k__Bacteria|p__Spirochaetes	51
k__Bacteria|p__Verrucomicrobia	25
k__Bacteria|p__Planctomycetes	1
k__Bacteria|p__Fusobacteria	19
k__Bacteria|p__Candidatus_Saccharibacteria	12
k__Eukaryota	1873
k__Eukaryota|k__Viridiplantae	1202
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1202
k__Eukaryota|k__Fungi	670
k__Eukaryota|k__Fungi|p__Ascomycota	582
k__Eukaryota|k__Fungi|p__Basidiomycota	88
k__Archaea	5
k__Archaea|p__Euryarchaeota	5
k__Viruses	13034
k__Viruses|k__Heunggongvirae	13034
k__Viruses|k__Heunggongvirae|p__Uroviricota	13034
