#Classification	GQ21_bracken_F.kreport
k__Bacteria	6932045
k__Bacteria|p__Firmicutes	4887033
k__Bacteria|p__Firmicutes|c__Bacilli	4702149
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	4701555
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	4330805
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	132412
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	57266
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	169
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	180902
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	593
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	591
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2
k__Bacteria|p__Firmicutes|c__Clostridia	82725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	82725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	31608
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	10603
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	39762
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	42
k__Bacteria|p__Firmicutes|c__Negativicutes	68975
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	59613
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	59613
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	9362
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	9362
k__Bacteria|p__Firmicutes|c__Tissierellia	33146
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	33146
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	33146
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	35
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	35
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	35
k__Bacteria|p__Actinobacteria	855695
k__Bacteria|p__Actinobacteria|c__Actinomycetia	853150
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	534520
