#Classification	SRR20002374_bracken_P.kreport
k__Bacteria	2107886
k__Bacteria|p__Proteobacteria	1602030
k__Bacteria|p__Actinobacteria	40863
k__Bacteria|p__Firmicutes	463361
k__Bacteria|p__Deinococcus-Thermus	55
k__Bacteria|p__Tenericutes	1
k__Bacteria|p__Bacteroidetes	1358
k__Bacteria|p__Verrucomicrobia	168
k__Bacteria|p__Chlamydiae	28
k__Bacteria|p__Fusobacteria	18
k__Eukaryota	2043
k__Eukaryota|k__Fungi	1110
k__Eukaryota|k__Fungi|p__Basidiomycota	704
k__Eukaryota|k__Fungi|p__Ascomycota	406
k__Eukaryota|k__Metazoa	659
k__Eukaryota|k__Metazoa|p__Chordata	659
k__Eukaryota|k__Viridiplantae	267
k__Eukaryota|k__Viridiplantae|p__Streptophyta	267
k__Eukaryota|p__Apicomplexa	6
k__Viruses	187
k__Viruses|k__Heunggongvirae	187
k__Viruses|k__Heunggongvirae|p__Uroviricota	187
