#Classification	SRR20002420_bracken_P.kreport
k__Bacteria	569466
k__Bacteria|p__Proteobacteria	551724
k__Bacteria|p__Actinobacteria	12605
k__Bacteria|p__Firmicutes	4898
k__Bacteria|p__Deinococcus-Thermus	27
k__Bacteria|p__Tenericutes	3
k__Bacteria|p__Bacteroidetes	204
k__Bacteria|p__Nitrospirae	3
k__Eukaryota	984
k__Eukaryota|k__Fungi	560
k__Eukaryota|k__Fungi|p__Basidiomycota	344
k__Eukaryota|k__Fungi|p__Ascomycota	215
k__Eukaryota|k__Metazoa	338
k__Eukaryota|k__Metazoa|p__Chordata	338
k__Eukaryota|k__Viridiplantae	86
k__Eukaryota|k__Viridiplantae|p__Streptophyta	86
k__Viruses	5
k__Viruses|k__Heunggongvirae	5
k__Viruses|k__Heunggongvirae|p__Uroviricota	5
