# git tag version 3.1.0 |  motus version 3.1.0 | map_tax 3.1.0 | gene database: nr3.1.0 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75 | calc_motu 3.1.0 -k mOTU -C no_CAMI -g 3 -c -p -u | taxonomy: ref_mOTU_3.1.0 meta_mOTU_3.1.0
# call: python /nfs3_ib/nfs-ip34/home/def-ilafores/programs/motu-profiler_env/bin/motus profile -f /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ27/GQ27_paired_1.fastq -r /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ27/GQ27_paired_2.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ27/GQ27_unmatched_1.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ27/GQ27_unmatched_2.fastq -n GQ27 -t 8 -u -c -p
#mOTU	consensus_taxonomy	NCBI_tax_id	GQ27
meta_mOTU_v31_12444	Bacteria species incertae sedis	NA	3
meta_mOTU_v31_12478	Clostridium species incertae sedis	NA	2
meta_mOTU_v31_12555	Campylobacter species incertae sedis	NA	2
meta_mOTU_v31_12582	Catonella morbi	43997	8
meta_mOTU_v31_12593	Capnocytophaga species incertae sedis	NA	2
meta_mOTU_v31_12605	Stomatobaculum longum	796942	3
meta_mOTU_v31_12620	Prevotella species incertae sedis	NA	2
meta_mOTU_v31_12652	Firmicutes species incertae sedis	NA	2
meta_mOTU_v31_12676	Capnocytophaga species incertae sedis	NA	1
meta_mOTU_v31_12689	Bacteria species incertae sedis	NA	2
meta_mOTU_v31_12734	Bacteria species incertae sedis	NA	3
meta_mOTU_v31_12777	Clostridiales species incertae sedis	NA	1
meta_mOTU_v31_12807	Lactobacillales species incertae sedis	NA	10
meta_mOTU_v31_12865	Porphyromonadaceae species incertae sedis	NA	17
meta_mOTU_v31_12929	Leptotrichia sp. oral taxon 847	1785996	2
meta_mOTU_v31_12990	Porphyromonadaceae species incertae sedis	NA	4
meta_mOTU_v31_13055	Firmicutes species incertae sedis	NA	1
meta_mOTU_v31_13077	Clostridium species incertae sedis	NA	11
meta_mOTU_v31_13135	Veillonella species incertae sedis	NA	26
meta_mOTU_v31_13183	Treponema species incertae sedis	NA	1
meta_mOTU_v31_13218	Pasteurellaceae species incertae sedis	NA	10
meta_mOTU_v31_13253	Pasteurellaceae species incertae sedis	NA	11
meta_mOTU_v31_13369	Cardiobacterium valvarum	194702	1
meta_mOTU_v31_13394	Bacteria species incertae sedis	NA	2
meta_mOTU_v31_13402	Bacteria species incertae sedis	NA	2
meta_mOTU_v31_13483	Bacteria species incertae sedis	NA	2
meta_mOTU_v31_13818	Bacteroidetes species incertae sedis	NA	1
meta_mOTU_v31_13934	Neisseriaceae species incertae sedis	NA	2
meta_mOTU_v31_14352	Bacteria species incertae sedis	NA	1
meta_mOTU_v31_14360	Campylobacter species incertae sedis	NA	1
meta_mOTU_v31_14376	Bacteria species incertae sedis	NA	2
ext_mOTU_v31_17438	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_17471	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_17472	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_17473	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_17848	Candidatus Saccharibacteria species incertae sedis	NA	2
ext_mOTU_v31_17849	Candidatus Saccharibacteria species incertae sedis	NA	4
ext_mOTU_v31_17850	Candidatus Saccharibacteria species incertae sedis	NA	2
ext_mOTU_v31_17851	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_17852	Candidatus Saccharibacteria species incertae sedis	NA	4
ext_mOTU_v31_17853	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_17855	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_17858	Candidatus Saccharibacteria species incertae sedis	NA	2
ext_mOTU_v31_17915	Veillonella species incertae sedis	NA	1
ext_mOTU_v31_18022	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_18023	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_18024	Streptococcus species incertae sedis	NA	3
ext_mOTU_v31_18027	Actinomyces species incertae sedis	NA	2
ext_mOTU_v31_18159	Leptotrichia species incertae sedis	NA	3
ext_mOTU_v31_18214	Veillonella species incertae sedis	NA	4
ext_mOTU_v31_19620	Prevotellaceae species incertae sedis	NA	13
ext_mOTU_v31_19623	Treponema species incertae sedis	NA	2
ext_mOTU_v31_19629	Capnocytophaga species incertae sedis	NA	1
ext_mOTU_v31_19632	Porphyromonas species incertae sedis	NA	2
ext_mOTU_v31_19639	Kingella species incertae sedis	NA	2
ext_mOTU_v31_19640	Aggregatibacter species incertae sedis	NA	2
ext_mOTU_v31_19643	Granulicatella species incertae sedis	NA	6
ext_mOTU_v31_19644	Streptococcus species incertae sedis	NA	4
ext_mOTU_v31_19650	Aggregatibacter species incertae sedis	NA	2
ext_mOTU_v31_19651	Aggregatibacter species incertae sedis	NA	20
ext_mOTU_v31_19653	Aggregatibacter species incertae sedis	NA	1
ext_mOTU_v31_19654	Aggregatibacter species incertae sedis	NA	1
ext_mOTU_v31_19656	Veillonella species incertae sedis	NA	4
ext_mOTU_v31_19663	Neisseria species incertae sedis	NA	4
ext_mOTU_v31_19670	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_19675	Neisseriaceae species incertae sedis	NA	3
ext_mOTU_v31_19677	Campylobacter species incertae sedis	NA	1
ext_mOTU_v31_19711	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_19712	Candidatus Saccharibacteria species incertae sedis	NA	2
ext_mOTU_v31_19713	Candidatus Saccharibacteria species incertae sedis	NA	2
ext_mOTU_v31_19716	Bacteria species incertae sedis	NA	2
ext_mOTU_v31_19723	Candidatus Saccharibacteria species incertae sedis	NA	3
ext_mOTU_v31_19728	Synergistaceae species incertae sedis	NA	3
ext_mOTU_v31_19741	Campylobacter species incertae sedis	NA	1
ext_mOTU_v31_26700	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_26850	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_26865	Haemophilus species incertae sedis	NA	4
ext_mOTU_v31_26926	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_27080	Haemophilus species incertae sedis	NA	1
ext_mOTU_v31_27194	Gemella species incertae sedis	NA	22
ext_mOTU_v31_27195	Granulicatella species incertae sedis	NA	5
ext_mOTU_v31_27237	Streptococcus species incertae sedis	NA	3
ext_mOTU_v31_28185	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29390	Treponema species incertae sedis	NA	1
ext_mOTU_v31_29399	Lachnospiraceae species incertae sedis	NA	1
ext_mOTU_v31_29421	Pasteurellaceae species incertae sedis	NA	3
ext_mOTU_v31_29427	Selenomonas species incertae sedis	NA	1
ext_mOTU_v31_29429	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29432	Streptococcus species incertae sedis	NA	11
ext_mOTU_v31_29437	Streptococcus species incertae sedis	NA	8
ext_mOTU_v31_29438	Streptococcus species incertae sedis	NA	3
ext_mOTU_v31_29445	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29448	Aggregatibacter species incertae sedis	NA	1
ext_mOTU_v31_29453	Gemella species incertae sedis	NA	6
ext_mOTU_v31_29454	Streptococcus species incertae sedis	NA	4
ext_mOTU_v31_29457	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_29463	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29465	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29469	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29471	Neisseria species incertae sedis	NA	2
ext_mOTU_v31_29474	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29479	Streptococcus species incertae sedis	NA	5
ext_mOTU_v31_29483	Streptococcus species incertae sedis	NA	3
ext_mOTU_v31_29490	Streptococcus species incertae sedis	NA	1
ext_mOTU_v31_29496	Streptococcus species incertae sedis	NA	4
ext_mOTU_v31_29501	Campylobacter species incertae sedis	NA	1
ext_mOTU_v31_29541	Candidatus Saccharibacteria species incertae sedis	NA	2
ext_mOTU_v31_29553	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_29568	Candidatus Saccharibacteria species incertae sedis	NA	1
unassigned	unassigned	NA	56
