# git tag version 3.1.0 |  motus version 3.1.0 | map_tax 3.1.0 | gene database: nr3.1.0 | calc_mgc 3.1.0 -y insert.scaled_counts -l 75 | calc_motu 3.1.0 -k mOTU -C no_CAMI -g 3 -c -p -u | taxonomy: ref_mOTU_3.1.0 meta_mOTU_3.1.0
# call: python /nfs3_ib/nfs-ip34/home/def-ilafores/programs/motu-profiler_env/bin/motus profile -f /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ29/GQ29_paired_1.fastq -r /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ29/GQ29_paired_2.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ29/GQ29_unmatched_1.fastq -s /nfs3_ib/nfs-ip34/home/def-ilafores/analysis/projet_PROVID19/Feces/preproc/GQ29/GQ29_unmatched_2.fastq -n GQ29 -t 8 -u -c -p
#mOTU	consensus_taxonomy	NCBI_tax_id	GQ29
ref_mOTU_v31_00307	Streptococcus pseudopneumoniae/infantis [Streptococcus sp. HMSC062D07/Streptococcus pseudopneumoniae/Streptococcus infantis]	NA	116
ref_mOTU_v31_00308	Streptococcus infantis	68892	8
ref_mOTU_v31_00309	Streptococcus timonensis	1852387	34
ref_mOTU_v31_00310	Streptococcus sp. [Streptococcus sp. I-G2/Streptococcus sp. I-P16]	NA	9
ref_mOTU_v31_00311	Streptococcus australis [Streptococcus australis/Streptococcus sp. 400_SSPC/Streptococcus sp. 343_SSPC/Streptococcus sp. 1171_SSPC/Streptococcus sp. A12]	113107	42
ref_mOTU_v31_00312	Streptococcus parasanguinis [Streptococcus sp. HSISM1/Streptococcus parasanguinis/Streptococcus sp. HMSC074F05/Streptococcus sp. HMSC057G03/Streptococcus sp. HMSC076C09/Streptococcus sp. HMSC073D05/Streptococcus sp. HMSC072C09/Streptococcus sp. HMSC072G04/Streptococcus sp. HMSC061E03/Streptococcus sp. HMSC065C01/Streptococcus sp. HMSC078D09/Streptococcus sp. HMSC065E03]	1318	2476
ref_mOTU_v31_00313	Streptococcus sp. F0442	999425	9
ref_mOTU_v31_00379	Lautropia mirabilis	47671	11
ref_mOTU_v31_00571	Streptococcus intermedius	1338	3
ref_mOTU_v31_00572	Streptococcus constellatus	76860	2
ref_mOTU_v31_00796	Streptococcus suis	1307	2
ref_mOTU_v31_00800	Cutibacterium acnes [Propionibacterium sp. CC003-HC2/Propionibacterium sp. KPL1847/Propionibacterium sp. KPL1849/Propionibacterium sp. KPL1854/Propionibacterium sp. KPL2003/Propionibacterium sp. KPL2008/Propionibacterium sp. KPL2009/Propionibacterium sp. MB3007/Propionibacterium sp. HMSC068C01/Propionibacterium sp. HMSC078F01/Propionibacterium sp. HMSC069G10/Propionibacterium sp. HMSC065F07/Propionibacterium sp. HMSC078F10/Propionibacterium sp. HMSC067A02/Propionibacterium sp. HMSC075A12/Propionibacterium sp. HMSC067A01/Propionibacterium sp. HMSC062D02/Propionibacterium sp. HMSC062D05/Cutibacterium acnes/Propionibacterium sp. CG1_02_60_36/Propionibacterium sp. 5_U_42AFAA/Propionibacterium sp. 409-HC1/Propionibacterium sp. 434-HC2]	1747	1
ref_mOTU_v31_00892	Capnocytophaga ochracea [Capnocytophaga ochracea/Capnocytophaga sp. oral taxon 323/Capnocytophaga sp. oral taxon 324/Capnocytophaga sp. oral taxon 335/Capnocytophaga sp. oral taxon 336/Capnocytophaga sp. oral taxon 380/Capnocytophaga sp. oral taxon 412]	1018	1
ref_mOTU_v31_00939	Haemophilus sp. [Haemophilus quentini/Haemophilus sp. CCUG 66565/Haemophilus haemolyticus/Haemophilus influenzae/Haemophilus sp. oral taxon 851]	NA	2
ref_mOTU_v31_00999	Fusobacterium periodonticum	860	125
ref_mOTU_v31_01001	Fusobacterium nucleatum subsp. animalis [Fusobacterium sp. CAG:649/Fusobacterium sp. HMSC065F01/Fusobacterium nucleatum/Fusobacterium sp. CM1]	851	2
ref_mOTU_v31_01002	Fusobacterium nucleatum subsp. vincentii [Fusobacterium sp. HMSC064B12/Fusobacterium nucleatum]	851	2
ref_mOTU_v31_01004	Fusobacterium hwasookii/nucleatum [Fusobacterium sp. OBRC1/Fusobacterium hwasookii/Fusobacterium sp. HMSC064B11/Fusobacterium nucleatum/Fusobacterium sp. CM22]	NA	2
ref_mOTU_v31_01068	Haemophilus parainfluenzae	729	61
ref_mOTU_v31_01100	Haemophilus sputorum	1078480	1
ref_mOTU_v31_01348	Streptococcus thermophilus [Streptococcus thermophilus CAG:236/Streptococcus thermophilus]	1308	7
ref_mOTU_v31_01349	Streptococcus salivarius [Streptococcus salivarius/Streptococcus sp. HSISS2/Streptococcus sp. HSISS3/Streptococcus sp. C150]	1304	5
ref_mOTU_v31_01350	Streptococcus salivarius	1304	4042
ref_mOTU_v31_01494	Morococcus cerebrosus [Morococcus cerebrosus/Neisseria sp. HMSC03D10/Neisseria sp. HMSC071C03/Neisseria sp. HMSC073B07/Neisseria sp. HMSC071B12]	1056807	3
ref_mOTU_v31_01495	Neisseria sicca/macacae [Neisseria sp. HMSC06F02/Neisseria sp. HMSC70E02/Neisseria sp. HMSC077D05/Neisseria sp. HMSC074B07/Neisseria sp. HMSC055H02/Neisseria sp. HMSC067H09/Neisseria sp. HMSC065D04/Neisseria sicca/Neisseria macacae/Neisseria sp. GT4A_CT1]	NA	17
ref_mOTU_v31_01500	Neisseria sp. oral taxon 014	641148	5
ref_mOTU_v31_01539	Neisseria meningitidis [Neisseria sp. HMSC070F02/Neisseria meningitidis]	487	14
ref_mOTU_v31_01582	Campylobacter showae	204	1
ref_mOTU_v31_01586	Eikenella corrodens [Eikenella sp. HMSC061C02/Eikenella corrodens]	539	1
ref_mOTU_v31_01589	Prevotella nigrescens	28133	2
ref_mOTU_v31_01591	Streptococcus sanguinis	1305	72
ref_mOTU_v31_01840	Prevotella veroralis	28137	22
ref_mOTU_v31_01841	Prevotella sp. oral taxon 306	712461	114
ref_mOTU_v31_01910	Isoptericola variabilis [Actinomyces sp. HPA0247/Isoptericola variabilis]	139208	4
ref_mOTU_v31_01911	Actinobacteria sp. [Schaalia odontolytica/Actinomyces sp. HMSC035G02/Xylanimonas cellulosilytica/Sanguibacter keddieii/Actinomyces sp. ICM54]	NA	36
ref_mOTU_v31_01912	Actinomyces sp. ICM39	1105029	3
ref_mOTU_v31_01913	Actinomyces sp. [Actinomyces sp. ICM58/Actinomyces sp. oral taxon 172]	NA	3
ref_mOTU_v31_01914	Actinomyces sp. ICM47	936548	67
ref_mOTU_v31_01938	Veillonella parvula [Veillonella parvula/Veillonella sp. 6_1_27/Veillonella sp. 3_1_44]	29466	16
ref_mOTU_v31_01939	Veillonella rogosae [Veillonella rogosae/Veillonella sp. oral taxon 158]	423477	18
ref_mOTU_v31_01940	Veillonella dispar	39778	75
ref_mOTU_v31_01941	Veillonella atypica [Veillonella sp. HPA0037/Veillonella atypica/Veillonella sp. ACP1/Veillonella sp. ICM51a]	39777	501
ref_mOTU_v31_01942	Veillonella tobetsuensis	1110546	24
ref_mOTU_v31_01958	Slackia exigua [Slackia sp. CM382/Slackia exigua]	84109	8
ref_mOTU_v31_02018	Actinomyces naeslundii	1655	2
ref_mOTU_v31_02019	Actinomyces oris	544580	29
ref_mOTU_v31_02020	Actinomyces sp. oral taxon 170	712117	4
ref_mOTU_v31_02041	Actinobacteria sp. [Actinomyces sp. ph3/Trueperella pyogenes/Streptomyces cattleya/Actinomyces sp. oral taxon 181]	NA	9
ref_mOTU_v31_02114	Alloscardovia omnicolens [Alloscardovia sp. HMSC034E08/Alloscardovia omnicolens]	419015	19
ref_mOTU_v31_02297	Leptotrichia massiliensis [Leptotrichia massiliensis/Leptotrichia sp. oral taxon 225]	1852388	3
ref_mOTU_v31_02298	Leptotrichia hofstadii	157688	2
ref_mOTU_v31_02299	Leptotrichia buccalis	40542	2
ref_mOTU_v31_02300	Leptotrichia sp. oral taxon 879	1227267	2
ref_mOTU_v31_02301	Leptotrichia trevisanii	109328	1
ref_mOTU_v31_02302	Leptotrichia wadei	157687	30
ref_mOTU_v31_02303	Leptotrichia shahii	157691	16
ref_mOTU_v31_02398	Prevotella nanceiensis [Prevotella nanceiensis/Prevotella sp. oral taxon 299]	425941	1
ref_mOTU_v31_02399	Prevotella oris [Prevotella sp. HMSC077E09/Prevotella sp. HMSC069G02/Prevotella sp. HMSC077E08/Prevotella oris]	28135	1
ref_mOTU_v31_02442	Solobacterium moorei	102148	4
ref_mOTU_v31_02523	Porphyromonas somerae [Porphyromonadaceae bacterium KA00676/Porphyromonas somerae/Porphyromonas sp. oral taxon 279/Porphyromonas sp. KLE 1280]	322095	5
ref_mOTU_v31_02524	Rothia aeria/dentocariosa	NA	6
ref_mOTU_v31_02535	Porphyromonas catoniae	41976	2
ref_mOTU_v31_02794	Prevotella scopos	589437	1
ref_mOTU_v31_02795	Prevotella melaninogenica [Prevotella sp. ICM33/Prevotella melaninogenica]	28132	110
ref_mOTU_v31_02797	Prevotella sp. C561	563031	271
ref_mOTU_v31_02949	Atopobium parvulum [Atopobium sp. ICM42b/Atopobium parvulum/Atopobium sp. BS2]	1382	23
ref_mOTU_v31_02951	Olsenella uli	133926	1
ref_mOTU_v31_03484	Prevotella oulorum	28136	9
ref_mOTU_v31_03485	Prevotella sp. HJM029	1433844	22
ref_mOTU_v31_03486	Prevotella histicola	470565	263
ref_mOTU_v31_03518	Campylobacter concisus [Campylobacter concisus/Campylobacter sp. 10_1_50]	199	69
ref_mOTU_v31_03523	Campylobacter concisus	199	2
ref_mOTU_v31_03691	Dialister invisus [Dialister invisus CAG:218/Dialister invisus]	218538	1
ref_mOTU_v31_03770	Dermacoccus nishinomiyaensis [Dermacoccus nishinomiyaensis/Dermacoccus sp. CCH2-D9/Dermacoccus sp. Ellin185]	1274	1
ref_mOTU_v31_03846	Actinomyces marseillensis/pacaensis [Actinomyces sp. S6-Spd3/Actinomyces marseillensis/Actinomyces pacaensis]	NA	26
ref_mOTU_v31_03965	Streptococcus sinensis [Streptococcus sinensis/Streptococcus sp. DD04]	176090	3
ref_mOTU_v31_03966	Streptococcus cristatus	45634	13
ref_mOTU_v31_03967	Streptococcus cristatus	45634	43
ref_mOTU_v31_03968	Streptococcus cristatus	45634	6
ref_mOTU_v31_03969	Streptococcus gordonii [Streptococcus gordonii/Streptococcus sp. oral taxon 056]	1302	7
ref_mOTU_v31_03970	Streptococcus gordonii	1302	14
ref_mOTU_v31_04051	Leptotrichia sp. oral taxon 215	712359	247
ref_mOTU_v31_04052	Leptotrichia sp. oral taxon 212	712357	3
ref_mOTU_v31_04054	Actinomyces graevenitzii	55565	301
ref_mOTU_v31_04194	Gemella haemolysans	1379	45
ref_mOTU_v31_04195	Staphylococcaceae sp. [Gemella haemolysans/Staphylococcus pasteuri]	NA	122
ref_mOTU_v31_04230	Atopobium rimae [Atopobium rimae/Atopobium sp. HMSC064B08]	1383	1
ref_mOTU_v31_04252	Prevotella salivae	228604	44
ref_mOTU_v31_04303	Gemella sanguinis	84135	29
ref_mOTU_v31_04782	Granulicatella adiacens [Granulicatella sp. HMSC30F09/Granulicatella sp. HMSC31F03/Granulicatella sp. 572.rep1_STHE/Granulicatella sp. 572.rep2_STHE/Granulicatella adiacens]	46124	26
ref_mOTU_v31_04783	Streptococcus sp. 263_SSPC	1579343	48
ref_mOTU_v31_04788	Abiotrophia defectiva [Abiotrophia sp. HMSC24B09/Abiotrophia defectiva]	46125	61
ref_mOTU_v31_04794	Neisseria sp. [Neisseria sp. HMSC066H01/Neisseria sp. HMSC078C12/Neisseria sp. HMSC061B04/Neisseria sp. HMSC070A01/Neisseria lactamica/Neisseria meningitidis/Neisseria mucosa]	NA	76
ref_mOTU_v31_04796	Neisseria subflava/meningitidis [Neisseria sp. HMSC072B12/Neisseria sp. HMSC058F07/Neisseria sp. HMSC075C12/Neisseria sp. HMSC063B05/Neisseria sp. HMSC071A01/Neisseria sp. HMSC067H04/Neisseria sp. HMSC067G12/Neisseria sp. HMSC067G11/Neisseria sp. HMSC068C12/Neisseria subflava/Neisseria meningitidis]	NA	10
ref_mOTU_v31_04797	Neisseria flavescens [Neisseria sp. HMSC064D07/Neisseria flavescens]	484	8
ref_mOTU_v31_04798	Neisseria sp. [Neisseria sp. HMSC15G01/Neisseria sp. HMSC064F03/Neisseria sp. HMSC078H04/Neisseria sp. HMSC056A04/Neisseria sp. HMSC070H10/Neisseria sp. HMSC072C05/Neisseria sp. HMSC066F04/Neisseria sp. HMSC061H08/Neisseria sp. HMSC068C04/Neisseria sp. HMSC061E12/Neisseria sp. HMSC073G10/Neisseria sp. HMSC069H12/Neisseria sp. HMSC066B07/Neisseria sp. HMSC075C10/Neisseria sp. HMSC056A03/Neisseria flavescens/Neisseria lactamica/Neisseria meningitidis]	NA	22
ref_mOTU_v31_04800	Rothia dentocariosa [Rothia sp. HMSC08A08/Rothia sp. HMSC071F11/Rothia sp. HMSC058E10/Rothia sp. HMSC064D08/Rothia sp. HMSC067H10/Rothia sp. HMSC065G12/Rothia sp. HMSC036D11/Rothia sp. HMSC069C01/Rothia sp. HMSC065D02/Rothia dentocariosa]	2047	20
ref_mOTU_v31_05265	Rothia mucilaginosa [Rothia sp. HMSC071B01/Rothia sp. HMSC078H08/Rothia sp. HMSC065C03/Rothia sp. HMSC061D12/Rothia sp. HMSC069D01/Rothia sp. HMSC064F07/Rothia sp. HMSC075F09/Rothia sp. HMSC062H08/Rothia sp. HMSC065C12/Rothia sp. HMSC069C10/Rothia sp. HMSC065B04/Rothia sp. HMSC069C04/Rothia sp. HMSC073B08/Rothia sp. HMSC066G02/Rothia sp. HMSC068E02/Rothia sp. HMSC061E04/Rothia sp. HMSC072B04/Rothia sp. HMSC071C12/Rothia sp. HMSC066G07/Rothia sp. HMSC076D04/Rothia sp. HMSC066H02/Rothia sp. HMSC065D09/Rothia sp. HMSC061C12/Rothia mucilaginosa]	43675	380
ref_mOTU_v31_05890	Actinomyces sp. [Actinomycetaceae bacterium BA112/Actinomyces sp. oral taxon 848]	NA	1
ref_mOTU_v31_06268	[Eubacterium] yurii	39498	1
ref_mOTU_v31_06321	Lachnoanaerobaculum saburreum [Lachnoanaerobaculum saburreum/Lachnospiraceae bacterium oral taxon 082]	467210	32
ref_mOTU_v31_06367	Corynebacterium matruchotii	43768	2
ref_mOTU_v31_06392	Leptotrichia goodfellowii	157692	1
ref_mOTU_v31_06402	Selenomonas sp. [Selenomonas sp. oral taxon 149/Selenomonas sp. oral taxon 478/Selenomonas sp. oral taxon 136]	NA	14
ref_mOTU_v31_06403	Selenomonas flueggei	135080	2
ref_mOTU_v31_06445	Oribacterium parvum	1501329	92
ref_mOTU_v31_06446	Oribacterium asaccharolyticum [Oribacterium asaccharolyticum/Oribacterium sp. oral taxon 108]	1501332	6
ref_mOTU_v31_06466	[Eubacterium] sulci	143393	115
ref_mOTU_v31_06478	Lachnoanaerobaculum sp. [Lachnoanaerobaculum sp. ICM7/Lachnoanaerobaculum sp. OBRC5-5/Lachnoanaerobaculum sp. MSX33]	NA	10
ref_mOTU_v31_06543	Corynebacterium durum	61592	2
ref_mOTU_v31_07011	Prevotella shahii	228603	33
ref_mOTU_v31_08897	Ottowia sp. oral taxon 894	1658672	2
ref_mOTU_v31_11466	Capnocytophaga gingivalis	1017	11
ref_mOTU_v31_11495	Gemella morbillorum	29391	12
ref_mOTU_v31_11576	Oribacterium sinus	237576	28
ref_mOTU_v31_11628	Granulicatella elegans	137732	11
ref_mOTU_v31_11629	Alloprevotella tannerae	76122	27
ref_mOTU_v31_11632	Kingella oralis	505	2
ref_mOTU_v31_11658	Simonsiella muelleri	72	1
ref_mOTU_v31_11759	Bulleidia extructa	118748	3
ref_mOTU_v31_11761	Alloprevotella rava	671218	50
ref_mOTU_v31_11823	Megasphaera micronuciformis	187326	197
ref_mOTU_v31_11939	Stomatobaculum longum	796942	279
ref_mOTU_v31_12053	Kingella denitrificans	502	1
ref_mOTU_v31_12220	Prevotella pallens	60133	147
meta_mOTU_v31_12244	Peptostreptococcaceae species incertae sedis	NA	1
meta_mOTU_v31_12274	Flavobacteriaceae species incertae sedis	NA	4
meta_mOTU_v31_12290	Mogibacterium species incertae sedis	NA	52
meta_mOTU_v31_12312	Bacteroidales species incertae sedis	NA	3
meta_mOTU_v31_12337	Peptostreptococcaceae species incertae sedis	NA	125
meta_mOTU_v31_12358	Flavobacteriaceae species incertae sedis	NA	31
meta_mOTU_v31_12359	Bacteroidales species incertae sedis	NA	97
meta_mOTU_v31_12360	Leptotrichia species incertae sedis	NA	1050
meta_mOTU_v31_12381	Parvimonas species incertae sedis	NA	5
meta_mOTU_v31_12387	Solobacterium species incertae sedis	NA	114
meta_mOTU_v31_12392	Tannerella sp. oral taxon HOT-286	712710	41
meta_mOTU_v31_12398	Bacteria species incertae sedis	NA	13
meta_mOTU_v31_12444	Bacteria species incertae sedis	NA	298
meta_mOTU_v31_12478	Clostridium species incertae sedis	NA	558
meta_mOTU_v31_12518	Leptotrichia species incertae sedis	NA	1
meta_mOTU_v31_12532	Bacteroidales species incertae sedis	NA	32
meta_mOTU_v31_12555	Campylobacter species incertae sedis	NA	16
meta_mOTU_v31_12582	Catonella morbi	43997	76
meta_mOTU_v31_12605	Stomatobaculum longum	796942	176
meta_mOTU_v31_12620	Prevotella species incertae sedis	NA	12
meta_mOTU_v31_12689	Bacteria species incertae sedis	NA	32
meta_mOTU_v31_12734	Bacteria species incertae sedis	NA	5
meta_mOTU_v31_12754	Bacteria species incertae sedis	NA	2
meta_mOTU_v31_12777	Clostridiales species incertae sedis	NA	75
meta_mOTU_v31_12807	Lactobacillales species incertae sedis	NA	91
meta_mOTU_v31_12847	Bacteria species incertae sedis	NA	25
meta_mOTU_v31_12860	Treponema species incertae sedis	NA	2
meta_mOTU_v31_12918	Bacteria species incertae sedis	NA	3
meta_mOTU_v31_12961	Leptotrichia species incertae sedis	NA	3
meta_mOTU_v31_13009	Bacteria species incertae sedis	NA	40
meta_mOTU_v31_13055	Firmicutes species incertae sedis	NA	149
meta_mOTU_v31_13062	Prevotellaceae species incertae sedis	NA	1
meta_mOTU_v31_13077	Clostridium species incertae sedis	NA	6
meta_mOTU_v31_13135	Veillonella species incertae sedis	NA	187
meta_mOTU_v31_13161	Bacteria species incertae sedis	NA	7
meta_mOTU_v31_13218	Pasteurellaceae species incertae sedis	NA	8
meta_mOTU_v31_13222	Pseudopropionibacterium propionicum	1750	1
meta_mOTU_v31_13253	Pasteurellaceae species incertae sedis	NA	2
meta_mOTU_v31_13282	Firmicutes species incertae sedis	NA	139
meta_mOTU_v31_13327	Oribacterium species incertae sedis	NA	15
meta_mOTU_v31_13384	Treponema species incertae sedis	NA	8
meta_mOTU_v31_13394	Bacteria species incertae sedis	NA	4
meta_mOTU_v31_13445	Peptostreptococcaceae species incertae sedis	NA	1
meta_mOTU_v31_13483	Bacteria species incertae sedis	NA	81
meta_mOTU_v31_13504	Clostridiales species incertae sedis	NA	27
meta_mOTU_v31_13658	Bacteroidia species incertae sedis	NA	8
meta_mOTU_v31_13752	Bacteria species incertae sedis	NA	2
meta_mOTU_v31_13810	Peptostreptococcaceae species incertae sedis	NA	1
meta_mOTU_v31_14019	Campylobacter species incertae sedis	NA	1
meta_mOTU_v31_14177	Atopobium species incertae sedis	NA	1
meta_mOTU_v31_14352	Bacteria species incertae sedis	NA	8
meta_mOTU_v31_14360	Campylobacter species incertae sedis	NA	2
meta_mOTU_v31_14376	Bacteria species incertae sedis	NA	5
meta_mOTU_v31_14387	Clostridiales species incertae sedis	NA	88
meta_mOTU_v31_14453	Bacteria species incertae sedis	NA	23
ext_mOTU_v31_17399	Actinomyces species incertae sedis	NA	1
ext_mOTU_v31_17438	Streptococcus species incertae sedis	NA	4
ext_mOTU_v31_17440	Streptococcus species incertae sedis	NA	5
ext_mOTU_v31_17441	Streptococcus species incertae sedis	NA	3
ext_mOTU_v31_17443	Streptococcus species incertae sedis	NA	2
ext_mOTU_v31_17444	Streptococcus species incertae sedis	NA	8
ext_mOTU_v31_17463	Actinomyces species incertae sedis	NA	4
ext_mOTU_v31_17471	Streptococcus species incertae sedis	NA	10
ext_mOTU_v31_17472	Streptococcus species incertae sedis	NA	10
ext_mOTU_v31_17473	Streptococcus species incertae sedis	NA	7
ext_mOTU_v31_17837	Streptococcus species incertae sedis	NA	5
ext_mOTU_v31_17848	Candidatus Saccharibacteria species incertae sedis	NA	65
ext_mOTU_v31_17849	Candidatus Saccharibacteria species incertae sedis	NA	47
ext_mOTU_v31_17850	Candidatus Saccharibacteria species incertae sedis	NA	51
ext_mOTU_v31_17851	Candidatus Saccharibacteria species incertae sedis	NA	44
ext_mOTU_v31_17852	Candidatus Saccharibacteria species incertae sedis	NA	100
ext_mOTU_v31_17853	Candidatus Saccharibacteria species incertae sedis	NA	56
ext_mOTU_v31_17854	Candidatus Saccharibacteria species incertae sedis	NA	66
ext_mOTU_v31_17855	Candidatus Saccharibacteria species incertae sedis	NA	24
ext_mOTU_v31_17856	Candidatus Saccharibacteria species incertae sedis	NA	20
ext_mOTU_v31_17857	Candidatus Saccharibacteria species incertae sedis	NA	74
ext_mOTU_v31_17858	Candidatus Saccharibacteria species incertae sedis	NA	22
ext_mOTU_v31_17914	Veillonella species incertae sedis	NA	7
ext_mOTU_v31_17915	Veillonella species incertae sedis	NA	6
ext_mOTU_v31_18018	Actinomyces species incertae sedis	NA	3
ext_mOTU_v31_18022	Streptococcus species incertae sedis	NA	16
ext_mOTU_v31_18023	Streptococcus species incertae sedis	NA	4
ext_mOTU_v31_18024	Streptococcus species incertae sedis	NA	12
ext_mOTU_v31_18027	Actinomyces species incertae sedis	NA	52
ext_mOTU_v31_18159	Leptotrichia species incertae sedis	NA	672
ext_mOTU_v31_18208	Streptococcus species incertae sedis	NA	4
ext_mOTU_v31_19642	Erysipelotrichaceae species incertae sedis	NA	75
ext_mOTU_v31_19643	Granulicatella species incertae sedis	NA	26
ext_mOTU_v31_19644	Streptococcus species incertae sedis	NA	30
ext_mOTU_v31_19645	Lachnospiraceae species incertae sedis	NA	190
ext_mOTU_v31_19663	Neisseria species incertae sedis	NA	3
ext_mOTU_v31_19670	Streptococcus species incertae sedis	NA	11
ext_mOTU_v31_19671	Streptococcus species incertae sedis	NA	7
ext_mOTU_v31_19696	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_19708	Candidatus Saccharibacteria species incertae sedis	NA	6
ext_mOTU_v31_19709	Candidatus Saccharibacteria species incertae sedis	NA	8
ext_mOTU_v31_19710	Candidatus Saccharibacteria species incertae sedis	NA	10
ext_mOTU_v31_19711	Candidatus Saccharibacteria species incertae sedis	NA	9
ext_mOTU_v31_19712	Candidatus Saccharibacteria species incertae sedis	NA	18
ext_mOTU_v31_19713	Candidatus Saccharibacteria species incertae sedis	NA	17
ext_mOTU_v31_19714	Candidatus Saccharibacteria species incertae sedis	NA	16
ext_mOTU_v31_19715	Candidatus Saccharibacteria species incertae sedis	NA	3
ext_mOTU_v31_19716	Bacteria species incertae sedis	NA	5
ext_mOTU_v31_19717	Candidatus Saccharibacteria species incertae sedis	NA	6
ext_mOTU_v31_19718	Bacteria species incertae sedis	NA	14
ext_mOTU_v31_19719	Bacteria species incertae sedis	NA	2
ext_mOTU_v31_19721	Candidatus Saccharibacteria species incertae sedis	NA	1
ext_mOTU_v31_19738	Bacteria species incertae sedis	NA	8
ext_mOTU_v31_19739	Bacteria species incertae sedis	NA	11
ext_mOTU_v31_19746	Actinomyces species incertae sedis	NA	30
ext_mOTU_v31_26698	Streptococcus species incertae sedis	NA	3
ext_mOTU_v31_26700	Streptococcus species incertae sedis	NA	10
ext_mOTU_v31_26785	Atopobium species incertae sedis	NA	3
ext_mOTU_v31_26850	Streptococcus species incertae sedis	NA	14
ext_mOTU_v31_26926	Candidatus Saccharibacteria species incertae sedis	NA	36
ext_mOTU_v31_27080	Haemophilus species incertae sedis	NA	3
ext_mOTU_v31_27189	Candidatus Saccharibacteria species incertae sedis	NA	39
ext_mOTU_v31_27193	Atopobium species incertae sedis	NA	5
ext_mOTU_v31_27194	Gemella species incertae sedis	NA	5
ext_mOTU_v31_27195	Granulicatella species incertae sedis	NA	16
ext_mOTU_v31_27237	Streptococcus species incertae sedis	NA	58
