name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Morganella morganii	133230	S	102	52762	52864	0.03679
Morganella morganii_E	133235	S	4	6660	6664	0.00464
Proteus mirabilis	133356	S	1372	740367	741739	0.51621
Escherichia ruysiae	133045	S	15	43528	43543	0.03030
Escherichia coli	133040	S	13	94301	94314	0.06564
Escherichia coli_F	133042	S	5	23096	23101	0.01608
Escherichia albertii	133039	S	1	1278	1279	0.00089
Xenorhabdus szentirmaii	133570	S	3	1262	1265	0.00088
Citrobacter_A sp019415335	132912	S	2	2289	2291	0.00159
Siccibacter colletis	133497	S	1	268	269	0.00019
Oligella urethralis	127819	S	11	2884	2895	0.00201
Oligella ureolytica	127818	S	2	2418	2420	0.00168
Caballeronia udeis	126787	S	1	48	49	0.00003
Stutzerimonas stutzeri_AO	139038	S	1	3641	3642	0.00253
Thiopseudomonas sp012719655	139069	S	1	40	41	0.00003
Corynebacterium jeikeium_D	46072	S	157	229133	229290	0.15957
Corynebacterium lactis	46079	S	8	1292	1300	0.00090
Corynebacterium sp937999985	46209	S	5	5134	5139	0.00358
Corynebacterium sp946221155	46226	S	3	860	863	0.00060
Corynebacterium macclintockiae	46090	S	2	1804	1806	0.00126
Corynebacterium jeikeium	46070	S	2	5517	5519	0.00384
Corynebacterium evansiae	46035	S	2	4104	4106	0.00286
Staphylococcus epidermidis	57090	S	30	185348	185378	0.12901
Sediminibacterium sp902168225	83835	S	1	419	420	0.00029
JAEWCC01 sp023459495	58946	S	11	17483	17494	0.01217
Limiplasma sp023404345	57525	S	5	2380	2385	0.00166
Acidaminococcus fermentans_A	72485	S	4	6140	6144	0.00428
Desulforhopalus sp023412495	99985	S	1	661	662	0.00046
